lat,lon,dT_local
-85.0,72.5,1.0878835132949807
-85.0,75.0,1.087282453961375
-85.0,77.5,1.0889038357704641
-85.0,80.0,1.0996548386640446
-85.0,82.5,1.1132954357905958
-85.0,85.0,1.1245000689092484
-85.0,87.5,1.140651808489504
-85.0,90.0,1.155790092697124
-85.0,92.5,1.1720883754038203
-85.0,95.0,1.1938740526685092
-85.0,97.5,1.2104167924636815
-85.0,100.0,1.227643218462923
-85.0,102.5,1.2420444958646553
-85.0,105.0,1.2482818770725526
-85.0,107.5,1.255444594189022
-85.0,110.0,1.2626876030879939
-85.0,112.5,1.2584438002488816
-85.0,115.0,1.259008636775397
-85.0,117.5,1.243701903871879
-85.0,120.0,1.2308206808914615
-85.0,122.5,1.224905975996601
-85.0,125.0,1.1995862659696164
-85.0,127.5,1.1837383165789503
-85.0,130.0,1.1700276856796545
-85.0,132.5,1.1393879753470222
-85.0,135.0,1.1118602385665097
-85.0,137.5,1.0882295654278578
-85.0,140.0,1.0626387027986848
-85.0,142.5,1.0329002579515303
-85.0,145.0,1.0022319217264113
-85.0,147.5,0.9648084821437745
-85.0,150.0,0.9382029123605548
-85.0,152.5,0.9145028680287591
-85.0,155.0,0.8945036053776116
-85.0,157.5,0.8609714259583171
-85.0,160.0,0.8366640715156064
-85.0,162.5,0.8316070139522046
-85.0,165.0,0.8028892638342269
-85.0,167.5,0.7816604225522248
-85.0,170.0,0.74398971386985
-85.0,172.5,0.7177255724180885
-85.0,175.0,0.7026139686702748
-85.0,177.5,0.6836910276729669
-85.0,180.0,0.6608043313026428
-82.5,-177.5,0.6202350891399634
-82.5,-175.0,0.6341030576545303
-82.5,-172.5,0.6393238706864421
-82.5,-170.0,0.6709848944858365
-82.5,-167.5,0.6834025409337157
-82.5,-165.0,0.6819749741216563
-82.5,-162.5,0.6955777118119693
-82.5,-160.0,0.7092408830086163
-82.5,-157.5,0.7073430632247312
-82.5,-155.0,0.7157494533103537
-82.5,-152.5,0.7023508141095253
-82.5,-150.0,0.6869912029457216
-82.5,-147.5,0.6969321364625687
-82.5,-145.0,0.6701820514255641
-82.5,-142.5,0.6646916496328563
-82.5,-140.0,0.6531809215686721
-82.5,-137.5,0.6333389334951016
-82.5,-135.0,0.6201000780535989
-82.5,-132.5,0.6070261854585187
-82.5,-130.0,0.5996324075872902
-82.5,-127.5,0.593108192397128
-82.5,-125.0,0.5838969739133671
-82.5,-122.5,0.5753445722292235
-82.5,-120.0,0.5711954852766294
-82.5,-117.5,0.5697409681318104
-82.5,-115.0,0.5738050099979205
-82.5,-112.5,0.5796483999067122
-82.5,-110.0,0.5912288087646581
-82.5,-107.5,0.6045443633371932
-82.5,-105.0,0.6247578748137634
-82.5,-102.5,0.6471301387613133
-82.5,-100.0,0.6800990037110339
-82.5,-97.5,0.6981113105810408
-82.5,-95.0,0.7131211033356603
-82.5,-92.5,0.7234796070789807
-82.5,-90.0,0.7592256315886721
-82.5,-87.5,0.8010662775614421
-82.5,-85.0,0.8474636134770891
-82.5,-82.5,0.8844459068945933
-82.5,-80.0,0.9188465336712156
-82.5,-77.5,0.9660296999802594
-82.5,-75.0,1.000351144020831
-82.5,-72.5,1.0280462563998032
-82.5,-70.0,1.0586690173584807
-82.5,-67.5,1.079530414388282
-82.5,-65.0,1.0897699034180723
-82.5,-62.5,1.1051153257384296
-82.5,-60.0,1.113483735719484
-82.5,-57.5,1.1094002194237904
-82.5,-55.0,1.1118488671429323
-82.5,-52.5,1.1130922128769527
-82.5,-50.0,1.1061457060110014
-82.5,-47.5,1.08952683539988
-82.5,-45.0,1.0738549365525438
-82.5,-42.5,1.0590292669962902
-82.5,-40.0,1.0368796510955691
-82.5,-37.5,1.0199731052083525
-82.5,-35.0,1.005774695539452
-82.5,-32.5,0.9978094694870779
-82.5,-30.0,0.9956358126228702
-82.5,-27.5,0.9986621425463698
-82.5,-25.0,1.0009282565366862
-82.5,-22.5,1.006572849380679
-82.5,-20.0,1.0135285182009046
-82.5,-17.5,1.0273213270520434
-82.5,-15.0,1.036918458072112
-82.5,-12.5,1.0523563046747795
-82.5,-10.0,1.063879750700012
-82.5,-7.5,1.0712142048446123
-82.5,-5.0,1.069853965078381
-82.5,-2.5,1.0761576955449328
-82.5,0.0,1.0654586053423265
-82.5,2.5,1.0625501401505215
-82.5,5.0,1.059040599056651
-82.5,7.5,1.044152500696439
-82.5,10.0,1.046099160107423
-82.5,12.5,1.0347430764447867
-82.5,15.0,1.0151374145882757
-82.5,17.5,1.0166654951295544
-82.5,20.0,1.0119628514628307
-82.5,22.5,1.0060204899576792
-82.5,25.0,1.0033685315433016
-82.5,27.5,1.004090168951648
-82.5,30.0,1.0130887057774336
-82.5,32.5,1.0158094239668247
-82.5,35.0,1.0205703643232722
-82.5,37.5,1.0341111474405376
-82.5,40.0,1.042557555434973
-82.5,42.5,1.056750680684482
-82.5,45.0,1.0625006671029813
-82.5,47.5,1.078935176544281
-82.5,50.0,1.0957668084546843
-82.5,52.5,1.1107410341577484
-82.5,55.0,1.12329216545257
-82.5,57.5,1.1441735110337228
-82.5,60.0,1.1594750076551312
-82.5,62.5,1.1797356166677133
-82.5,65.0,1.1838167627548906
-82.5,67.5,1.1839851137397863
-82.5,70.0,1.1741879035808922
-82.5,72.5,1.157470908530617
-82.5,75.0,1.140856517584367
-82.5,77.5,1.1328797619078965
-82.5,80.0,1.123605615272301
-82.5,82.5,1.1264998610475432
-82.5,85.0,1.134727526201229
-82.5,87.5,1.1436487486928393
-82.5,90.0,1.1502373581129641
-82.5,92.5,1.1679264215955345
-82.5,95.0,1.1849509391097808
-82.5,97.5,1.1962014304954234
-82.5,100.0,1.2075067606882803
-82.5,102.5,1.2174270465046937
-82.5,105.0,1.2220591739702114
-82.5,107.5,1.2221173888935728
-82.5,110.0,1.2180663668210843
-82.5,112.5,1.2065840364140257
-82.5,115.0,1.1986686849163475
-82.5,117.5,1.184439185032574
-82.5,120.0,1.1753935551740933
-82.5,122.5,1.164241830635443
-82.5,125.0,1.1514083472598968
-82.5,127.5,1.1404418722763168
-82.5,130.0,1.1281719335322316
-82.5,132.5,1.110537314521048
-82.5,135.0,1.092326938354402
-82.5,137.5,1.0712748082262902
-82.5,140.0,1.045457059341111
-82.5,142.5,1.0227543838716602
-82.5,145.0,0.9899285827541995
-82.5,147.5,0.9462444831485519
-82.5,150.0,0.9148015345726382
-82.5,152.5,0.8800846341004982
-82.5,155.0,0.8331285717669336
-82.5,157.5,0.8032207037334004
-82.5,160.0,0.7789959988397765
-82.5,162.5,0.7355905874042803
-82.5,165.0,0.7111633493949805
-82.5,167.5,0.6837012933114581
-82.5,170.0,0.6496582943117735
-82.5,172.5,0.6443861188768354
-82.5,175.0,0.6124158466454562
-82.5,177.5,0.6194469124454729
-82.5,180.0,0.5999521613121033
-80.0,-177.5,0.7496720647693302
-80.0,-175.0,0.7514493542414461
-80.0,-172.5,0.7462864123812504
-80.0,-170.0,0.7316659487655663
-80.0,-167.5,0.7134209978396204
-80.0,-165.0,0.7006640044502038
-80.0,-162.5,0.6890725406804773
-80.0,-160.0,0.6847582109455896
-80.0,-157.5,0.6701421180521423
-80.0,-155.0,0.6681797657111327
-80.0,-152.5,0.6712336033265968
-80.0,-150.0,0.6696713532667228
-80.0,-147.5,0.688733951686074
-80.0,-145.0,0.6662033051795533
-80.0,-142.5,0.6597518054024704
-80.0,-140.0,0.6477676311554896
-80.0,-137.5,0.6355788121769179
-80.0,-135.0,0.6228704499083293
-80.0,-132.5,0.6227668897878917
-80.0,-130.0,0.6193008049301149
-80.0,-127.5,0.6155748961694035
-80.0,-125.0,0.6167070222300914
-80.0,-122.5,0.6210164856503924
-80.0,-120.0,0.6285978328327521
-80.0,-117.5,0.6337738799743867
-80.0,-115.0,0.6261028178717948
-80.0,-112.5,0.6230340615226938
-80.0,-110.0,0.6223139829053059
-80.0,-107.5,0.6169313707250696
-80.0,-105.0,0.6087567535427757
-80.0,-102.5,0.612735120416193
-80.0,-100.0,0.6145274041035927
-80.0,-97.5,0.6362021954580728
-80.0,-95.0,0.6541752123074862
-80.0,-92.5,0.6686822010200709
-80.0,-90.0,0.6919693689159939
-80.0,-87.5,0.7365278602091608
-80.0,-85.0,0.7839534553620475
-80.0,-82.5,0.8301678291269208
-80.0,-80.0,0.8900826638147568
-80.0,-77.5,0.9662177945345717
-80.0,-75.0,1.0311537489080598
-80.0,-72.5,1.101860079169194
-80.0,-70.0,1.1961297469617473
-80.0,-67.5,1.2558791460119636
-80.0,-65.0,1.3038569211031947
-80.0,-62.5,1.3415501557408667
-80.0,-60.0,1.3648861679222035
-80.0,-57.5,1.380363407773056
-80.0,-55.0,1.3925732988701753
-80.0,-52.5,1.4049146083805235
-80.0,-50.0,1.4016275850336797
-80.0,-47.5,1.4001810819543605
-80.0,-45.0,1.3939243034373512
-80.0,-42.5,1.3721285087886328
-80.0,-40.0,1.3172067869537742
-80.0,-37.5,1.2735301019145893
-80.0,-35.0,1.2183141137189857
-80.0,-32.5,1.1571564950323463
-80.0,-30.0,1.1024974295261372
-80.0,-27.5,1.0493616239495989
-80.0,-25.0,1.0047889257369436
-80.0,-22.5,0.9798262509129223
-80.0,-20.0,0.9582468923506358
-80.0,-17.5,0.9462629179059756
-80.0,-15.0,0.9494913197875887
-80.0,-12.5,0.9577796979561077
-80.0,-10.0,0.9665523660363586
-80.0,-7.5,0.9814280081483556
-80.0,-5.0,0.9895823061775607
-80.0,-2.5,0.9981356534971816
-80.0,0.0,0.997500747041398
-80.0,2.5,0.9937573348649076
-80.0,5.0,0.9895645456949362
-80.0,7.5,0.9777485032155608
-80.0,10.0,0.9685665948003956
-80.0,12.5,0.9661363181924741
-80.0,15.0,0.9570014449902232
-80.0,17.5,0.9570908994725035
-80.0,20.0,0.9600801761414142
-80.0,22.5,0.9616265226652436
-80.0,25.0,0.9740852210038266
-80.0,27.5,0.9888232646419279
-80.0,30.0,0.9998027995763266
-80.0,32.5,1.0267380641244326
-80.0,35.0,1.0574893961092
-80.0,37.5,1.0895388150654106
-80.0,40.0,1.1328496290574217
-80.0,42.5,1.2081497779156418
-80.0,45.0,1.272131658705391
-80.0,47.5,1.3106056663889927
-80.0,50.0,1.3511482995551065
-80.0,52.5,1.3533882032228484
-80.0,55.0,1.31898918167086
-80.0,57.5,1.2551318160138307
-80.0,60.0,1.2212687713480048
-80.0,62.5,1.190056807867301
-80.0,65.0,1.1518354520855052
-80.0,67.5,1.1166114454424583
-80.0,70.0,1.096304832515342
-80.0,72.5,1.08039537611511
-80.0,75.0,1.0691261150597815
-80.0,77.5,1.0879262446340254
-80.0,80.0,1.1157455321793532
-80.0,82.5,1.1371638636876937
-80.0,85.0,1.1684576807443952
-80.0,87.5,1.2168840344538228
-80.0,90.0,1.2414528102817317
-80.0,92.5,1.2523389426050233
-80.0,95.0,1.2420270358681589
-80.0,97.5,1.2130826187748294
-80.0,100.0,1.1906956226048617
-80.0,102.5,1.1705899043239687
-80.0,105.0,1.1635992688594228
-80.0,107.5,1.1542416820446184
-80.0,110.0,1.1437912404429968
-80.0,112.5,1.1313994033341852
-80.0,115.0,1.1235550342863716
-80.0,117.5,1.1147799357121353
-80.0,120.0,1.1115006024541796
-80.0,122.5,1.1111164749903777
-80.0,125.0,1.1143952307349543
-80.0,127.5,1.1206852674259145
-80.0,130.0,1.133727392787334
-80.0,132.5,1.1474941856100676
-80.0,135.0,1.1516085503108362
-80.0,137.5,1.1549531814043545
-80.0,140.0,1.1477006984243132
-80.0,142.5,1.13291221885562
-80.0,145.0,1.108656046463706
-80.0,147.5,1.0649788520649712
-80.0,150.0,1.0211914477458202
-80.0,152.5,0.9707164506446322
-80.0,155.0,0.9044941099120163
-80.0,157.5,0.8566894493659515
-80.0,160.0,0.8110348319448693
-80.0,162.5,0.752972874636824
-80.0,165.0,0.7226584619154983
-80.0,167.5,0.7070151928606758
-80.0,170.0,0.6911358112649579
-80.0,172.5,0.7029490795736162
-80.0,175.0,0.7122135254324796
-80.0,177.5,0.732732961061169
-80.0,180.0,0.7614903450012207
-77.5,-177.5,0.7796841310308992
-77.5,-175.0,0.8092312070831602
-77.5,-172.5,0.8249863204528348
-77.5,-170.0,0.8311235665671015
-77.5,-167.5,0.8232253451444269
-77.5,-165.0,0.8124011221492117
-77.5,-162.5,0.7879144152140996
-77.5,-160.0,0.7426211660163627
-77.5,-157.5,0.7061721367648368
-77.5,-155.0,0.6753348217790617
-77.5,-152.5,0.6478031087332676
-77.5,-150.0,0.6323851470335574
-77.5,-147.5,0.6126060567128833
-77.5,-145.0,0.5898702746043902
-77.5,-142.5,0.5938520001738927
-77.5,-140.0,0.6012719299667779
-77.5,-137.5,0.6162053908895198
-77.5,-135.0,0.6374284646016201
-77.5,-132.5,0.6379339171468257
-77.5,-130.0,0.6588510020274231
-77.5,-127.5,0.6970574733815645
-77.5,-125.0,0.6918351978761498
-77.5,-122.5,0.6791145718967598
-77.5,-120.0,0.6896009199507915
-77.5,-117.5,0.7027655741443839
-77.5,-115.0,0.6698101423201307
-77.5,-112.5,0.6573594069914088
-77.5,-110.0,0.6432405278966319
-77.5,-107.5,0.6312512432164562
-77.5,-105.0,0.6268399296672704
-77.5,-102.5,0.626279665333609
-77.5,-100.0,0.6329384366129663
-77.5,-97.5,0.6381732754594054
-77.5,-95.0,0.646809298557381
-77.5,-92.5,0.7033054844189286
-77.5,-90.0,0.7388505746740779
-77.5,-87.5,0.7992940260894951
-77.5,-85.0,0.8404173770168702
-77.5,-82.5,0.9034598765592093
-77.5,-80.0,0.9469070087748167
-77.5,-77.5,1.0253239160408112
-77.5,-75.0,1.0871165404170866
-77.5,-72.5,1.1143068578264859
-77.5,-70.0,1.1513985787970982
-77.5,-67.5,1.1830451788259098
-77.5,-65.0,1.1922542650482242
-77.5,-62.5,1.1740846929160975
-77.5,-60.0,1.200204570748132
-77.5,-57.5,1.237430564607763
-77.5,-55.0,1.295317922163169
-77.5,-52.5,1.3313500185022498
-77.5,-50.0,1.3626596278352072
-77.5,-47.5,1.393851684463126
-77.5,-45.0,1.4013294518886326
-77.5,-42.5,1.391059679446548
-77.5,-40.0,1.3614301826748911
-77.5,-37.5,1.3307299061974944
-77.5,-35.0,1.2840284722261581
-77.5,-32.5,1.2838448157172695
-77.5,-30.0,1.241053523256317
-77.5,-27.5,1.171631526144756
-77.5,-25.0,1.044436461894703
-77.5,-22.5,0.9716504093239433
-77.5,-20.0,0.9259447313671124
-77.5,-17.5,0.8854282094051241
-77.5,-15.0,0.8747429770316879
-77.5,-12.5,0.8868247796476268
-77.5,-10.0,0.8986350046589296
-77.5,-7.5,0.9109312913478136
-77.5,-5.0,0.9287146841490352
-77.5,-2.5,0.9586360093477816
-77.5,0.0,0.9819683806297828
-77.5,2.5,0.9893405802777031
-77.5,5.0,1.0000829521961192
-77.5,7.5,0.9928506438241214
-77.5,10.0,0.9943182773196487
-77.5,12.5,0.9985313730154903
-77.5,15.0,1.007350703894822
-77.5,17.5,1.0156357457207141
-77.5,20.0,1.0414148527502125
-77.5,22.5,1.0580552774511693
-77.5,25.0,1.079744555524168
-77.5,27.5,1.1133714244236914
-77.5,30.0,1.1376261609391347
-77.5,32.5,1.1886230360144423
-77.5,35.0,1.2539592164090188
-77.5,37.5,1.3034828620629642
-77.5,40.0,1.3402851413651597
-77.5,42.5,1.3344247730459864
-77.5,45.0,1.3004324187284102
-77.5,47.5,1.2383900947324462
-77.5,50.0,1.1607422006622945
-77.5,52.5,1.119429986220121
-77.5,55.0,1.0834511341811655
-77.5,57.5,1.041245041811735
-77.5,60.0,1.0065204684766638
-77.5,62.5,0.9689422270672355
-77.5,65.0,0.9149091474663965
-77.5,67.5,0.8735253333371197
-77.5,70.0,0.8345060594627773
-77.5,72.5,0.7841742351399744
-77.5,75.0,0.7550773515743078
-77.5,77.5,0.7372073950259794
-77.5,80.0,0.7315378847649578
-77.5,82.5,0.741928917006505
-77.5,85.0,0.7686987130903397
-77.5,87.5,0.8229552080253663
-77.5,90.0,0.8900990134926697
-77.5,92.5,0.9532197610982053
-77.5,95.0,1.066873354525649
-77.5,97.5,1.1170185333562899
-77.5,100.0,1.1302171307433213
-77.5,102.5,1.0972506002916265
-77.5,105.0,1.087261827837084
-77.5,107.5,1.1058032152344273
-77.5,110.0,1.1366107337427822
-77.5,112.5,1.164457446085158
-77.5,115.0,1.182914255776401
-77.5,117.5,1.192916080595159
-77.5,120.0,1.2003497443770803
-77.5,122.5,1.1865802471924791
-77.5,125.0,1.159399682990474
-77.5,127.5,1.142293917816994
-77.5,130.0,1.1339805209181553
-77.5,132.5,1.127603934846365
-77.5,135.0,1.1296787031310693
-77.5,137.5,1.1282175205895753
-77.5,140.0,1.1246326785198797
-77.5,142.5,1.1202245088684086
-77.5,145.0,1.1053486565373982
-77.5,147.5,1.0767996023776856
-77.5,150.0,1.043224068157152
-77.5,152.5,0.9997234199414905
-77.5,155.0,0.9386394420188695
-77.5,157.5,0.8846046895478715
-77.5,160.0,0.8264501586858676
-77.5,162.5,0.7549391594889653
-77.5,165.0,0.7517169849923351
-77.5,167.5,0.7271361363696844
-77.5,170.0,0.699749793305705
-77.5,172.5,0.6988762168157405
-77.5,175.0,0.7113291127475336
-77.5,177.5,0.738853604065693
-77.5,180.0,0.7549764513969421
-75.0,-177.5,0.7947181711669926
-75.0,-175.0,0.8326485105804049
-75.0,-172.5,0.8524406976477066
-75.0,-170.0,0.8542868426421506
-75.0,-167.5,0.8267559397861859
-75.0,-165.0,0.7928765672327699
-75.0,-162.5,0.7514042906611301
-75.0,-160.0,0.6950112036613091
-75.0,-157.5,0.6571602046884609
-75.0,-155.0,0.6276046769167425
-75.0,-152.5,0.6088330262218382
-75.0,-150.0,0.6060242320258438
-75.0,-147.5,0.6017013918485243
-75.0,-145.0,0.6085936550265794
-75.0,-142.5,0.6162395313076457
-75.0,-140.0,0.6174433509623942
-75.0,-137.5,0.6096272033814327
-75.0,-135.0,0.6265834517753046
-75.0,-132.5,0.6437936039158949
-75.0,-130.0,0.6544964615609765
-75.0,-127.5,0.6577892784803827
-75.0,-125.0,0.6657126189639628
-75.0,-122.5,0.6601385952975736
-75.0,-120.0,0.6519835781995108
-75.0,-117.5,0.6469098170171071
-75.0,-115.0,0.640537124252852
-75.0,-112.5,0.6436052345263754
-75.0,-110.0,0.6428032868495865
-75.0,-107.5,0.6467763565340677
-75.0,-105.0,0.6452554626421715
-75.0,-102.5,0.6440234859851464
-75.0,-100.0,0.6542924521616275
-75.0,-97.5,0.6592744667705102
-75.0,-95.0,0.6777131826317345
-75.0,-92.5,0.709916881658089
-75.0,-90.0,0.7409710504077833
-75.0,-87.5,0.7655625291492458
-75.0,-85.0,0.7921490162739876
-75.0,-82.5,0.8102869405056257
-75.0,-80.0,0.838195185510381
