tfp,gr_tfp,lab,gr_lab,sigma,theta1,Eland,Fex,beta_hat
21.238678,0.012507478,11331.186,0.00039927094,0.05131479,0.005987226,0.16838548,1.0,0.97997415
21.424976,0.012445095,11335.65,0.0003885595,0.050443258,0.005856184,0.16455674,1.0,0.97999114
21.611963,0.012383027,11339.996,0.00037813955,0.04958572,0.005727918,0.16081522,1.0,0.9800083
21.799639,0.012321267,11344.228,0.0003680028,0.04874196,0.005602369,0.15715867,1.0,0.9800256
21.988003,0.012259813,11348.347,0.0003581412,0.047911685,0.0054794713,0.15358528,1.0,0.98004305
22.177038,0.012198666,11352.357,0.0003485472,0.04709471,0.0053591733,0.15009306,1.0,0.98006064
22.366749,0.012137824,11356.262,0.00033921338,0.046290897,0.0052414294,0.14668028,1.0,0.9800783
22.557114,0.012077287,11360.0625,0.00033013264,0.045500074,0.005126192,0.14334513,1.0,0.9800961
22.748146,0.012017051,11363.763,0.00032129782,0.044721942,0.0050133946,0.14008576,1.0,0.98011404
22.939829,0.011957115,11367.365,0.0003127022,0.043956324,0.004902991,0.13690053,1.0,0.98013204
23.132162,0.011897477,11370.873,0.00030433922,0.043203108,0.004794941,0.13378775,1.0,0.98015016
23.32513,0.011838139,11374.287,0.00029620226,0.042462107,0.004689195,0.13074575,1.0,0.9801683
23.518734,0.011779096,11377.612,0.00028828523,0.04173306,0.0045856987,0.12777293,1.0,0.9801866
23.712969,0.011720347,11380.849,0.00028058203,0.041015785,0.0044844053,0.1248677,1.0,0.98020494
23.907825,0.011661892,11383.999,0.00027308657,0.040310178,0.0043852776,0.12202846,1.0,0.9802234
24.10331,0.011603726,11387.066,0.00026579338,0.039615996,0.004288263,0.119253844,1.0,0.98024195
24.299393,0.011545853,11390.053,0.00025869688,0.038933057,0.0041933185,0.1165423,1.0,0.9802605
24.496078,0.011488269,11392.961,0.0002517917,0.038261343,0.004100418,0.11389247,1.0,0.98027915
24.693369,0.011430971,11395.791,0.00024507244,0.037600458,0.0040094946,0.11130284,1.0,0.9802978
24.891253,0.0113739595,11398.547,0.00023853406,0.0369504,0.0039205244,0.108772084,1.0,0.9803165
25.089731,0.01131723,11401.2295,0.00023217141,0.036310907,0.0038334571,0.106298804,1.0,0.98033535
25.28879,0.011260783,11403.842,0.00022598001,0.035681847,0.0037482565,0.103881784,1.0,0.9803542
25.48841,0.011204619,11406.385,0.00021995502,0.03506311,0.0036648896,0.10151975,1.0,0.980373
25.68861,0.011148737,11408.86,0.00021409203,0.034454476,0.0035833125,0.09921144,1.0,0.980392
25.889368,0.011093131,11411.2705,0.00020838645,0.03385585,0.0035034928,0.09695557,1.0,0.98041093
26.090683,0.011037804,11413.617,0.00020283418,0.03326702,0.003425389,0.094751045,1.0,0.9804298
26.292553,0.010982752,11415.901,0.00019743083,0.03268785,0.003348967,0.09259662,1.0,0.98044884
26.494951,0.010927975,11418.125,0.00019217249,0.032118235,0.0032741965,0.0904912,1.0,0.98046786
26.6979,0.0108734695,11420.29,0.00018705508,0.03155791,0.0032010295,0.08843359,1.0,0.98048687
26.901373,0.01081924,11422.398,0.00018207505,0.03100692,0.003129455,0.08642285,1.0,0.98050594
27.10538,0.010765276,11424.45,0.0001772282,0.030464934,0.0030594177,0.084457725,1.0,0.980525
27.309898,0.010711582,11426.448,0.00017251131,0.029931882,0.0029908943,0.08253734,1.0,0.98054403
27.514933,0.010658157,11428.393,0.00016792063,0.029407687,0.0029238586,0.080660604,1.0,0.98056316
27.720465,0.010604999,11430.287,0.0001634532,0.028892193,0.0028582783,0.0788266,1.0,0.9805822
27.926493,0.010552106,11432.13,0.00015910508,0.028385162,0.0027941125,0.07703426,1.0,0.98060125
28.133024,0.010499476,11433.925,0.00015487334,0.02788653,0.0027313381,0.075282656,1.0,0.9806204
28.340033,0.010447111,11435.672,0.00015075487,0.027396264,0.0026699363,0.073570944,1.0,0.9806394
28.547516,0.010395005,11437.373,0.00014674646,0.02691407,0.0026098613,0.071898125,1.0,0.9806585
28.755482,0.0103431605,11439.029,0.00014284509,0.02643989,0.0025510928,0.07026331,1.0,0.98067755
28.963905,0.010291574,11440.642,0.00013904813,0.025973639,0.0024936064,0.0686657,1.0,0.9806966
29.172798,0.010240243,11442.211,0.00013535249,0.025515104,0.0024373673,0.06710439,1.0,0.9807156
29.38214,0.010189169,11443.74,0.0001317556,0.025064252,0.0023823571,0.06557857,1.0,0.98073465
29.59193,0.010138351,11445.228,0.00012825482,0.024620922,0.0023285467,0.06408751,1.0,0.98075366
29.802162,0.010087784,11446.676,0.00012484736,0.024184998,0.002275911,0.06263029,1.0,0.9807726
30.012825,0.010037472,11448.086,0.000121530895,0.023756398,0.0022244274,0.061206214,1.0,0.9807915
30.223911,0.00998741,11449.459,0.00011830303,0.023334974,0.00217407,0.059814584,1.0,0.98081046
30.435429,0.0099375965,11450.795,0.00011516111,0.02292057,0.0021248101,0.058454506,1.0,0.9808294
30.647345,0.009888033,11452.097,0.00011210307,0.022513159,0.0020766328,0.057125404,1.0,0.98084825
30.859682,0.009838715,11453.363,0.00010912647,0.02211258,0.0020295097,0.055826504,1.0,0.98086715
31.07242,0.009789645,11454.597,0.000106229316,0.021718746,0.0019834216,0.054557145,1.0,0.9808859
31.285545,0.009740818,11455.797,0.00010340927,0.021331532,0.0019383439,0.05331663,1.0,0.9809047
31.499062,0.009692236,11456.966,0.00010066443,0.020950846,0.001894257,0.05210434,1.0,0.9809235
31.712963,0.009643895,11458.104,9.79927e-05,0.02057658,0.0018511389,0.050919607,1.0,0.9809422
31.927238,0.009595795,11459.212,9.539209e-05,0.020208633,0.0018089695,0.0497618,1.0,0.98096085
32.141884,0.009547935,11460.291,9.2860784e-05,0.019846903,0.0017677286,0.048630323,1.0,0.9809795
32.356884,0.009500314,11461.341,9.0396825e-05,0.019491334,0.0017273996,0.047524583,1.0,0.9809981
32.572235,0.009452932,11462.363,8.799859e-05,0.01914175,0.0016879576,0.04644402,1.0,0.9810167
32.78795,0.009405784,11463.358,8.5664054e-05,0.018798096,0.0016493856,0.045387972,1.0,0.98103523
33.004,0.009358872,11464.327,8.339165e-05,0.018460313,0.0016116692,0.044355948,1.0,0.9810537
33.22038,0.009312194,11465.2705,8.1179736e-05,0.018128235,0.0015747835,0.043347377,1.0,0.9810721
33.437103,0.009265748,11466.189,7.9026635e-05,0.017801808,0.0015387142,0.04236175,1.0,0.98109055
33.654137,0.009219535,11467.083,7.6930875e-05,0.017480977,0.0015034468,0.041398562,1.0,0.98110884
33.871475,0.009173553,11467.953,7.4890886e-05,0.017165584,0.0014689587,0.04045729,1.0,0.98112714
34.089134,0.0091278,11468.801,7.29051e-05,0.016855609,0.001435238,0.0395374,1.0,0.9811454
34.307083,0.009082276,11469.626,7.097211e-05,0.016550897,0.0014022634,0.038638424,1.0,0.9811636
34.52535,0.009036979,11470.43,6.909047e-05,0.016251402,0.0013700217,0.037759893,1.0,0.98118174
34.743904,0.0089919055,11471.211,6.725884e-05,0.015957035,0.0013384967,0.0369013,1.0,0.9811999
34.962738,0.008947057,11471.973,6.5475826e-05,0.015667712,0.0013076729,0.03606223,1.0,0.9812179
35.18185,0.0089024315,11472.714,6.374022e-05,0.015383362,0.0012775363,0.03524224,1.0,0.9812359
35.401222,0.008858032,11473.436,6.205079e-05,0.015103868,0.0012480695,0.034440942,1.0,0.98125386
35.62086,0.0088138515,11474.138,6.0406233e-05,0.014829215,0.0012192626,0.033657834,1.0,0.9812718
35.840767,0.008769891,11474.822,5.880528e-05,0.014559289,0.0011910987,0.032892514,1.0,0.9812896
36.06091,0.008726152,11475.487,5.7246925e-05,0.014293993,0.0011635624,0.03214463,1.0,0.9813074
36.281303,0.00868263,11476.136,5.5729954e-05,0.014033301,0.0011366442,0.031413745,1.0,0.9813251
36.50193,0.008639326,11476.767,5.4253258e-05,0.013777088,0.0011103264,0.030699482,1.0,0.9813428
36.72278,0.008596239,11477.381,5.28158e-05,0.013525306,0.0010845982,0.030001473,1.0,0.9813604
36.94388,0.008553363,11477.9795,5.1416428e-05,0.013277887,0.0010594471,0.029319307,1.0,0.981378
37.16517,0.008510704,11478.562,5.0054266e-05,0.013034758,0.0010348605,0.028652666,1.0,0.9813955
37.386696,0.008468255,11479.129,4.8728165e-05,0.0127958255,0.0010108242,0.02800116,1.0,0.98141295
