foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
7.322e-04,2.374e-03,1.042e-03,1.538e-03,1.529e-03,1.310e-04,4.371e-06,4.840e-04,1.673e-04
5.701e-04,2.692e-03,9.907e-04,1.530e-03,1.229e-03,7.913e-05,1.250e-06,4.986e-04,1.006e-04
4.797e-04,2.918e-03,9.780e-04,1.558e-03,9.931e-04,2.061e-04,6.240e-06,5.097e-04,8.398e-05
4.014e-04,3.019e-03,9.919e-04,1.583e-03,8.086e-04,3.002e-04,1.717e-05,5.125e-04,8.102e-05
3.194e-04,3.027e-03,1.023e-03,1.615e-03,7.321e-04,3.214e-04,1.128e-05,5.080e-04,9.364e-05
1.819e-04,2.806e-03,1.062e-03,1.582e-03,6.393e-04,3.633e-04,2.876e-05,4.990e-04,9.331e-05
4.923e-05,2.576e-03,1.114e-03,1.511e-03,5.014e-04,4.442e-04,2.943e-05,4.963e-04,8.078e-05
6.568e-05,2.546e-03,1.181e-03,1.518e-03,4.414e-04,4.707e-04,1.162e-05,4.864e-04,9.912e-05
8.762e-05,2.503e-03,1.245e-03,1.508e-03,4.277e-04,4.844e-04,4.642e-06,4.707e-04,1.201e-04
8.702e-05,2.463e-03,1.305e-03,1.464e-03,4.377e-04,5.201e-04,1.222e-05,4.594e-04,1.240e-04
1.233e-04,2.488e-03,1.358e-03,1.414e-03,4.827e-04,5.397e-04,2.195e-05,4.431e-04,1.381e-04
1.943e-04,2.564e-03,1.403e-03,1.370e-03,5.782e-04,5.318e-04,3.420e-05,4.349e-04,1.801e-04
2.815e-04,2.677e-03,1.444e-03,1.332e-03,7.457e-04,5.033e-04,5.016e-05,4.412e-04,2.615e-04
3.716e-04,2.840e-03,1.485e-03,1.234e-03,9.227e-04,4.941e-04,6.000e-05,4.198e-04,2.949e-04
2.525e-04,3.042e-03,1.518e-03,8.725e-04,8.123e-04,3.520e-04,1.593e-05,4.297e-04,2.710e-04
2.569e-04,2.887e-03,1.536e-03,7.882e-04,7.161e-04,3.085e-04,1.301e-05,3.879e-04,2.481e-04
2.943e-04,2.694e-03,1.546e-03,7.695e-04,6.361e-04,2.820e-04,2.167e-05,3.399e-04,2.379e-04
3.415e-04,2.567e-03,1.549e-03,7.459e-04,5.709e-04,2.581e-04,2.893e-05,2.988e-04,2.300e-04
3.970e-04,2.501e-03,1.546e-03,7.182e-04,5.194e-04,2.356e-04,3.581e-05,2.623e-04,2.245e-04
