lat,lon,tas,pattern,beta,tas_new,damages,Region
-55.0,-77.5,5.7728230010009725,0.27870981476384055,0.27870981476384055,6.204823213884925,0.021754985799301352,SSA
-55.0,-75.0,5.93855423610243,0.3386121375562945,0.3386121375562945,6.463403049314686,0.02548043667981692,SSA
-55.0,-72.5,5.78524207216319,0.3918545430800681,0.3918545430800681,6.392616613937296,0.030166246114263107,SSA
-55.0,-70.0,5.221614882802054,0.46181302776066246,0.46181302776066246,5.937425075831081,0.03899274801112518,SSA
-55.0,-67.5,5.421252864509089,0.47840003956196503,0.47840003956196503,6.162772925830135,0.03897281141283537,SSA
-55.0,-65.0,5.784975664262017,0.35635525041933863,0.35635525041933863,6.337326302411992,0.027535956165215536,SSA
-55.0,-62.5,5.342051451241575,0.3054714567992459,0.3054714567992459,5.8155322092804065,0.02562820101093366,SSA
-55.0,-60.0,5.094584537838401,0.2903454797335352,0.2903454797335352,5.54462003142538,0.025399698001669302,SSA
-55.0,-57.5,4.710180207251354,0.2838729456429445,0.2838729456429445,5.150183272997918,0.02637625380907349,SSA
-52.5,-77.5,7.002493511064465,0.3891770341389427,0.3891770341389427,7.605717913979826,0.023279564184088386,SSA
-52.5,-75.0,6.568585182228008,0.4248612620829367,0.4248612620829367,7.22712013845656,0.027881281015399217,SSA
-52.5,-72.5,5.469925956984108,0.5216494402524432,0.5216494402524432,6.278482589375395,0.04195725016180596,SSA
-52.5,-70.0,6.271569463612735,0.5526417539355175,0.5526417539355175,7.128164182212787,0.037978997293540484,SSA
-52.5,-67.5,7.251483734254888,0.4578400194975795,0.4578400194975795,7.961135764476136,0.02548489650338137,SSA
-52.5,-65.0,7.203404364929568,0.38222816343421573,0.38222816343421573,7.795858018252603,0.021806144296308005,SSA
-52.5,-62.5,6.862079562461882,0.3345134828156056,0.3345134828156056,7.380575460826071,0.020836807915166844,SSA
-52.5,-60.0,6.603118132599436,0.3269900335398955,0.3269900335398955,7.109952684586274,0.02158043119351838,SSA
-52.5,-57.5,6.2334031497262625,0.3136632425502923,0.3136632425502923,6.719581175679216,0.02236662149716495,SSA
-50.0,-77.5,8.316176901027076,0.4197706502001487,0.4197706502001487,8.966821408837307,0.017220676711347194,SSA
-50.0,-75.0,5.91116484417852,0.5077271725801434,0.5077271725801434,6.6981419616777425,0.03769754112768453,SSA
-50.0,-72.5,3.8352273425009713,0.609230046839744,0.609230046839744,4.779533915102574,0.0629466150085567,SSA
-50.0,-70.0,7.249394974723657,0.6409524744973792,0.6409524744973792,8.242871310194595,0.034578447622162,SSA
-50.0,-67.5,9.269694320811992,0.5488613199526505,0.5488613199526505,10.1204293667386,0.014430386882661628,SSA
-50.0,-65.0,8.707586714303838,0.47227084599852104,0.47227084599852104,9.439606525601546,0.016523436415935455,SSA
-50.0,-62.5,8.222326693418148,0.3822313318896021,0.3822313318896021,8.814785257847031,0.016328420479394312,SSA
-50.0,-60.0,7.6488026456590195,0.3492933114656473,0.3492933114656473,8.190207278430773,0.01784759184716256,SSA
-50.0,-57.5,7.12117457793631,0.3102719251264726,0.3102719251264726,7.602096061882342,0.018265836033413585,SSA
-47.5,-77.5,9.478640142504565,0.4042186847239963,0.4042186847239963,10.105179103826758,0.010060101400133803,SSA
-47.5,-75.0,6.780243536523679,0.5073956266153812,0.5073956266153812,7.56670675777752,0.031398993837815636,SSA
-47.5,-72.5,4.748054963153163,0.6385614751167027,0.6385614751167027,5.737825249584052,0.05742069747845768,SSA
-47.5,-70.0,8.097145405085055,0.6983536317427615,0.6983536317427615,9.179593534286335,0.028843206924985765,SSA
-47.5,-67.5,10.886055680564246,0.6605198305841458,0.6605198305841458,11.909861417969672,0.0018219745026275547,SSA
-47.5,-65.0,10.446186299753002,0.5336617628374157,0.5336617628374157,11.273362032150995,0.005338468496744797,SSA
-47.5,-62.5,9.710529589577312,0.43658370298908156,0.43658370298908156,10.387234329210388,0.009301282042757597,SSA
-47.5,-60.0,8.773514225199513,0.4086395357396682,0.4086395357396682,9.406905505595999,0.014186166323607807,SSA
-47.5,-57.5,8.349432527452715,0.4050749444821585,0.4050749444821585,8.97729869140006,0.01648839812086922,SSA
-45.0,-77.5,10.865800561145472,0.41901029242254045,0.41901029242254045,11.515266514400409,0.002263227269405199,SWS
-45.0,-75.0,10.030432770796345,0.45432108524960735,0.45432108524960735,10.734630452933237,0.007564060315134347,SWS
-45.0,-72.5,7.500279683995451,0.6487287403224001,0.6487287403224001,8.50580923149517,0.032627764409302706,SWS
-45.0,-70.0,8.976630842791822,0.7514035036732436,0.7514035036732436,10.14130627348535,0.02125182371682932,SSA
-45.0,-67.5,12.453854617093139,0.7149851955796734,0.7149851955796734,13.562081670241632,-0.009598589042541295,SSA
-45.0,-65.0,12.724181455944438,0.5900084322495976,0.5900084322495976,13.638694525931314,-0.008885962717780527,SSA
-45.0,-62.5,11.456424614967142,0.5440142501441086,0.5440142501441086,12.299646702690511,-0.0015090217397139005,SSA
-45.0,-60.0,9.97005961781759,0.6859745635046242,0.6859745635046242,11.033320191249757,0.010298490562926865,SSA
-45.0,-57.5,9.655265936107135,0.9061470539278187,0.9061470539278187,11.059793869695254,0.015461311472743766,SSA
-42.5,-77.5,11.715096596437164,0.4060975568153327,0.4060975568153327,12.344547809500929,-0.0017243942270838142,SWS
-42.5,-75.0,11.579567187421032,0.4237198000502823,0.4237198000502823,12.23633287749897,-0.001312029582131835,SWS
-42.5,-72.5,8.713188905137315,0.6814454272619064,0.6814454272619064,9.76942931739327,0.02231136354324703,SWS
-42.5,-70.0,8.40368025204842,0.8376505625265276,0.8376505625265276,9.702038623964539,0.029740636308234203,SSA
