lat,lon,tas,pattern,beta,tas_new,damages,Region
-55.0,-77.5,5.7728230010009725,0.4880961739465758,0.4880961739465758,6.529372070618165,0.0372810258394185,SSA
-55.0,-75.0,5.93855423610243,0.4675990045070648,0.4675990045070648,6.66333269308838,0.03469183534370268,SSA
-55.0,-72.5,5.78524207216319,0.4493467147815123,0.4493467147815123,6.481729480074534,0.0343836577572052,SSA
-55.0,-70.0,5.221614882802054,0.4922227785833889,0.4922227785833889,5.984560189606307,0.041447497227254715,SSA
-55.0,-67.5,5.421252864509089,0.49793297052383423,0.49793297052383423,6.193048968821032,0.040488353376247455,SSA
-55.0,-65.0,5.784975664262017,0.47567989526527876,0.47567989526527876,6.522279501923199,0.03629855947465965,SSA
-55.0,-62.5,5.342051451241575,0.48395783026722883,0.48395783026722883,6.0921860881557794,0.03995092357677721,SSA
-55.0,-60.0,5.094584537838401,0.5002104043960571,0.5002104043960571,5.86991066465229,0.0429970812346665,SSA
-55.0,-57.5,4.710180207251354,0.5114077906498227,0.5114077906498227,5.50286228275858,0.046728175022672014,SSA
-52.5,-77.5,7.002493511064465,0.45567702678129335,0.45567702678129335,7.708792902575469,0.026978794186107713,SSA
-52.5,-75.0,6.568585182228008,0.45709019899368286,0.45709019899368286,7.277074990668217,0.029865840419028844,SSA
-52.5,-72.5,5.469925956984108,0.5158956242536856,0.5158956242536856,6.2695641745773205,0.04151786637816479,SSA
-52.5,-70.0,6.271569463612735,0.5769608448955882,0.5769608448955882,7.165858773200897,0.0395274406382895,SSA
-52.5,-67.5,7.251483734254888,0.5633341670036316,0.5633341670036316,8.124651693110517,0.03079337519148706,SSA
-52.5,-65.0,7.203404364929568,0.4963232081421988,0.4963232081421988,7.972705337549977,0.027784696725233538,SSA
-52.5,-62.5,6.862079562461882,0.503804531477636,0.503804531477636,7.642976586252217,0.03060775896821144,SSA
-52.5,-60.0,6.603118132599436,0.5321307182312012,0.5321307182312012,7.427920745857797,0.03415088844114389,SSA
-52.5,-57.5,6.2334031497262625,0.5206775991377985,0.5206775991377985,7.04045342838985,0.036210545673295735,SSA
-50.0,-77.5,8.316176901027076,0.4740855598538961,0.4740855598538961,9.051009518800615,0.01918927591896491,SSA
-50.0,-75.0,5.91116484417852,0.51760333776474,0.51760333776474,6.713450017713868,0.03838820575059243,SSA
-50.0,-72.5,3.8352273425009713,0.7159836620897596,0.7159836620897596,4.945002018740098,0.07351085184088291,SSA
-50.0,-70.0,7.249394974723657,0.6756115430961103,0.6756115430961103,8.296592866522628,0.03622242581161572,SSA
-50.0,-67.5,9.269694320811992,0.5888423323631287,0.5888423323631287,10.182399935974841,0.0152332202155816,SSA
-50.0,-65.0,8.707586714303838,0.5604359832330597,0.5604359832330597,9.57626248831508,0.019098262716242598,SSA
-50.0,-62.5,8.222326693418148,0.5675817940361897,0.5675817940361897,9.102078474174242,0.023188447281671687,SSA
-50.0,-60.0,7.6488026456590195,0.534366250038147,0.534366250038147,8.477070333218148,0.026346314966453788,SSA
-50.0,-57.5,7.12117457793631,0.5106198762995883,0.5106198762995883,7.912635386200672,0.029111721415631342,SSA
-47.5,-77.5,9.478640142504565,0.47497905918264605,0.47497905918264605,10.214857684237666,0.011466778973594494,SSA
-47.5,-75.0,6.780243536523679,0.525489866733551,0.525489866733551,7.594752829960683,0.032431900574495964,SSA
-47.5,-72.5,4.748054963153163,0.6833134018455974,0.6833134018455974,5.807190736013839,0.06122205336984132,SSA
-47.5,-70.0,8.097145405085055,0.6615569235547837,0.6615569235547837,9.122558636594968,0.02757082003592326,SSA
-47.5,-67.5,10.886055680564246,0.6610146760940552,0.6610146760940552,11.91062842851003,0.0018204276775148909,SSA
-47.5,-65.0,10.446186299753002,0.6051867312207142,0.6051867312207142,11.384225733145108,0.005588735865602379,SSA
-47.5,-62.5,9.710529589577312,0.6198526706252316,0.6198526706252316,10.67130122904642,0.01199709109373237,SSA
-47.5,-60.0,8.773514225199513,0.5285678505897522,0.5285678505897522,9.592794393613628,0.01769581507933804,SSA
-47.5,-57.5,8.349432527452715,0.5290116093083275,0.5290116093083275,9.169400521880622,0.020869972321716945,SSA
-45.0,-77.5,10.865800561145472,0.47819697802659694,0.47819697802659694,11.607005877086698,0.002279768107112723,SWS
-45.0,-75.0,10.030432770796345,0.47460246086120605,0.47460246086120605,10.766066585131215,0.007798937958997998,SWS
-45.0,-72.5,7.500279683995451,0.5952789589093208,0.5952789589093208,8.422962070304898,0.030250417112720474,SWS
-45.0,-70.0,8.976630842791822,0.6966245732564387,0.6966245732564387,10.056398931339302,0.020104817177759138,SSA
-45.0,-67.5,12.453854617093139,0.7102510333061218,0.7102510333061218,13.554743718717628,-0.009510963184309662,SSA
