Region,0
ARP,1.294477809809683
CAF,1.0962213560930976
CAR,0.8245872158480789
CAU,1.1843044227622699
CNA,1.2478484061866693
EAN,1.3125123318102727
EAS,1.1996289553931994
EAU,1.0832242037638313
ECA,1.3079834862427306
EEU,1.428029475417604
ENA,1.267236672834229
ESAF,1.424578053747714
ESB,1.3198148008418484
GIC,1.6532298486872592
MDG,0.8762363394898944
MED,1.0753802553641427
NAU,0.9561327535966891
NCA,1.050977832393906
NEAF,1.118873359435186
NEN,2.000044500855678
NES,1.1205600308859092
NEU,1.54195198575448
NSA,1.0568487405381843
NWN,1.5325453413444632
NWS,1.0600990303050575
NZ,0.803447147637839
RAR,1.9202498421916603
RAR*,2.1700004361056457
RFE,1.4592611018812254
SAH,1.279870083295927
SAM,1.2562603079339394
SAS,1.1134989416006793
SAU,0.9571890934090717
SCA,0.9891293830029136
SEA,0.8401581708128907
SEAF,1.144572738292777
SES,0.6239333942415661
SSA,0.7703574363065101
SWS,0.9105605509311692
TIB,1.7269243099431761
WAF,1.016918211174532
WAN,0.8599535964381778
WCA,1.330688005189646
WCE,1.2730536244220292
WNA,1.1041833323156105
WSAF,1.3478942383211632
WSB,1.2828118399527333
