foc_kplus,foc_lambd,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_TOCplus
4.436e-03,3.133e-03,1.517e-03,1.816e-03,1.281e-03,1.318e-04,1.153e-04
3.214e-03,2.043e-03,1.100e-03,1.285e-03,6.202e-04,5.986e-05,6.709e-05
2.302e-03,1.180e-03,7.064e-04,1.044e-03,4.348e-04,6.804e-05,4.271e-05
1.573e-03,7.129e-04,4.686e-04,6.857e-04,5.668e-05,4.159e-05,1.159e-05
9.952e-04,3.905e-04,2.900e-04,4.156e-04,4.358e-04,3.680e-05,3.679e-05
5.450e-04,1.884e-04,1.490e-04,2.267e-04,7.120e-04,3.419e-05,5.466e-05
1.996e-04,9.489e-05,3.666e-05,1.011e-04,9.040e-04,3.114e-05,6.460e-05
6.175e-05,8.726e-05,4.967e-05,2.450e-05,1.032e-03,2.872e-05,6.874e-05
2.546e-04,1.462e-04,1.175e-04,1.669e-05,1.109e-03,2.608e-05,6.752e-05
3.943e-04,2.553e-04,1.690e-04,3.099e-05,1.146e-03,2.314e-05,6.177e-05
4.907e-04,3.970e-04,2.090e-04,2.956e-05,1.157e-03,2.154e-05,5.211e-05
5.543e-04,5.593e-04,2.375e-04,8.881e-06,1.139e-03,1.834e-05,3.996e-05
5.904e-04,7.348e-04,2.591e-04,1.991e-05,1.107e-03,1.613e-05,2.584e-05
6.080e-04,9.098e-04,2.744e-04,5.174e-05,1.065e-03,1.355e-05,9.984e-06
6.089e-04,1.084e-03,2.850e-04,8.696e-05,1.013e-03,1.237e-05,6.124e-06
6.002e-04,1.246e-03,2.916e-04,1.236e-04,9.566e-04,9.738e-06,2.231e-05
5.827e-04,1.399e-03,2.961e-04,1.585e-04,8.960e-04,7.782e-06,3.786e-05
5.739e-04,1.535e-03,3.185e-04,1.471e-04,8.198e-04,2.025e-05,1.113e-05
5.449e-04,1.651e-03,3.101e-04,1.639e-04,7.588e-04,1.749e-05,3.397e-06
5.141e-04,1.748e-03,3.002e-04,1.787e-04,6.987e-04,1.527e-05,1.857e-05
4.821e-04,1.827e-03,2.896e-04,1.910e-04,6.396e-04,1.378e-05,3.237e-05
4.508e-04,1.885e-03,2.783e-04,1.994e-04,5.813e-04,1.139e-05,4.452e-05
4.199e-04,1.927e-03,2.655e-04,2.061e-04,5.273e-04,9.433e-06,5.706e-05
3.902e-04,1.948e-03,2.526e-04,2.088e-04,4.731e-04,6.760e-06,6.828e-05
3.620e-04,1.952e-03,2.400e-04,2.096e-04,4.225e-04,5.138e-06,7.850e-05
3.372e-04,1.936e-03,2.255e-04,2.075e-04,3.738e-04,3.852e-06,8.777e-05
3.136e-04,1.903e-03,2.123e-04,2.013e-04,3.298e-04,1.567e-06,9.570e-05
2.925e-04,1.854e-03,1.974e-04,1.948e-04,2.856e-04,4.948e-07,1.037e-04
2.754e-04,1.788e-03,1.835e-04,1.847e-04,2.455e-04,1.317e-06,1.103e-04
2.598e-04,1.705e-03,1.686e-04,1.727e-04,2.070e-04,3.991e-06,1.160e-04
2.476e-04,1.610e-03,1.538e-04,1.591e-04,1.711e-04,5.122e-06,1.207e-04
2.286e-04,1.500e-03,1.618e-04,1.462e-04,9.841e-05,1.292e-05,1.274e-04
2.007e-04,1.395e-03,1.326e-04,1.221e-04,5.138e-05,2.944e-05,1.449e-04
1.708e-04,1.328e-03,9.068e-05,1.302e-04,2.944e-05,3.154e-06,1.329e-04
1.378e-04,1.289e-03,6.159e-05,1.507e-04,4.351e-06,1.674e-06,1.266e-04
1.044e-04,1.267e-03,5.367e-05,1.655e-04,3.445e-05,7.526e-06,1.262e-04
6.831e-05,1.240e-03,5.054e-05,1.337e-04,3.427e-05,8.363e-06,1.027e-04
2.885e-05,1.244e-03,4.321e-05,1.200e-04,5.054e-05,9.360e-06,9.564e-05
7.510e-06,1.255e-03,3.464e-05,1.230e-04,8.416e-05,1.178e-05,1.033e-04
3.803e-05,1.251e-03,2.721e-05,1.217e-04,1.126e-04,1.281e-05,1.085e-04
6.199e-05,1.232e-03,2.022e-05,1.185e-04,1.392e-04,1.427e-05,1.141e-04
8.190e-05,1.201e-03,1.369e-05,1.136e-04,1.620e-04,1.533e-05,1.178e-04
9.799e-05,1.160e-03,7.708e-06,1.072e-04,1.811e-04,1.639e-05,1.211e-04
1.104e-04,1.109e-03,2.101e-06,9.966e-05,2.003e-04,1.755e-05,1.232e-04
1.196e-04,1.051e-03,3.219e-06,9.221e-05,2.171e-04,1.888e-05,1.257e-04
1.255e-04,9.823e-04,7.920e-06,8.261e-05,2.310e-04,1.893e-05,1.260e-04
1.287e-04,9.091e-04,1.342e-05,7.415e-05,2.447e-04,2.056e-05,1.273e-04
1.296e-04,8.276e-04,1.809e-05,6.491e-05,2.571e-04,2.144e-05,1.273e-04
1.339e-04,7.396e-04,2.501e-05,3.034e-05,2.294e-04,1.423e-05,9.921e-05
1.506e-04,7.339e-04,3.146e-05,9.298e-06,2.321e-04,1.292e-06,7.886e-05
1.948e-04,8.080e-04,3.511e-05,2.760e-05,2.585e-04,3.748e-06,8.669e-05
2.303e-04,8.638e-04,3.655e-05,4.286e-05,2.811e-04,5.079e-06,9.480e-05
2.580e-04,9.029e-04,3.640e-05,5.323e-05,2.973e-04,5.896e-06,9.978e-05
2.799e-04,9.296e-04,3.619e-05,6.247e-05,3.127e-04,7.788e-06,1.045e-04
2.967e-04,9.458e-04,3.485e-05,6.998e-05,3.237e-04,8.448e-06,1.075e-04
3.104e-04,9.556e-04,3.339e-05,7.665e-05,3.332e-04,9.740e-06,1.102e-04
3.213e-04,9.582e-04,3.114e-05,8.351e-05,3.414e-04,1.017e-05,1.134e-04
3.239e-04,9.549e-04,2.548e-05,9.072e-05,3.486e-04,1.073e-05,1.145e-04
3.321e-04,9.682e-04,2.164e-05,1.001e-04,3.607e-04,1.196e-05,1.163e-04
3.479e-04,9.930e-04,2.051e-05,1.079e-04,3.681e-04,1.120e-05,1.190e-04
3.583e-04,1.011e-03,1.788e-05,1.155e-04,3.747e-04,1.283e-05,1.202e-04
3.668e-04,1.023e-03,1.435e-05,1.224e-04,3.762e-04,1.592e-05,1.216e-04
3.719e-04,1.031e-03,9.239e-06,1.289e-04,3.585e-04,2.758e-05,1.141e-04
3.793e-04,1.049e-03,6.057e-06,1.322e-04,3.651e-04,2.794e-05,1.153e-04
3.846e-04,1.061e-03,3.666e-06,1.361e-04,3.685e-04,2.825e-05,1.163e-04
3.858e-04,1.069e-03,1.118e-07,1.392e-04,3.724e-04,2.942e-05,1.160e-04
3.860e-04,1.073e-03,3.427e-06,1.432e-04,3.749e-04,2.953e-05,1.175e-04
3.841e-04,1.073e-03,7.749e-06,1.468e-04,3.767e-04,2.994e-05,1.168e-04
3.794e-04,1.070e-03,1.212e-05,1.514e-04,3.783e-04,2.940e-05,1.178e-04
3.736e-04,1.065e-03,1.655e-05,1.560e-04,3.775e-04,3.066e-05,1.169e-04
3.672e-04,1.059e-03,2.141e-05,1.622e-04,3.781e-04,3.021e-05,1.171e-04
3.580e-04,1.048e-03,2.685e-05,1.686e-04,3.781e-04,3.109e-05,1.170e-04
3.482e-04,1.037e-03,3.199e-05,1.760e-04,3.769e-04,3.071e-05,1.173e-04
