kplusy,lambd_haty,muy,nuAT_haty,nuUO_haty,nuLO_haty,nuLF_haty,etaAT_haty,etaOC_haty
228.44167,0.9835705,0.10721354,0.9166567,-0.4278414,-0.0010516904,-0.8189906,-0.03710879,-0.21183635
234.17783,0.9903043,0.11343668,0.9126576,-0.42485136,-0.0010426436,-0.8149708,-0.03719597,-0.2118553
240.29059,0.996059,0.119282976,0.90927875,-0.422468,-0.001031559,-0.81173056,-0.03730813,-0.21185476
246.77469,1.0009748,0.12476733,0.90658927,-0.4204624,-0.0010230504,-0.8090719,-0.037446648,-0.21193074
253.62129,1.0051062,0.12992424,0.9045139,-0.41877377,-0.0010157619,-0.8069215,-0.037617955,-0.21208969
260.81912,1.0085188,0.13478906,0.9029787,-0.4173499,-0.0010097884,-0.80521,-0.037824173,-0.21233228
268.35538,1.0112853,0.13939896,0.9019163,-0.41614977,-0.0010042861,-0.8038795,-0.038065296,-0.21265537
276.21738,1.0134788,0.14378934,0.90126485,-0.4151378,-0.0009998772,-0.8028759,-0.03834007,-0.21305409
284.39218,1.0151706,0.14799431,0.9009687,-0.41428375,-0.0009954497,-0.8021538,-0.03864627,-0.21352296
292.86722,1.0164278,0.15204497,0.90097916,-0.4135642,-0.0009918623,-0.80167264,-0.038982,-0.21405414
301.63104,1.0173111,0.15597022,0.90125346,-0.41295817,-0.000988204,-0.8013971,-0.039343406,-0.21464215
310.6727,1.0178766,0.15979654,0.90175354,-0.41244835,-0.0009851512,-0.80129856,-0.039728053,-0.21527961
319.98242,1.0181735,0.16354695,0.9024468,-0.41201976,-0.0009824559,-0.80135053,-0.040133603,-0.21596137
329.55167,1.0182459,0.16724269,0.9033054,-0.41166162,-0.0009797569,-0.80153096,-0.040557545,-0.21668182
339.3722,1.0181313,0.17090182,0.90430564,-0.4113635,-0.0009774324,-0.80182093,-0.040996633,-0.21743523
349.43762,1.0178626,0.1745406,0.9054259,-0.41111693,-0.00097561814,-0.8022056,-0.041449584,-0.21821766
359.7414,1.0174676,0.17817356,0.90664953,-0.41091484,-0.00097375177,-0.80267113,-0.041914187,-0.21902563
370.2821,1.0169935,0.18179563,0.9079884,-0.410783,-0.0009792615,-0.80323285,-0.042423733,-0.21988428
381.05588,1.0164412,0.18542579,0.9094147,-0.41069695,-0.0009872243,-0.8038673,-0.042953692,-0.22077274
392.0585,1.015817,0.18907997,0.91090643,-0.4106394,-0.0009944737,-0.8045527,-0.043488935,-0.2216752
403.28668,1.0151384,0.1927679,0.91245323,-0.41060692,-0.0010021646,-0.8052826,-0.04402762,-0.22258972
414.73706,1.014419,0.19649673,0.9140472,-0.41059622,-0.0010091551,-0.8060511,-0.044569246,-0.22351454
426.40775,1.0136702,0.20027333,0.91568154,-0.4106065,-0.0010164101,-0.8068538,-0.04511424,-0.22444859
438.29675,1.012902,0.20410393,0.91735005,-0.410635,-0.0010234285,-0.8076851,-0.045660984,-0.22538948
450.4027,1.0121218,0.2079934,0.91904813,-0.41068077,-0.0010304954,-0.80854243,-0.046210077,-0.22633675
462.72525,1.011337,0.21194656,0.9207713,-0.41074273,-0.0010379236,-0.8094231,-0.046760064,-0.22728938
475.2633,1.0105524,0.21596682,0.9225167,-0.41081935,-0.0010452531,-0.81032497,-0.047311854,-0.2282464
488.01666,1.0097717,0.22005796,0.924281,-0.4109101,-0.0010524355,-0.81124586,-0.04786428,-0.22920705
500.9858,1.0089993,0.22422326,0.9260612,-0.41101447,-0.0010599382,-0.812183,-0.0484171,-0.23017076
514.1704,1.0082386,0.22846514,0.927856,-0.41113162,-0.0010674242,-0.8131363,-0.048970394,-0.2311362
527.57086,1.0074905,0.23278645,0.92966354,-0.41126135,-0.0010748953,-0.8141044,-0.04952389,-0.23210336
541.1882,1.0067582,0.23718911,0.93148154,-0.41140357,-0.0010828637,-0.8150855,-0.050076995,-0.23307173
555.0178,1.0059865,0.24169658,0.93322355,-0.4116414,-0.001087606,-0.81614023,-0.050634302,-0.23399468
569.0598,1.0052217,0.24630043,0.93494487,-0.41191474,-0.001092162,-0.8172222,-0.051192258,-0.23490375
583.3161,1.0044814,0.25099638,0.93667006,-0.41219786,-0.0010963939,-0.81831324,-0.05174916,-0.2358119
597.7879,1.0037647,0.25578493,0.9383993,-0.41249096,-0.0011006631,-0.81941247,-0.052304648,-0.23671867
612.47687,1.0030719,0.26066667,0.940132,-0.4127936,-0.0011054538,-0.8205198,-0.05285925,-0.23762462
627.3847,1.0024023,0.26564273,0.9418681,-0.4131062,-0.0011097621,-0.8216359,-0.053411823,-0.23852876
642.5132,1.0017545,0.27071348,0.94360757,-0.41342816,-0.0011146441,-0.8227598,-0.053962797,-0.23943098
657.8602,1.0011032,0.27584016,0.94536066,-0.41376203,-0.0011170022,-0.8238949,-0.054500576,-0.2403273
673.4283,1.0004733,0.28105935,0.94711536,-0.4141043,-0.001119202,-0.82503706,-0.055034615,-0.24122077
689.23206,0.9999977,0.28640503,0.9489944,-0.41465357,-0.0011281632,-0.826437,-0.055477854,-0.24208806
705.273,0.9995392,0.2918401,0.9508888,-0.41522533,-0.0011375006,-0.8278631,-0.05591491,-0.2429518
721.5519,0.9990907,0.2973637,0.9527902,-0.41580805,-0.0011470262,-0.8292998,-0.056350138,-0.24381323
738.06995,0.9986529,0.30297667,0.9546989,-0.416401,-0.0011562556,-0.8307467,-0.056784198,-0.24467222
754.8277,0.998226,0.3086795,0.95661324,-0.41700456,-0.0011654291,-0.8322033,-0.05721635,-0.24552865
771.82623,0.9978103,0.3144728,0.9585326,-0.41761705,-0.0011745226,-0.83366907,-0.057646926,-0.2463809
789.06744,0.9974065,0.32035705,0.96045613,-0.41823927,-0.0011837669,-0.8351419,-0.05807497,-0.24723034
806.55225,0.99701405,0.3263318,0.9623841,-0.4188709,-0.0011925232,-0.8366231,-0.058501124,-0.24807562
824.282,0.9966327,0.3323976,0.96431553,-0.41951126,-0.0012013447,-0.83811164,-0.05892572,-0.24891725
842.25836,0.9962626,0.33855394,0.96624964,-0.42016017,-0.001210317,-0.83960676,-0.059347577,-0.24975489
860.48236,0.99590355,0.34480038,0.968187,-0.42081776,-0.0012189187,-0.8411091,-0.059766985,-0.25058743
878.95605,0.995555,0.35113728,0.97012633,-0.42148316,-0.0012271926,-0.842617,-0.06018445,-0.25141513
897.6805,0.99521685,0.35756275,0.97206837,-0.42215744,-0.0012357123,-0.8441317,-0.06059852,-0.25223842
916.6574,0.9948881,0.36407748,0.9740112,-0.42283893,-0.0012438595,-0.84565127,-0.061010294,-0.25305563
935.8887,0.99456954,0.37067953,0.9759562,-0.42352867,-0.0012521297,-0.84717727,-0.061419137,-0.25386804
955.3757,0.9942601,0.377368,0.97790205,-0.42422605,-0.0012601055,-0.84870803,-0.061825186,-0.25467426
975.1199,0.9939589,0.3841426,0.97984904,-0.42493084,-0.0012680702,-0.8502436,-0.062227927,-0.25547466
995.12354,0.99366605,0.3910015,0.9817969,-0.4256431,-0.001275437,-0.851785,-0.06262793,-0.25626928
1015.38806,0.9933806,0.39794368,0.9837451,-0.4263626,-0.0012827963,-0.85332984,-0.063024245,-0.257057
1035.9143,0.9931023,0.40496734,0.9856935,-0.4270894,-0.0012901593,-0.8548805,-0.063417375,-0.25783828
1056.7047,0.99283105,0.4120711,0.9876422,-0.42782304,-0.0012971517,-0.8564347,-0.06380703,-0.2586127
1077.7611,0.99256647,0.41925344,0.9895907,-0.4285637,-0.0013040584,-0.8579923,-0.06419309,-0.2593804
1099.0846,0.9923072,0.42651203,0.9915392,-0.4293112,-0.0013107378,-0.859555,-0.06457561,-0.26014084
1120.6768,0.9920536,0.4338457,0.9934869,-0.43006516,-0.0013170317,-0.86112064,-0.06495448,-0.26089394
1142.5402,0.99180436,0.44125214,0.9954337,-0.43082577,-0.0013234038,-0.8626902,-0.06532925,-0.2616395
1164.6754,0.99155974,0.4487287,0.9973801,-0.43159315,-0.0013292953,-0.8642633,-0.065700434,-0.26237753
1187.0845,0.9913193,0.4562744,0.9993254,-0.43236622,-0.0013352688,-0.8658387,-0.066067144,-0.263108
1209.7692,0.991082,0.46388575,1.0012691,-0.4331458,-0.0013406388,-0.867418,-0.06643006,-0.2638296
1232.7308,0.9908477,0.47156128,1.0032117,-0.43393114,-0.0013458561,-0.8689988,-0.066788815,-0.26454362
1255.9712,0.99061656,0.47929788,1.0051522,-0.43472266,-0.0013510026,-0.87058294,-0.06714366,-0.26524958
1279.4933,0.99038696,0.48709342,1.0070913,-0.4355192,-0.0013557188,-0.8721695,-0.06749369,-0.2659467
1303.2965,0.9901594,0.494945,1.0090284,-0.43632215,-0.0013602301,-0.8737583,-0.06783986,-0.2666352
1327.3839,0.9899333,0.50285,1.0109632,-0.4371305,-0.0013645589,-0.8753488,-0.06818109,-0.26731503
1351.7556,0.9897077,0.5108059,1.0128956,-0.4379437,-0.0013688281,-0.87694097,-0.068518,-0.26798594
1376.4138,0.98948276,0.5188091,1.0148257,-0.43876258,-0.0013724361,-0.87853485,-0.06885066,-0.26864824
1401.36,0.9892587,0.526857,1.016753,-0.439586,-0.0013761688,-0.8801303,-0.06917851,-0.26930064
1426.596,0.98903424,0.5349472,1.018677,-0.4404148,-0.0013794992,-0.8817266,-0.06950137,-0.26994473
1452.1237,0.98880965,0.54307616,1.0205979,-0.4412477,-0.0013826825,-0.88332385,-0.069819555,-0.270579
1477.944,0.98858374,0.5512406,1.0225161,-0.44208568,-0.0013855379,-0.8849226,-0.07013336,-0.27120423
1504.0038,0.98821104,0.56018996,1.0243354,-0.44283244,-0.001389144,-0.8864614,-0.070443645,-0.2717799
1530.3075,0.98785573,0.5692337,1.0261319,-0.44357383,-0.0013924204,-0.8879853,-0.07074816,-0.27234313
1556.8684,0.9875387,0.57834727,1.0279245,-0.4443328,-0.0013961699,-0.8895191,-0.07104334,-0.27290973
1583.7051,0.9872838,0.58753717,1.0297128,-0.44509515,-0.0014036186,-0.8910459,-0.07129011,-0.27341115
1610.7986,0.9870511,0.5968713,1.0314789,-0.44580388,-0.001411736,-0.8925337,-0.071479045,-0.273782
1638.1385,0.98680335,0.6062842,1.0332237,-0.44649246,-0.0014164206,-0.89400744,-0.071672246,-0.27414042
1665.7324,0.98657334,0.61573595,1.0349516,-0.44718254,-0.0014209859,-0.89547145,-0.07185956,-0.27448994
1693.5878,0.98635685,0.6252179,1.0366646,-0.4478754,-0.0014249608,-0.8969279,-0.07204137,-0.27483106
1721.7119,0.9861505,0.6347204,1.0383649,-0.44857132,-0.0014290735,-0.8983781,-0.072217636,-0.27516294
1750.1112,0.9859526,0.6442353,1.0400531,-0.4492711,-0.0014327932,-0.8998233,-0.072387844,-0.27548617
1778.7906,0.98575985,0.6537544,1.0417327,-0.44997597,-0.0014362503,-0.9012645,-0.07255217,-0.2758
1807.7559,0.9855703,0.6632703,1.0434033,-0.45068595,-0.0014397241,-0.9027037,-0.072710454,-0.27610523
1837.0127,0.98538256,0.67277586,1.0450662,-0.45140055,-0.0014433097,-0.9041394,-0.07286308,-0.2764008
1866.5643,0.9851948,0.68226385,1.0467231,-0.45212188,-0.0014465265,-0.9055748,-0.07300929,-0.27668798
1896.4146,0.98500586,0.6917279,1.0483733,-0.4528487,-0.0014499072,-0.9070081,-0.07315005,-0.27696592
1926.5686,0.984814,0.7011615,1.050019,-0.45358175,-0.0014527198,-0.9084412,-0.07328456,-0.27723536
1957.0288,0.98461896,0.7105593,1.0516602,-0.45432138,-0.0014555436,-0.9098744,-0.073413,-0.27749532
1987.7992,0.98441917,0.71991545,1.0532968,-0.4550666,-0.001459077,-0.91130686,-0.07353553,-0.27774686
2018.8822,0.9842138,0.7292246,1.0549299,-0.45581847,-0.0014621671,-0.9127393,-0.073652044,-0.27798915
2050.2798,0.9840034,0.738482,1.0565592,-0.4565764,-0.0014650803,-0.91417223,-0.073763296,-0.2782232
2081.9968,0.9837864,0.74768144,1.0581851,-0.45734063,-0.0014679655,-0.9156053,-0.0738686,-0.2784482
2114.0334,0.9835627,0.75682,1.0598079,-0.45811078,-0.0014711488,-0.91703874,-0.073967814,-0.27866477
2146.3948,0.9833315,0.76589143,1.0614276,-0.45888704,-0.0014744475,-0.9184724,-0.07406155,-0.2788729
2179.0808,0.98309255,0.7748924,1.0630447,-0.45966932,-0.0014774352,-0.91990644,-0.07414991,-0.27907288
2212.095,0.9828461,0.7838181,1.0646588,-0.4604578,-0.0014810525,-0.92134035,-0.07423238,-0.2792641
2245.4382,0.9825911,0.7926653,1.0662704,-0.46125108,-0.0014841482,-0.922774,-0.074309565,-0.27944717
2279.114,0.98232806,0.80142975,1.0678788,-0.46205023,-0.0014876872,-0.9242085,-0.07438121,-0.27962172
2313.1226,0.9820564,0.8101081,1.0694847,-0.46285486,-0.0014914274,-0.92564213,-0.07444797,-0.27978835
2347.4666,0.9817766,0.81869704,1.0710881,-0.46366477,-0.0014953036,-0.92707586,-0.07450933,-0.27994794
2382.1484,0.9814876,0.8271934,1.0726885,-0.46447912,-0.001498675,-0.9285088,-0.074565224,-0.28009877
2417.168,0.9811905,0.8355941,1.0742865,-0.46529922,-0.0015025605,-0.9299415,-0.074616365,-0.28024247
2452.5286,0.98088455,0.84389514,1.0758811,-0.46612298,-0.0015071612,-0.9313733,-0.07466253,-0.28037834
2488.2278,0.9805696,0.85209554,1.0774735,-0.46695164,-0.0015110318,-0.93280417,-0.07470358,-0.28050658
2524.2722,0.9802462,0.8601917,1.0790625,-0.46778437,-0.0015156511,-0.934234,-0.07474,-0.2806276
2560.6597,0.9799141,0.86818177,1.080649,-0.4686214,-0.0015202072,-0.93566257,-0.07477201,-0.2807412
2597.392,0.9795734,0.8760637,1.0822318,-0.46946168,-0.0015247986,-0.93708974,-0.07479924,-0.28084847
2634.472,0.9792243,0.8838347,1.0838116,-0.4703065,-0.0015297756,-0.93851465,-0.07482201,-0.28094798
2671.8997,0.9788668,0.8914936,1.0853882,-0.4711538,-0.0015348308,-0.93993837,-0.07484051,-0.28104126
2709.6775,0.9785009,0.8990387,1.0869619,-0.4720054,-0.0015403237,-0.94136065,-0.074854724,-0.2811278
2747.8044,0.9781267,0.9064674,1.088532,-0.4728593,-0.0015458968,-0.94278026,-0.07486455,-0.28120792
2786.2832,0.9777443,0.9137789,1.0900986,-0.4737165,-0.0015516039,-0.94419795,-0.07487052,-0.28128093
2825.1123,0.97735393,0.92097205,1.091662,-0.474576,-0.0015573632,-0.9456127,-0.07487222,-0.2813484
2864.2947,0.9769561,0.9280456,1.0932218,-0.47543886,-0.0015637632,-0.94702446,-0.074870355,-0.2814096
2903.8306,0.9765504,0.934999,1.0947773,-0.47630286,-0.0015701652,-0.94843435,-0.074864775,-0.28146484
2943.7207,0.97613716,0.94183147,1.0963299,-0.4771695,-0.001576934,-0.9498411,-0.07485553,-0.28151426
2983.9668,0.97571665,0.948542,1.0978779,-0.47803807,-0.0015833843,-0.95124364,-0.07484254,-0.28155765
3024.5674,0.975289,0.95512974,1.0994221,-0.4789081,-0.0015910529,-0.9526438,-0.074826136,-0.28159598
3065.5244,0.97485423,0.96159357,1.1009624,-0.47978017,-0.0015982036,-0.9540402,-0.07480661,-0.28162864
3106.839,0.97441274,0.9679354,1.1024988,-0.48065284,-0.0016058441,-0.9554334,-0.07478358,-0.28165644
3148.5117,0.97396404,0.97414356,1.1040355,-0.4815228,-0.0016142614,-0.9568206,-0.07476165,-0.28168073
3190.5574,0.9735008,0.9801265,1.1056228,-0.48235413,-0.0016242005,-0.95818675,-0.07478101,-0.28171897
3232.9758,0.973029,0.9859772,1.1072092,-0.48318753,-0.0016353205,-0.9595511,-0.074798055,-0.2817533
3275.7612,0.97253495,0.99155575,1.1087964,-0.4840326,-0.0016506352,-0.96095985,-0.074830346,-0.281766
3318.854,0.9719427,0.99387604,1.1101484,-0.48477426,-0.0016701203,-0.9622788,-0.07483361,-0.28175715
