kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
223.00183,850.0,901.0,37241.0,446.0,1.1,0.27,0.0
228.35954,853.9969,903.89655,37241.344,448.4435,1.1494261,0.27571872,0.014888048
234.09744,858.06976,906.8228,37241.695,450.85645,1.1907839,0.28173855,0.029554427
240.2119,862.21204,909.7798,37242.055,453.24762,1.2261949,0.28800187,0.044002473
246.6974,866.4187,912.76843,37242.42,455.62427,1.2572324,0.29446602,0.058235407
253.54532,870.6856,915.7894,37242.793,457.99243,1.2850628,0.30109948,0.072256446
260.74414,875.00934,918.8435,37243.176,460.35718,1.3105499,0.307879,0.08606875
268.28146,879.3869,921.9312,37243.566,462.72272,1.3343334,0.31478742,0.09967542
276.1443,883.8155,925.053,37243.96,465.09247,1.3568865,0.3218121,0.11307949
284.31976,888.29254,928.2094,37244.367,467.4694,1.3785585,0.32894376,0.126284
292.79553,892.8155,931.4007,37244.777,469.85577,1.3996066,0.3361756,0.13929194
301.55984,897.38184,934.62726,37245.2,472.2536,1.4202194,0.34350264,0.15210623
310.60208,901.9891,937.8893,37245.625,474.6643,1.4405353,0.3509212,0.16472971
319.91235,906.63477,941.187,37246.06,477.08908,1.4606541,0.35842866,0.17716527
329.4818,911.31616,944.52057,37246.504,479.52878,1.4806479,0.366023,0.1894157
339.30273,916.03076,947.89,37246.96,481.98395,1.5005673,0.37370276,0.20148373
349.36844,920.776,951.2954,37247.42,484.45496,1.520448,0.38146687,0.21337211
359.67255,925.54913,954.73676,37247.89,486.94186,1.5403136,0.38931444,0.22508347
370.21335,930.34784,958.21387,37248.37,489.44464,1.5601791,0.39724484,0.23662049
380.98737,935.16956,961.7266,37248.86,491.96307,1.5800537,0.40525746,0.24798572
391.99026,940.0116,965.2749,37249.355,494.4967,1.5999416,0.4133518,0.25918174
403.2184,944.87134,968.85846,37249.86,497.04514,1.6198436,0.42152742,0.2702111
414.66913,949.74615,972.477,37250.375,499.60773,1.6397579,0.42978382,0.28107625
426.3398,954.63336,976.1302,37250.895,502.18375,1.6596807,0.43812054,0.29177964
438.22876,959.5303,979.8176,37251.43,504.77237,1.6796072,0.4465371,0.3023237
450.3349,964.43427,983.5389,37251.973,507.37274,1.6995311,0.45503294,0.31271076
462.6573,969.3426,987.29346,37252.523,509.98395,1.7194457,0.46360755,0.32294315
475.1955,974.2526,991.0808,37253.082,512.605,1.7393435,0.47226027,0.33302325
487.94907,979.1619,994.9003,37253.652,515.2346,1.7592173,0.48099047,0.34295326
500.91818,984.0676,998.7515,37254.23,517.8718,1.7790595,0.48979744,0.35273546
514.10254,988.9672,1002.63367,37254.816,520.51556,1.7988622,0.49868047,0.36237198
527.5029,993.8582,1006.546,37255.418,523.1644,1.8186175,0.50763875,0.37186503
541.12024,998.73785,1010.4878,37256.027,525.8174,1.8383178,0.5166714,0.38121676
554.9497,1003.60333,1014.4583,37256.645,528.47314,1.8579552,0.5257776,0.39042926
568.99164,1008.45197,1018.4567,37257.273,531.1304,1.8775221,0.5349563,0.3995046
583.248,1013.2811,1022.48206,37257.91,533.78784,1.8970103,0.54420656,0.40844482
597.71967,1018.0883,1026.5333,37258.56,536.4442,1.9164124,0.55352736,0.41725194
612.4085,1022.87103,1030.61,37259.22,539.0981,1.9357208,0.56291765,0.42592794
627.31604,1027.6267,1034.7108,37259.887,541.74817,1.9549284,0.57237625,0.43447477
642.44446,1032.3529,1038.8346,37260.566,544.3932,1.9740282,0.581902,0.44289434
657.7913,1037.0479,1042.9805,37261.258,547.0317,1.993013,0.5914938,0.45118856
673.3592,1041.7092,1047.1472,37261.96,549.6625,2.0118768,0.6011503,0.4593593
689.16296,1046.334,1051.334,37262.668,552.28424,2.0306134,0.6108702,0.46740842
705.2036,1050.9202,1055.5394,37263.39,554.89557,2.0492163,0.6206522,0.47533768
721.48254,1055.4655,1059.7627,37264.12,557.49524,2.0676792,0.630495,0.48314893
738.00024,1059.968,1064.0024,37264.867,560.0819,2.0859964,0.6403972,0.49084383
754.7575,1064.4255,1068.2572,37265.617,562.65424,2.1041625,0.65035737,0.49842417
771.7561,1068.836,1072.5261,37266.38,565.2111,2.122172,0.6603741,0.5058917
788.99725,1073.1975,1076.8077,37267.156,567.75116,2.1400201,0.6704459,0.513248
806.4815,1077.5077,1081.1008,37267.94,570.2732,2.1577015,0.68057126,0.5204948
824.2113,1081.7649,1085.404,37268.74,572.77606,2.175211,0.6907487,0.5276337
842.1874,1085.9672,1089.7162,37269.543,575.2585,2.192544,0.7009766,0.53466636
860.4108,1090.1124,1094.0359,37270.36,577.71936,2.2096965,0.7112535,0.54159427
878.8844,1094.199,1098.3617,37271.188,580.1574,2.2266638,0.7215778,0.54841906
897.6085,1098.2247,1102.6925,37272.027,582.57153,2.243441,0.73194784,0.5551423
916.5856,1102.1882,1107.0269,37272.875,584.9606,2.2600245,0.742362,0.5617654
935.81635,1106.0875,1111.3632,37273.74,587.3235,2.2764106,0.7528187,0.5682899
955.3028,1109.9211,1115.7003,37274.61,589.6591,2.292595,0.7633163,0.5747172
975.0471,1113.6871,1120.037,37275.49,591.9664,2.3085742,0.773853,0.58104885
995.05035,1117.3843,1124.3716,37276.383,594.2443,2.3243446,0.7844272,0.58728623
1015.31433,1121.0111,1128.7025,37277.285,596.4918,2.3399029,0.79503727,0.59343076
1035.8406,1124.5659,1133.0287,37278.203,598.70795,2.3552456,0.8056814,0.59948385
1056.6306,1128.0475,1137.3486,37279.13,600.8917,2.3703701,0.8163579,0.60544676
1077.6866,1131.4543,1141.6608,37280.066,603.0421,2.3852732,0.82706505,0.6113209
1099.0095,1134.7854,1145.9639,37281.01,605.15826,2.3999517,0.8378011,0.6171076
1120.6017,1138.0393,1150.2563,37281.973,607.2394,2.4144032,0.8485643,0.62280816
1142.4645,1141.2151,1154.537,37282.94,609.2844,2.4286258,0.85935295,0.6284238
1164.5995,1144.3116,1158.8041,37283.92,611.2926,2.4426165,0.8701652,0.63395584
1187.0078,1147.3279,1163.0565,37284.914,613.2631,2.4563732,0.88099945,0.6394055
1209.6925,1150.2631,1167.2926,37285.91,615.19525,2.4698944,0.89185375,0.6447741
1232.6536,1153.1162,1171.5112,37286.92,617.08826,2.4831781,0.9027265,0.65006274
1255.8948,1155.8866,1175.7107,37287.945,618.9414,2.4962223,0.91361576,0.65527266
1279.4156,1158.5735,1179.8898,37288.98,620.7541,2.5090258,0.9245199,0.66040504
1303.219,1161.176,1184.0474,37290.023,622.5255,2.5215874,0.93543714,0.665461
1327.3048,1163.694,1188.1816,37291.08,624.2551,2.5339053,0.9463657,0.6704416
1351.6765,1166.1267,1192.2915,37292.14,625.94244,2.5459783,0.9573039,0.6753481
1376.3344,1168.4738,1196.3756,37293.215,627.58685,2.557806,0.96824986,0.6801815
1401.2803,1170.7346,1200.4326,37294.3,629.18787,2.5693874,0.9792019,0.68494296
1426.516,1172.9093,1204.4613,37295.395,630.74506,2.5807219,0.9901583,0.6896336
1452.0431,1174.9974,1208.4602,37296.5,632.258,2.591809,1.0011173,0.6942544
1477.8635,1176.9989,1212.4282,37297.613,633.7263,2.6026483,1.0120772,0.6988064
1503.9224,1178.8994,1216.364,37298.742,635.14954,2.6132395,1.0230362,0.70329064
1530.2255,1180.699,1220.2662,37299.875,636.5266,2.6235733,1.0339928,0.7077081
1556.7869,1182.3981,1224.1332,37301.02,637.85626,2.6336417,1.044945,0.71205986
1583.6232,1183.9966,1227.9635,37302.17,639.1376,2.6434402,1.0558912,0.71634674
1610.7158,1185.4933,1231.7557,37303.336,640.36975,2.6529648,1.0668293,0.72056985
1638.0552,1186.888,1235.5085,37304.51,641.552,2.6622121,1.0777578,0.7247301
1665.6481,1188.1818,1239.2205,37305.695,642.68365,2.67118,1.0886748,0.7288283
1693.5039,1189.3752,1242.8903,37306.887,643.76404,2.679867,1.0995783,0.7328656
1721.6272,1190.4695,1246.5165,37308.09,644.79266,2.688273,1.1104665,0.7368427
1750.0258,1191.4653,1250.0979,37309.3,645.7693,2.6963978,1.1213375,0.74076056
1778.705,1192.364,1253.6333,37310.516,646.69366,2.7042427,1.1321898,0.7446202
1807.6703,1193.1664,1257.1215,37311.742,647.5657,2.711809,1.1430212,0.7484224
1836.9269,1193.8739,1260.5613,37312.973,648.38525,2.7190988,1.1538302,0.75216794
1866.4772,1194.4878,1263.9515,37314.215,649.1524,2.726114,1.1646149,0.7558577
1896.3271,1195.0094,1267.2914,37315.47,649.8673,2.7328575,1.1753737,0.7594925
1926.4808,1195.4401,1270.5797,37316.727,650.5301,2.7393315,1.1861048,0.76307327
1956.9407,1195.7815,1273.8157,37317.992,651.1411,2.745539,1.1968066,0.76660067
