con,Omega,Theta,ygross,ynet,inv,Eind,carbontax,Abatement,Dam,Emissions
1135.2257,0.002768768,0.0041933185,1535.1632,1530.9128,389.2675,0.0,280.03522,6.4374285,4.2505107,0.1165423
1149.165,0.0027674073,0.004100418,1553.87,1549.5697,394.05093,0.0,278.6386,6.3715167,4.300191,0.11389247
1163.1951,0.0027660737,0.0040094946,1572.6998,1568.3496,398.86618,0.0,277.2489,6.305732,4.3502035,0.11130284
1177.316,0.0027647673,0.0039205244,1591.6523,1587.2517,403.71298,0.0,275.86612,6.240112,4.400548,0.108772084
1191.5281,0.0027634872,0.0038334571,1610.7278,1606.2765,408.59073,0.0,274.4902,6.1746554,4.4512253,0.1062988
1205.8302,0.002762234,0.0037482565,1629.9254,1625.4231,413.50052,0.0,273.12112,6.109379,4.502236,0.10388178
1220.2213,0.0027610073,0.0036648896,1649.2438,1644.6902,418.44116,0.0,271.7589,6.044296,4.553574,0.10151975
1234.7028,0.002759807,0.0035833125,1668.6843,1664.0792,423.41345,0.0,270.40353,5.979418,4.605247,0.09921143
1249.2738,0.0027586317,0.0035034928,1688.2458,1683.5886,428.41638,0.0,269.05487,5.914757,4.6572485,0.09695557
1263.934,0.0027574827,0.003425389,1707.9283,1703.2188,433.4507,0.0,267.71292,5.8503194,4.709583,0.09475104
1278.6831,0.0027563581,0.003348967,1727.7318,1722.9695,438.5163,0.0,266.3777,5.7861166,4.7622476,0.09259661
1293.5203,0.002755259,0.0032741965,1747.6542,1742.839,443.6124,0.0,265.04916,5.722163,4.81524,0.0904912
1308.446,0.0027541835,0.0032010295,1767.6975,1762.8287,448.74,0.0,263.7271,5.658452,4.8685627,0.08843359
1323.4598,0.0027531327,0.003129455,1787.8595,1782.9373,453.89774,0.0,262.41183,5.595026,4.922214,0.086422846
1338.5623,0.002752106,0.0030594177,1808.1415,1803.1654,459.0863,0.0,261.103,5.5318604,4.9761972,0.08445772
1353.7515,0.0027511031,0.0029908943,1828.5421,1823.5115,464.306,0.0,259.80072,5.4689755,5.0305076,0.08253733
1369.0281,0.0027501236,0.0029238586,1849.0613,1843.9762,469.55646,0.0,258.50494,5.4063935,5.085147,0.080660604
1384.3914,0.002749167,0.0028582783,1869.6975,1864.5574,474.8366,0.0,257.21564,5.3441153,5.1401105,0.07882659
1399.8407,0.0027482335,0.0027941125,1890.4509,1885.2555,480.14728,0.0,255.93274,5.2821326,5.1954007,0.07703425
1415.3765,0.002747323,0.0027313381,1911.3225,1906.0717,485.489,0.0,254.65625,5.220468,5.25102,0.07528265
1430.9977,0.0027464342,0.0026699363,1932.3097,1927.0027,490.86,0.0,253.38615,5.159144,5.3069615,0.073570944
1446.7045,0.0027455678,0.0026098613,1953.4128,1948.0496,496.261,0.0,252.12239,5.098137,5.363227,0.07189812
1462.4963,0.0027447245,0.0025510928,1974.6328,1969.213,501.693,0.0,250.8649,5.037472,5.419823,0.070263304
1478.3724,0.0027439024,0.0024936064,1995.9672,1990.4904,507.15433,0.0,249.61372,4.9771566,5.476739,0.06866569
1494.3341,0.0027431028,0.0024373673,2017.4171,2011.8832,512.6454,0.0,248.36877,4.9171867,5.5339828,0.067104384
