kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
223.00183,850.0,1237.0,37236.0,531.0,1.1,0.27,0.0
228.5457,853.21924,1240.2255,37236.4,533.56464,1.1494261,0.27571872,0.014888048
234.45094,856.5784,1243.473,37236.8,536.08734,1.1900383,0.28173855,0.029554427
240.70428,860.0642,1246.7457,37237.215,538.58057,1.2242142,0.28799674,0.044002473
247.30455,863.665,1250.0455,37237.633,541.0549,1.2537104,0.29444727,0.058235407
254.24635,867.3698,1253.3745,37238.06,543.51904,1.2798232,0.3010566,0.072256446
261.52148,871.16864,1256.7343,37238.496,545.9804,1.3035067,0.3078003,0.08606875
269.12216,875.052,1260.1266,37238.94,548.44507,1.3254609,0.3146607,0.09967542
277.04156,879.0112,1263.5527,37239.395,550.9177,1.3461978,0.3216251,0.11307949
285.2738,883.038,1267.0138,37239.855,553.40247,1.3660896,0.32868442,0.126284
293.81003,887.12506,1270.5105,37240.324,555.9023,1.3854051,0.33583215,0.13929194
302.64105,891.26575,1274.044,37240.805,558.41943,1.4043372,0.3430637,0.15210623
311.75858,895.45386,1277.6145,37241.293,560.95544,1.423023,0.3503759,0.16472971
321.1551,899.6837,1281.2227,37241.79,563.51166,1.4415585,0.35776642,0.17716527
330.82358,903.95,1284.8689,37242.297,566.0887,1.4600095,0.36523375,0.1894157
340.75864,908.2478,1288.5533,37242.812,568.6867,1.4784199,0.37277675,0.20148373
350.95563,912.57245,1292.2761,37243.336,571.30585,1.4968178,0.38039464,0.21337211
361.4108,916.9195,1296.0372,37243.87,573.94574,1.5152193,0.3880868,0.22508347
372.12106,921.28467,1299.8367,37244.41,576.60583,1.5336326,0.39585274,0.23662049
383.0841,925.66406,1303.6742,37244.965,579.28534,1.5520601,0.40369204,0.24798572
394.29834,930.05383,1307.5497,37245.523,581.9833,1.5704994,0.4116043,0.25918174
405.76285,934.4502,1311.4629,37246.098,584.6986,1.5889459,0.41958907,0.2702111
417.47745,938.8497,1315.4132,37246.676,587.4301,1.6073924,0.42764595,0.28107625
429.44186,943.2488,1319.4004,37247.27,590.1765,1.6258309,0.43577442,0.29177964
441.65698,947.644,1323.4238,37247.87,592.93634,1.6442521,0.4439739,0.3023237
454.12054,952.0329,1327.4829,37248.48,595.70807,1.6626462,0.4522438,0.31271076
466.82074,956.41565,1331.5771,37249.105,598.4903,1.6810043,0.46058348,0.32294315
479.7611,960.78906,1335.7058,37249.74,601.28156,1.6993197,0.46899217,0.33302325
492.945,965.15015,1339.8679,37250.38,604.08057,1.7175852,0.47746912,0.34295326
506.37473,969.4958,1344.0632,37251.03,606.8857,1.7357925,0.48601353,0.35273546
520.05347,973.82306,1348.2909,37251.695,609.6955,1.7539334,0.4946245,0.36237198
533.9844,978.1291,1352.5502,37252.367,612.5085,1.7719994,0.50330114,0.37186503
548.17206,982.4118,1356.8397,37253.05,615.32294,1.7899822,0.51204246,0.38121676
562.6092,986.6692,1361.1589,37253.746,618.1373,1.807874,0.52084744,0.39042926
577.27014,990.8972,1365.507,37254.453,620.95013,1.8256674,0.52971506,0.3995046
592.1539,995.09326,1369.8827,37255.168,623.75977,1.8433542,0.5386442,0.40844482
607.26666,999.2551,1374.2852,37255.9,626.56445,1.8609262,0.54763365,0.41725194
622.6154,1003.38043,1378.713,37256.637,629.36255,1.8783758,0.5566822,0.42592794
638.2058,1007.46704,1383.1655,37257.39,632.1525,1.8956957,0.5657887,0.43447477
654.04407,1011.51263,1387.6414,37258.15,634.9327,1.9128795,0.57495177,0.44289434
670.1256,1015.5146,1392.1392,37258.918,637.7015,1.9299203,0.5841701,0.45118856
686.4408,1019.47034,1396.6581,37259.7,640.4572,1.9468119,0.5934423,0.4593593
702.9964,1023.37787,1401.1965,37260.496,643.19836,1.9635475,0.60276705,0.46740842
719.8006,1027.2352,1405.7534,37261.3,645.92334,1.9801202,0.6121428,0.47533768
736.87067,1031.04,1410.3273,37262.117,648.6305,1.9965249,0.62156814,0.48314893
754.2119,1034.7905,1414.9171,37262.94,651.31836,2.0127556,0.6310416,0.49084383
771.783,1038.4844,1419.5214,37263.78,653.98535,2.028807,0.6405616,0.49842417
789.55115,1042.1196,1424.1387,37264.633,656.62994,2.0446734,0.6501266,0.5058917
807.5276,1045.6954,1428.7676,37265.496,659.2506,2.06035,0.659735,0.513248
