foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
6.146e-04,3.130e-03,2.679e-05,6.590e-04,4.042e-04,8.553e-05,8.232e-06,3.397e-05,3.880e-05
6.328e-04,3.147e-03,1.401e-04,6.722e-04,4.060e-04,9.435e-05,1.111e-05,3.386e-05,3.496e-05
6.514e-04,3.163e-03,2.582e-04,6.859e-04,4.098e-04,1.034e-04,1.428e-05,3.552e-05,2.950e-05
6.681e-04,3.178e-03,3.808e-04,7.008e-04,4.138e-04,1.116e-04,1.747e-05,3.862e-05,2.435e-05
6.859e-04,3.191e-03,5.076e-04,7.145e-04,4.195e-04,1.199e-04,2.042e-05,4.327e-05,1.946e-05
7.037e-04,3.204e-03,6.383e-04,7.299e-04,4.253e-04,1.278e-04,2.348e-05,4.768e-05,1.508e-05
7.209e-04,3.215e-03,7.725e-04,7.437e-04,4.324e-04,1.347e-04,2.498e-05,5.329e-05,1.201e-05
7.379e-04,3.223e-03,9.099e-04,7.586e-04,4.404e-04,1.425e-04,2.831e-05,6.032e-05,6.407e-06
7.557e-04,3.230e-03,1.050e-03,7.735e-04,4.500e-04,1.490e-04,3.069e-05,6.831e-05,3.308e-06
7.718e-04,3.236e-03,1.192e-03,7.883e-04,4.590e-04,1.553e-04,3.343e-05,7.665e-05,5.960e-08
7.893e-04,3.239e-03,1.336e-03,8.043e-04,4.687e-04,1.626e-04,3.588e-05,8.547e-05,4.739e-06
8.054e-04,3.242e-03,1.479e-03,8.181e-04,4.814e-04,1.670e-04,3.796e-05,9.608e-05,7.719e-06
8.217e-04,3.240e-03,1.620e-03,8.344e-04,4.932e-04,1.738e-04,4.026e-05,1.069e-04,1.007e-05
8.367e-04,3.237e-03,1.755e-03,8.486e-04,5.078e-04,1.790e-04,4.216e-05,1.205e-04,1.496e-05
8.537e-04,3.233e-03,1.871e-03,8.644e-04,5.223e-04,1.836e-04,4.458e-05,1.323e-04,1.657e-05
1.010e-03,3.227e-03,1.925e-03,9.430e-04,7.991e-04,2.104e-05,1.781e-04,3.234e-04,2.889e-04
1.175e-03,3.234e-03,1.695e-03,9.379e-04,7.870e-04,5.038e-04,9.776e-05,6.472e-04,2.108e-04
1.238e-03,3.346e-03,0.000e+00,7.933e-04,7.083e-04,5.996e-04,6.987e-05,5.513e-04,7.924e-05
1.223e-03,3.354e-03,0.000e+00,9.170e-04,4.572e-04,3.110e-04,2.033e-05,3.431e-04,7.749e-07
1.193e-03,3.317e-03,0.000e+00,9.959e-04,2.965e-04,1.179e-04,2.988e-05,2.350e-04,3.427e-05
1.201e-03,3.285e-03,0.000e+00,9.909e-04,3.309e-04,1.054e-04,2.796e-05,2.270e-04,3.141e-05
1.209e-03,3.253e-03,0.000e+00,9.866e-04,3.664e-04,9.537e-05,2.799e-05,2.214e-04,2.697e-05
1.215e-03,3.221e-03,0.000e+00,9.817e-04,4.067e-04,8.184e-05,2.545e-05,2.160e-04,2.268e-05
1.223e-03,3.190e-03,0.000e+00,9.861e-04,4.369e-04,7.027e-05,1.506e-05,2.140e-04,5.624e-05
1.235e-03,3.175e-03,0.000e+00,9.978e-04,4.480e-04,6.175e-05,4.371e-06,2.128e-04,1.345e-04
1.245e-03,3.182e-03,0.000e+00,9.825e-04,4.724e-04,5.198e-05,4.964e-06,2.120e-04,1.256e-04
1.255e-03,3.191e-03,0.000e+00,9.688e-04,4.934e-04,4.435e-05,7.370e-06,2.103e-04,1.191e-04
