kx,MATx,MUOx,MLOx,MLFx,MLFeqx,TATx,TOCx,taux
223.00183,850.0,1236.0,37236.0,371.0,258.0,1.1,0.27,0.0
228.74625,855.3358,1239.2394,37236.395,371.18558,257.29077,1.1494261,0.27571872,0.014888048
234.86668,860.58,1242.5448,37236.793,371.52908,256.5977,1.1920657,0.28173855,0.029554427
241.30966,865.75793,1245.9135,37237.203,372.00497,255.92035,1.2295434,0.28801072,0.044002473
248.07162,870.89026,1249.3433,37237.62,372.5928,255.2584,1.2630948,0.29449788,0.058235407
255.14749,875.993,1252.8323,37238.047,373.276,254.61153,1.2936604,0.3011715,0.072256446
262.53186,881.0778,1256.379,37238.484,374.0412,253.97935,1.3219568,0.30800977,0.08606875
270.21927,886.1536,1259.9824,37238.926,374.87756,253.36156,1.3485287,0.31499586,0.09967542
278.20352,891.2268,1263.6415,37239.38,375.77628,252.75778,1.373791,0.3221169,0.11307949
286.47867,896.3019,1267.3553,37239.84,376.72992,252.16776,1.3980585,0.32936296,0.126284
295.03964,901.38153,1271.1232,37240.316,377.73254,251.59114,1.4215701,0.33672628,0.13929194
303.8815,906.4674,1274.9447,37240.797,378.77908,251.02765,1.4445062,0.34420085,0.15210623
313.00198,911.56,1278.8188,37241.29,379.86517,250.47696,1.467003,0.35178196,0.16472971
322.3963,916.6592,1282.7454,37241.785,380.98712,249.93878,1.4891622,0.35946584,0.17716527
332.06064,921.7643,1286.7235,37242.297,382.14163,249.41286,1.5110596,0.36724946,0.1894157
341.99185,926.874,1290.7527,37242.816,383.3259,248.8989,1.5327516,0.3751303,0.20148373
352.18704,931.98676,1294.8324,37243.348,384.53738,248.3966,1.5542783,0.3831063,0.21337211
362.6438,937.1007,1298.9618,37243.89,385.7737,247.90575,1.5756689,0.39117566,0.22508347
373.36038,942.2137,1303.1404,37244.438,387.0328,247.42604,1.5969436,0.3993368,0.23662049
384.33536,947.32336,1307.3674,37245.0,388.31265,246.95726,1.6181157,0.40758833,0.24798572
395.56778,952.4272,1311.6422,37245.57,389.61142,246.49911,1.639193,0.41592887,0.25918174
407.05713,957.52264,1315.9639,37246.156,390.92728,246.0514,1.6601796,0.42435718,0.2702111
418.80325,962.60706,1320.3317,37246.746,392.25858,245.61386,1.6810763,0.432872,0.28107625
430.8061,967.6774,1324.745,37247.348,393.60364,245.18626,1.7018822,0.4414721,0.29177964
443.06595,972.73114,1329.2023,37247.965,394.96085,244.7684,1.722594,0.45015633,0.3023237
455.5843,977.765,1333.703,37248.59,396.32874,244.36003,1.7432073,0.45892343,0.31271076
468.36148,982.77637,1338.2461,37249.227,397.70572,243.96095,1.7637168,0.46777216,0.32294315
481.39938,987.762,1342.8306,37249.875,399.09036,243.57094,1.784116,0.4767012,0.33302325
494.69952,992.71924,1347.4552,37250.535,400.48105,243.1898,1.8043987,0.48570928,0.34295326
508.26315,997.64484,1352.1189,37251.207,401.87646,242.81732,1.8245574,0.49479505,0.35273546
522.09247,1002.5358,1356.8202,37251.887,403.27512,242.45332,1.8445853,0.5039571,0.36237198
536.1898,1007.38916,1361.5583,37252.582,404.67554,242.0976,1.8644744,0.513194,0.37186503
550.55725,1012.202,1366.3317,37253.29,406.07642,241.74995,1.8842175,0.5225043,0.38121676
565.197,1016.9715,1371.139,37254.004,407.47632,241.41023,1.9038072,0.5318865,0.39042926
580.0969,1021.69214,1375.979,37254.74,408.87387,241.07822,1.9232359,0.54133904,0.3995046
595.2519,1026.3604,1380.85,37255.48,410.26752,240.75375,1.942494,0.5508603,0.40844482
610.66534,1030.9735,1385.7506,37256.24,411.65585,240.43668,1.9615724,0.56044865,0.41725194
626.3413,1035.5289,1390.6793,37257.004,413.0373,240.1268,1.9804624,0.5701024,0.42592794
642.2662,1040.0231,1395.6346,37257.78,414.41052,239.82397,1.9991562,0.5798198,0.43447477
658.4231,1044.4526,1400.6146,37258.574,415.7741,239.52805,2.0176458,0.589599,0.44289434
674.8217,1048.8156,1405.6178,37259.38,417.1266,239.23883,2.0359228,0.59943825,0.45118856
691.46844,1053.1097,1410.6425,37260.195,418.4666,238.95619,2.05398,0.6093356,0.4593593
708.36774,1057.3328,1415.687,37261.023,419.793,238.68,2.071812,0.6192892,0.46740842
725.5257,1061.4823,1420.7493,37261.867,421.10437,238.41005,2.0894115,0.6292971,0.47533768
742.94684,1065.5565,1425.8279,37262.723,422.39963,238.14626,2.1067736,0.63935727,0.48314893
760.63666,1069.5529,1430.9209,37263.59,423.6776,237.88847,2.123893,0.64946777,0.49084383
778.5998,1073.4691,1436.0264,37264.47,424.93726,237.63654,2.1407642,0.65962654,0.49842417
796.84094,1077.3032,1441.1426,37265.363,426.17734,237.39032,2.1573827,0.6698316,0.5058917
815.31134,1081.0515,1446.2676,37266.266,427.39688,237.14972,2.1737432,0.6800808,0.513248
833.98303,1084.712,1451.3995,37267.184,428.59476,236.91458,2.1898403,0.6903721,0.5204948
852.86774,1088.2842,1456.5367,37268.117,429.76993,236.68478,2.2056687,0.70070344,0.5276337
871.9739,1091.7668,1461.6771,37269.06,430.9214,236.46022,2.221224,0.7110726,0.53466636
891.31055,1095.1592,1466.8186,37270.01,432.0482,236.24075,2.2365034,0.72147757,0.54159427
910.88513,1098.4603,1471.9595,37270.977,433.14963,236.02629,2.2515044,0.73191607,0.54841906
930.70575,1101.669,1477.0978,37271.957,434.22495,235.81668,2.2662246,0.74238604,0.5551423
950.7793,1104.7844,1482.2317,37272.95,435.2734,235.61186,2.280662,0.7528853,0.5617654
971.1121,1107.8053,1487.3593,37273.953,436.29437,235.41168,2.2948153,0.76341164,0.5682899
991.7103,1110.7307,1492.4786,37274.973,437.28723,235.21606,2.3086824,0.77396303,0.5747172
1012.581,1113.5598,1497.588,37276.0,438.25137,235.0249,2.3222616,0.78453726,0.58104885
1033.7295,1116.2911,1502.6854,37277.043,439.18622,234.83807,2.3355513,0.79513216,0.58728623
1055.1615,1118.9243,1507.7692,37278.098,440.0912,234.6555,2.3485496,0.80574566,0.59343076
1076.8816,1121.4578,1512.837,37279.168,440.9658,234.47707,2.3612554,0.81637555,0.59948385
1098.8951,1123.8911,1517.8875,37280.246,441.80948,234.3027,2.3736672,0.82701975,0.60544676
1121.2059,1126.2234,1522.9187,37281.34,442.62183,234.1323,2.3857832,0.83767617,0.6113209
1143.8206,1128.454,1527.9287,37282.45,443.4023,233.96576,2.3976023,0.8483426,0.6171076
1166.7678,1130.5796,1532.9158,37283.566,444.15048,233.80302,2.4091232,0.859017,0.62280816
1190.0508,1132.5995,1537.8779,37284.7,444.86578,233.64398,2.4203424,0.8696973,0.6284238
1213.6725,1134.5128,1542.8135,37285.844,445.54773,233.48856,2.431258,0.8803812,0.63395584
1237.635,1136.3186,1547.7203,37287.0,446.19568,233.33667,2.4418674,0.8910668,0.6394055
1261.9438,1138.0164,1552.5968,37288.168,446.80923,233.18825,2.452168,0.9017518,0.6447741
1286.601,1139.6056,1557.4413,37289.348,447.38794,233.04318,2.4621582,0.91243416,0.65006274
1311.575,1141.0779,1562.2515,37290.543,447.93134,232.90141,2.4718366,0.92311174,0.65527266
1336.8672,1142.4336,1567.0258,37291.75,448.4386,232.76288,2.4811957,0.93378246,0.66040504
1362.4822,1143.6719,1571.7621,37292.965,448.90894,232.62749,2.4902306,0.9444441,0.665461
1388.4158,1144.7897,1576.4587,37294.19,449.3416,232.49518,2.498937,0.9550946,0.6704416
1414.6765,1145.7883,1581.1133,37295.434,449.736,232.36588,2.50731,0.9657316,0.6753481
1441.2695,1146.6688,1585.7245,37296.684,450.09152,232.23952,2.515346,0.9763531,0.6801815
1468.2013,1147.4324,1590.29,37297.945,450.4077,232.11603,2.523044,0.9869568,0.68494296
1495.4767,1148.0795,1594.8083,37299.223,450.68427,231.99535,2.5304039,0.9975404,0.6896336
1523.1007,1148.6116,1599.2773,37300.508,450.92105,231.8774,2.5374253,1.0081018,0.6942544
1551.0658,1149.0255,1603.6957,37301.805,451.1179,231.76215,2.544109,1.0186388,0.6988064
1579.3733,1149.3212,1608.0614,37303.113,451.27454,231.6495,2.550454,1.0291493,0.70329064
1608.028,1149.5002,1612.373,37304.434,451.3907,231.53943,2.556459,1.0396311,0.7077081
1637.0372,1149.5643,1616.6285,37305.76,451.46628,231.43185,2.5621235,1.0500821,0.71205986
1666.4071,1149.5151,1620.8264,37307.1,451.5013,231.32674,2.5674486,1.0605,0.71634674
1696.0664,1149.3462,1624.9652,37308.453,451.49582,231.224,2.5724363,1.0708829,0.72056985
1726.0122,1149.0591,1629.0432,37309.812,451.44952,231.1236,2.5770829,1.0812286,0.7247301
1756.2542,1148.6575,1633.0588,37311.188,451.3622,231.02547,2.5813866,1.0915351,0.7288283
1786.8041,1148.1445,1637.0105,37312.57,451.23398,230.92958,2.5853481,1.1018002,0.7328656
1817.67,1147.5233,1640.897,37313.96,451.06506,230.83589,2.5889707,1.1120218,0.7368427
1848.8595,1146.7952,1644.7166,37315.36,450.85587,230.74431,2.5922577,1.122198,0.74076056
1880.3629,1145.9623,1648.4681,37316.773,450.60675,230.6548,2.5952134,1.1323267,0.7446202
1912.159,1145.0284,1652.1505,37318.19,450.3182,230.56735,2.5978413,1.142406,0.7484224
1944.2595,1143.9971,1655.7626,37319.62,449.9909,230.48187,2.6001468,1.152434,0.75216794
1976.6705,1142.8712,1659.3032,37321.06,449.62543,230.39836,2.6021357,1.1624087,0.7558577
2009.4044,1141.6539,1662.7715,37322.504,449.2227,230.31673,2.6038141,1.1723285,0.7594925
2042.4706,1140.3478,1666.1664,37323.957,448.78348,230.23697,2.6051888,1.1821914,0.76307327
2075.8792,1138.9556,1669.487,37325.418,448.30872,230.159,2.6062663,1.1919959,0.76660067
2109.6367,1137.4803,1672.7329,37326.887,447.7992,230.08281,2.6070528,1.2017401,0.77007556
2143.7458,1135.9242,1675.9032,37328.363,447.25595,230.00836,2.6075544,1.2114228,0.7734987
2178.2205,1134.2898,1678.9973,37329.844,446.6798,229.93561,2.6077776,1.2210422,0.7768709
2213.071,1132.5809,1682.0145,37331.336,446.07175,229.86449,2.6077282,1.2305968,0.78019285
2248.3098,1130.8004,1684.9546,37332.836,445.4327,229.79501,2.6074133,1.2400852,0.7834654
2283.9395,1128.9503,1687.8171,37334.344,444.7638,229.72711,2.6068397,1.2495061,0.78668916
2320.011,1127.0372,1690.6014,37335.855,444.0659,229.66074,2.6060128,1.2588581,0.78986496
2356.5674,1125.0664,1693.3075,37337.38,443.34027,229.59589,2.6049426,1.26814,0.7929935
2393.5774,1123.043,1695.9352,37338.91,442.5882,229.53252,2.6036386,1.2773505,0.79607546
2431.004,1120.9722,1698.4844,37340.44,441.8112,229.47057,2.6021118,1.2864887,0.79911155
2468.8525,1118.8555,1700.9553,37341.984,441.01065,229.41003,2.6003742,1.2955533,0.80210245
2507.1155,1116.7023,1703.3479,37343.53,440.18805,229.35088,2.5984354,1.3045435,0.8050488
2545.7588,1114.5277,1705.6627,37345.086,439.34503,229.29306,2.596309,1.3134584,0.8079513
2584.7876,1112.332,1707.9003,37346.645,438.48398,229.23657,2.594016,1.3222973,0.81081057
2624.2273,1110.1171,1710.0613,37348.21,437.60693,229.18137,2.5915723,1.3310595,0.81362724
2664.1196,1107.9066,1712.1465,37349.78,436.7156,229.12741,2.588991,1.3397443,0.81640196
2704.4277,1105.7134,1714.1569,37351.355,435.81302,229.07468,2.586299,1.3483516,0.8191354
2745.148,1103.5398,1716.0938,37352.938,434.90237,229.02315,2.583526,1.356881,0.8218281
2786.2659,1101.3899,1717.9589,37354.523,433.9866,228.9728,2.5806959,1.3653326,0.8244808
2827.7444,1099.2678,1719.7534,37356.113,433.0684,228.92357,2.5778298,1.3737065,0.82709396
2869.7075,1097.1936,1721.479,37357.707,432.1502,228.87547,2.5749469,1.3820028,0.8296682
2912.1475,1095.1626,1723.1378,37359.305,431.23538,228.82848,2.572076,1.3902222,0.83220416
2955.0627,1093.1713,1724.7314,37360.91,430.32635,228.78255,2.569236,1.3983651,0.8347023
2998.446,1091.2161,1726.2616,37362.516,429.42505,228.73767,2.5664382,1.4064324,0.83716327
3042.2332,1089.2982,1727.73,37364.125,428.53287,228.6938,2.5636888,1.4144248,0.83958757
3086.4067,1087.4144,1729.1384,37365.74,427.65097,228.65092,2.5609934,1.4223433,0.8419758
3130.963,1085.5621,1730.488,37367.355,426.78015,228.60904,2.5583541,1.4301885,0.8443285
3175.881,1083.7412,1731.7806,37368.977,425.92096,228.56808,2.555771,1.4379616,0.8466462
3221.1584,1081.9504,1733.0176,37370.6,425.07382,228.52808,2.5532436,1.4456633,0.84892935
3266.8,1080.1882,1734.2002,37372.23,424.23895,228.48898,2.5507715,1.4532945,0.8511785
3312.8025,1078.4535,1735.33,37373.863,423.4165,228.45078,2.548353,1.4608561,0.8533942
