kplusy,lambd_haty,muy,nuAT_haty,nuUO_haty,nuLO_haty,nuLF_haty,etaAT_haty,etaOC_haty
228.28326,0.98004633,0.11351026,0.82374316,-0.31639597,-0.0016960176,-0.72373116,-0.03250133,-0.20261656
233.96648,0.98775995,0.11504762,0.82351875,-0.31384143,-0.0016930075,-0.7210995,-0.03278606,-0.20258467
240.09842,0.99422336,0.11651097,0.8234948,-0.31172466,-0.0017074617,-0.71891177,-0.033090938,-0.20269243
246.64064,0.9994766,0.11805213,0.82377404,-0.31004503,-0.0016263397,-0.7173337,-0.03358786,-0.20294711
253.55832,1.003704,0.11965711,0.82430017,-0.30869612,-0.0015337439,-0.7162429,-0.034218896,-0.20330943
260.83237,1.0071824,0.121309616,0.82495594,-0.3075631,-0.0015098127,-0.71539694,-0.0348454,-0.20374645
268.47592,1.0101027,0.122991055,0.8257899,-0.30663761,-0.0015845867,-0.7148204,-0.035476197,-0.20425174
276.46512,1.0123608,0.12481589,0.8267646,-0.30596092,-0.001599607,-0.7144916,-0.036049355,-0.20494135
284.7774,1.0140638,0.12679957,0.82783854,-0.30545792,-0.0015879842,-0.7143502,-0.036592055,-0.20575348
293.39377,1.0153115,0.12897632,0.8289524,-0.30503282,-0.0015877755,-0.7142962,-0.037147928,-0.20659974
302.29788,1.0161772,0.13133986,0.8301029,-0.30467683,-0.0015899213,-0.71430826,-0.037718285,-0.20747207
311.4766,1.0167208,0.13387856,0.83128583,-0.30437675,-0.0015980573,-0.71438193,-0.038298715,-0.2083647
320.91907,1.0169933,0.13658328,0.83249605,-0.30412278,-0.0016114982,-0.7145083,-0.038886894,-0.20927437
330.61682,1.0170357,0.1394464,0.8337306,-0.30390882,-0.0016314359,-0.7146814,-0.039482046,-0.21019664
340.5626,1.0168824,0.14246143,0.83498687,-0.30372694,-0.0016559036,-0.7148958,-0.040082503,-0.21112977
350.75143,1.0165622,0.14562264,0.8362617,-0.30357435,-0.0016869279,-0.71514606,-0.040686656,-0.21206976
361.1796,1.0160975,0.14892553,0.8375535,-0.30344692,-0.0017237933,-0.7154298,-0.041292716,-0.21301478
371.84415,1.0155087,0.15236613,0.8388593,-0.30334136,-0.0017656656,-0.7157434,-0.041901577,-0.21396263
382.743,1.0148101,0.15594113,0.8401792,-0.30325538,-0.0018133493,-0.71608335,-0.042510558,-0.21491168
393.867,1.0140202,0.15966983,0.8415466,-0.30319503,-0.00184038,-0.71647245,-0.043085683,-0.21585011
405.21454,1.0131576,0.1635296,0.84293467,-0.30315244,-0.0018651756,-0.7168924,-0.043650556,-0.21678242
416.78705,1.012232,0.16751045,0.8443296,-0.3031223,-0.0018947991,-0.7173304,-0.044213403,-0.21771052
428.5815,1.0112516,0.17162216,0.8457617,-0.30306432,-0.0019320222,-0.717776,-0.044754613,-0.21863243
440.58682,1.0102557,0.1758893,0.8473119,-0.30289426,-0.0019611092,-0.7182236,-0.04522877,-0.2195358
452.79968,1.009442,0.1802544,0.84891874,-0.30280903,-0.0019654008,-0.7189145,-0.045875717,-0.22047223
465.2226,1.0086235,0.18472071,0.8505283,-0.30273014,-0.0019788714,-0.7196367,-0.046537984,-0.22140887
477.8596,1.0077847,0.18929201,0.8521411,-0.3026583,-0.001997319,-0.72036827,-0.04719566,-0.22233565
490.71548,1.0069242,0.19397114,0.85375714,-0.30259097,-0.0020222338,-0.7211082,-0.04784744,-0.22325513
503.79446,1.0060401,0.19876058,0.85537714,-0.30253026,-0.0020507844,-0.7218572,-0.048493672,-0.22416604
517.09656,1.0051868,0.20368785,0.8570021,-0.30248013,-0.0020444067,-0.7225846,-0.049081553,-0.22505364
530.6192,1.0044156,0.20877625,0.85863143,-0.30244175,-0.0019641789,-0.72326136,-0.049562443,-0.22590189
544.3672,1.003629,0.21397512,0.8602626,-0.30240896,-0.0018900009,-0.7239449,-0.050038625,-0.2267404
558.3438,1.0028791,0.21930134,0.861901,-0.3024062,-0.0018283697,-0.724668,-0.050503302,-0.22757389
572.5487,1.0022475,0.22477914,0.86355394,-0.3024685,-0.0017914744,-0.72547406,-0.050950576,-0.22840388
586.98663,1.0016011,0.23037037,0.86520755,-0.30253577,-0.001760033,-0.7262882,-0.051392127,-0.2292252
601.64777,1.00094,0.23608762,0.86687905,-0.30262366,-0.0017289491,-0.72714305,-0.051846255,-0.23003718
616.5357,1.0002742,0.2419104,0.86855215,-0.30271748,-0.0017020376,-0.72800505,-0.05229615,-0.23083843
631.6559,0.999602,0.24783818,0.8702231,-0.30281624,-0.0016811164,-0.72887176,-0.05273943,-0.2316303
647.0137,0.99892074,0.2538732,0.8718935,-0.30291998,-0.0016631456,-0.7297443,-0.053175498,-0.23241179
662.6124,0.99822915,0.2600163,0.8735632,-0.30302897,-0.0016510459,-0.73062027,-0.05360644,-0.2331835
678.4095,0.99758387,0.26622623,0.87512136,-0.30319294,-0.0016269358,-0.7314807,-0.054039706,-0.23395029
694.3952,0.9969865,0.27248707,0.87663144,-0.30337462,-0.0016009482,-0.7323303,-0.054467548,-0.23470423
710.5803,0.9964188,0.27880523,0.8781355,-0.30355564,-0.0015791031,-0.7331772,-0.05488806,-0.23544231
726.9762,0.9958834,0.28519273,0.87963974,-0.30374244,-0.0015651258,-0.73403364,-0.055301476,-0.23617509
743.5994,0.99541855,0.2916847,0.88116795,-0.3039623,-0.0015704008,-0.7349453,-0.055715133,-0.23693565
760.45624,0.99495494,0.29825842,0.88269365,-0.30418602,-0.0015811296,-0.7358586,-0.056121994,-0.23768567
777.5676,0.99450666,0.30492866,0.8842181,-0.3044215,-0.0015923949,-0.7367747,-0.056533862,-0.23842654
794.9842,0.9940929,0.31173617,0.8857473,-0.3046867,-0.0016006203,-0.737698,-0.05697428,-0.23916402
812.70355,0.9936332,0.31868118,0.88727844,-0.3049616,-0.001611975,-0.7386298,-0.05741005,-0.23989782
830.70013,0.99318284,0.32579678,0.8888979,-0.30535445,-0.0016231807,-0.73965347,-0.057941128,-0.24073392
848.95996,0.9927211,0.33302698,0.89051116,-0.3057666,-0.0016264291,-0.74068,-0.05846815,-0.24156153
867.43524,0.9922617,0.34035733,0.8920664,-0.3061745,-0.0015954049,-0.74166894,-0.058948327,-0.24232413
886.135,0.9918204,0.34773502,0.8936133,-0.30658004,-0.0015686126,-0.74265283,-0.05941998,-0.24307117
905.04034,0.99133027,0.35522404,0.8951905,-0.30699608,-0.0015436681,-0.743698,-0.059868027,-0.24377748
924.1757,0.9908635,0.3627965,0.89678305,-0.30746534,-0.001526502,-0.74476767,-0.060271192,-0.2444354
943.5568,0.99041474,0.3704244,0.89836955,-0.30794704,-0.0015147002,-0.7458362,-0.060657907,-0.24507266
963.18945,0.98996234,0.37800393,0.89995366,-0.30847552,-0.0015348466,-0.74694484,-0.061008442,-0.2456525
983.0193,0.98953897,0.3856019,0.9014509,-0.30895448,-0.0015636655,-0.7480351,-0.06135707,-0.24616295
1003.0612,0.9891408,0.39320925,0.9029392,-0.30942872,-0.0015954347,-0.74911636,-0.061695803,-0.24665953
1023.32324,0.98876274,0.4008309,0.9044177,-0.3098988,-0.0016308995,-0.75019073,-0.062025893,-0.24714401
1043.8164,0.98839754,0.4084727,0.9058876,-0.31036597,-0.0016683908,-0.7512569,-0.062348474,-0.24761659
1064.5485,0.9880409,0.4161392,0.9073484,-0.310829,-0.0017084451,-0.75231695,-0.06266479,-0.24807885
1085.5259,0.9876908,0.42383137,0.90879995,-0.3112908,-0.0017510625,-0.75337076,-0.06297241,-0.24852988
1106.7545,0.9873435,0.4315516,0.9102425,-0.31175154,-0.0017963918,-0.7544198,-0.063273415,-0.24897206
1128.2393,0.9869966,0.43930075,0.9116762,-0.3122104,-0.0018424662,-0.7554616,-0.06356977,-0.24940482
1149.9891,0.98665226,0.44708437,0.9131041,-0.31267172,-0.0018873485,-0.7565022,-0.06385581,-0.24982905
1172.0298,0.98632896,0.45494756,0.9145479,-0.31316465,-0.0019064518,-0.7575739,-0.06412183,-0.25025064
1194.323,0.9859746,0.46290803,0.9160022,-0.31368855,-0.0019180151,-0.7586446,-0.06439613,-0.25066945
1216.8622,0.98561805,0.47089988,0.91745245,-0.31422016,-0.0019305618,-0.7597098,-0.06466745,-0.25108248
1239.6553,0.9852671,0.47889522,0.9188927,-0.31474793,-0.0019444795,-0.7607671,-0.0649315,-0.25148416
1262.7067,0.9849195,0.4868958,0.9203206,-0.3152725,-0.001959619,-0.7618161,-0.06518923,-0.25187653
1286.0189,0.9846059,0.49499843,0.92174006,-0.31581205,-0.0019475194,-0.76290494,-0.06548546,-0.25224668
1309.5908,0.9843158,0.503171,0.92314976,-0.3163627,-0.0019157799,-0.7640189,-0.065807626,-0.2526
1333.4316,0.98402506,0.511344,0.9245473,-0.3169089,-0.0018871101,-0.765123,-0.06612079,-0.2529442
1357.5422,0.9837337,0.51951516,0.9259332,-0.31745106,-0.001860139,-0.7662184,-0.06642704,-0.25327936
1381.9313,0.983521,0.5277884,0.92729485,-0.31794414,-0.0018377574,-0.7674095,-0.06660633,-0.25366423
1406.6029,0.9833081,0.5360671,0.92864305,-0.31843027,-0.0018153461,-0.7685972,-0.06677167,-0.25404432
1431.5417,0.983131,0.5444494,0.93002856,-0.31899586,-0.0018078061,-0.7697663,-0.06695913,-0.2543097
1456.7566,0.98295176,0.5528152,0.9314014,-0.31955695,-0.0018022032,-0.7709237,-0.06713985,-0.25456735
1482.2485,0.98277056,0.561162,0.93276215,-0.3201149,-0.0017968686,-0.77207065,-0.06731419,-0.2548178
1508.0247,0.982584,0.5694896,0.9341095,-0.32066733,-0.0017945739,-0.77320516,-0.06748353,-0.25505945
1534.0858,0.9823937,0.57779545,0.93544424,-0.3212168,-0.0017925175,-0.7743299,-0.06764583,-0.2552954
1560.4368,0.9821975,0.5860778,0.9367656,-0.32176116,-0.0017921599,-0.7754432,-0.067802414,-0.25552285
1587.0808,0.9819953,0.59433496,0.9380737,-0.32230148,-0.0017929347,-0.77654576,-0.06795351,-0.25574368
1614.0195,0.9817868,0.60256433,0.9393694,-0.32283714,-0.0017940076,-0.77763695,-0.06809841,-0.2559582
1641.2562,0.98157156,0.6107667,0.94065183,-0.32336938,-0.0017969282,-0.7787162,-0.06823699,-0.25616634
1668.7917,0.98134935,0.6189363,0.94192,-0.32389715,-0.0017998191,-0.7797852,-0.068370506,-0.25636846
1696.6289,0.98112047,0.6270725,0.9431753,-0.32441983,-0.0018038126,-0.78084314,-0.0684986,-0.25656363
1724.771,0.9808843,0.63517207,0.94441783,-0.32493863,-0.0018080445,-0.78188944,-0.068620846,-0.25675273
1753.2174,0.98064125,0.6432345,0.94564605,-0.32545212,-0.0018123062,-0.78292453,-0.06873797,-0.2569363
1781.9707,0.9803911,0.6512566,0.94686186,-0.32596177,-0.0018180581,-0.78394824,-0.06884955,-0.2571129
1811.0322,0.9801333,0.6592357,0.94806296,-0.32646725,-0.0018235417,-0.784961,-0.06895606,-0.25728428
1840.4055,0.97986937,0.6671699,0.9492509,-0.326968,-0.0018288167,-0.78596246,-0.06905751,-0.25744846
1870.0895,0.97959846,0.6750574,0.9504256,-0.32746315,-0.0018350752,-0.7869529,-0.06915395,-0.25760838
1900.0845,0.9793211,0.6828953,0.95158625,-0.32795396,-0.0018407973,-0.78793156,-0.0692455,-0.25776175
1930.3934,0.9790372,0.6906818,0.95273304,-0.32844046,-0.0018469365,-0.7888988,-0.06933235,-0.25790966
1961.0172,0.9787465,0.69841427,0.9538669,-0.3289211,-0.0018532844,-0.78985476,-0.06941317,-0.25805107
1991.9554,0.97845024,0.70609105,0.9549869,-0.3293974,-0.0018591853,-0.7907989,-0.069490775,-0.25818828
2023.2145,0.9781476,0.71371144,0.9560935,-0.32986876,-0.0018639835,-0.79173255,-0.06956302,-0.25831917
2054.7864,0.9778391,0.7212726,0.9571858,-0.33033463,-0.0018699439,-0.79265314,-0.06963055,-0.25844425
2086.68,0.97752434,0.7287726,0.95826495,-0.3307962,-0.0018747123,-0.7935643,-0.06969397,-0.25856495
2118.8914,0.9772044,0.73620987,0.9593306,-0.33125266,-0.0018789442,-0.79446304,-0.069753215,-0.2586787
2151.4238,0.9768795,0.74358314,0.9603827,-0.3317035,-0.0018834444,-0.79534936,-0.069807515,-0.25878802
2184.2776,0.9765486,0.75089014,0.9614211,-0.3321494,-0.0018860968,-0.7962258,-0.0698583,-0.25889137
2217.4524,0.97621244,0.7581307,0.9624456,-0.33258978,-0.0018891366,-0.79709053,-0.06990503,-0.25899056
2250.9502,0.97587186,0.7653021,0.9634576,-0.33302566,-0.0018914314,-0.7979449,-0.06994699,-0.25908318
2284.7727,0.97552675,0.77240413,0.9644556,-0.33345544,-0.0018926533,-0.79878634,-0.069985434,-0.25917175
2318.917,0.9751764,0.7794356,0.9654403,-0.33388063,-0.0018925937,-0.79961705,-0.07002042,-0.259255
2353.3872,0.9748221,0.7863936,0.96641195,-0.33430016,-0.0018927725,-0.8004369,-0.07005058,-0.2593323
2388.182,0.974463,0.79327977,0.9673699,-0.33471486,-0.0018918784,-0.801246,-0.070078835,-0.259405
2423.3018,0.97410023,0.8000913,0.9683153,-0.3351237,-0.0018891068,-0.80204284,-0.07010256,-0.25947338
2458.7488,0.9737333,0.8068282,0.9692474,-0.33552685,-0.0018864246,-0.80282956,-0.07012217,-0.25953668
2494.5198,0.97336197,0.8134907,0.97016555,-0.33592615,-0.0018821927,-0.8036049,-0.070139214,-0.25959513
2530.6184,0.972988,0.8200755,0.97107196,-0.33631888,-0.0018770071,-0.8043695,-0.07015245,-0.25964844
2567.0435,0.9726097,0.8265851,0.97196543,-0.3367057,-0.0018703314,-0.80512273,-0.07016347,-0.2596975
2603.7974,0.97222775,0.8330169,0.97284496,-0.33708912,-0.0018622847,-0.80586565,-0.07016967,-0.2597408
2640.8784,0.971843,0.8393708,0.9737121,-0.33746555,-0.0018533738,-0.8065979,-0.07017361,-0.25978124
2678.2896,0.9714544,0.8456478,0.9745673,-0.3378368,-0.0018441947,-0.8073193,-0.07017426,-0.25981602
2716.0276,0.9710633,0.8518461,0.97540945,-0.33820304,-0.0018322738,-0.80802995,-0.07017283,-0.25984612
2754.0918,0.9706692,0.8579648,0.97624,-0.33856404,-0.001819131,-0.8087307,-0.07016824,-0.2598734
2792.4856,0.9702728,0.8640048,0.9770569,-0.33891913,-0.0018050047,-0.8094207,-0.07016067,-0.25989458
2831.208,0.9698736,0.86996675,0.9778621,-0.3392693,-0.0017896565,-0.81010044,-0.07015048,-0.259912
2870.2576,0.9694635,0.8758529,0.97865516,-0.33961502,-0.0017762156,-0.810769,-0.07013784,-0.2599227
2909.6042,0.9689874,0.88167804,0.9794313,-0.33996347,-0.0017865868,-0.8114199,-0.070133016,-0.25990766
2949.2595,0.9685139,0.8874113,0.9801952,-0.3403058,-0.0017958554,-0.81206,-0.07012497,-0.25988662
2989.2222,0.96804285,0.8930537,0.9809475,-0.3406422,-0.0018031271,-0.81268984,-0.07011478,-0.25986096
3029.492,0.9675741,0.89860624,0.98168814,-0.340972,-0.0018080147,-0.8133086,-0.07010238,-0.25983137
3070.0757,0.9671061,0.90407217,0.98241657,-0.34129742,-0.0018122764,-0.81391734,-0.07008748,-0.25979754
3110.9739,0.96663904,0.9094529,0.9831336,-0.34161678,-0.00181475,-0.8145161,-0.070069954,-0.25975865
3152.1877,0.9661735,0.9147498,0.9838396,-0.3419306,-0.0018153759,-0.81510586,-0.07005124,-0.25971752
3193.7173,0.9657078,0.91996455,0.9845339,-0.3422392,-0.0018139454,-0.8156854,-0.07002966,-0.25967097
3235.5647,0.96524256,0.92509806,0.98521733,-0.34254262,-0.0018113526,-0.8162557,-0.07000689,-0.25962046
3277.7317,0.9647771,0.9301522,0.9858897,-0.34284058,-0.0018067034,-0.8168156,-0.06998114,-0.2595665
3320.2173,0.9643119,0.93512857,0.9865511,-0.343133,-0.0017993422,-0.81736696,-0.06995396,-0.25951013
3363.025,0.96384656,0.94002736,0.9872017,-0.34342125,-0.0017908486,-0.8179098,-0.069925174,-0.25944924
3406.1494,0.9633812,0.9448501,0.98784184,-0.34370342,-0.0017800303,-0.8184444,-0.06989388,-0.25938532
3449.594,0.9629162,0.9495965,0.9884717,-0.34398067,-0.0017680498,-0.8189679,-0.0698614,-0.25931868
3493.3596,0.96245027,0.9542689,0.98909074,-0.34425372,-0.0017540427,-0.81948465,-0.06982742,-0.25924823
3537.4438,0.9619854,0.9588671,0.98969954,-0.34452012,-0.00173786,-0.81999254,-0.06979184,-0.25917563
3581.8523,0.96151984,0.9633933,0.9902988,-0.34478366,-0.001719919,-0.8204916,-0.06975387,-0.25909892
3626.5798,0.9610541,0.96784747,0.99088764,-0.3450409,-0.0017005773,-0.82098234,-0.06971501,-0.25902012
3671.6233,0.96058846,0.97223073,0.9914669,-0.345293,-0.0016789706,-0.82146585,-0.06967525,-0.25893804
3716.9878,0.96012247,0.97654426,0.9920369,-0.34554073,-0.0016553076,-0.82194114,-0.06963281,-0.2588537
3762.6726,0.9596575,0.980788,0.99259645,-0.3457838,-0.0016299756,-0.8224076,-0.06958954,-0.25876626
3808.673,0.95919085,0.98496485,0.9931462,-0.34602234,-0.0016033323,-0.8228669,-0.06954531,-0.25867638
3854.994,0.9587258,0.98907244,0.99368757,-0.3462559,-0.0015740367,-0.82331884,-0.0694996,-0.2585844
3901.6304,0.95826,0.99311346,0.99421924,-0.34648448,-0.0015430422,-0.82376325,-0.06945251,-0.2584888
3948.5986,0.9577917,0.9970843,0.9947435,-0.3467122,-0.0015124651,-0.8242005,-0.06940292,-0.25839275
3996.0393,0.9572976,1.0,0.9952578,-0.34697187,-0.0015279921,-0.82461256,-0.06929235,-0.2583132
4043.9084,0.9567909,1.0,0.9957317,-0.34718427,-0.0015336247,-0.8249738,-0.06911723,-0.25819194
4092.2773,0.9563937,1.0,0.996117,-0.34735453,-0.0014640661,-0.8253219,-0.06905608,-0.25798234
4141.097,0.956038,1.0,0.99639094,-0.34741336,-0.0013953419,-0.82563764,-0.06898819,-0.25766784
4190.327,0.95567644,1.0,0.9966204,-0.34739915,-0.00133985,-0.82589746,-0.068917915,-0.25729427
4239.9517,0.955307,1.0,0.996844,-0.34738028,-0.0012814375,-0.8261538,-0.068847224,-0.25692007
4289.9824,0.9549258,1.0,0.9970684,-0.34737477,-0.0012281807,-0.82641995,-0.06876825,-0.25653642
4340.4272,0.95453113,1.0,0.9972996,-0.34739566,-0.0011846097,-0.8267056,-0.06867401,-0.25613827
4391.265,0.9541286,1.0,0.99752545,-0.34740987,-0.0011380287,-0.8269882,-0.068578884,-0.25574002
4442.4917,0.9537203,1.0,0.9977468,-0.34742084,-0.0010886462,-0.8272679,-0.068486616,-0.25534356
4494.091,0.9533068,1.0,0.99796385,-0.34742767,-0.0010370286,-0.8275457,-0.068394706,-0.25494736
4546.0615,0.9528886,1.0,0.998177,-0.34743074,-0.0009844275,-0.8278216,-0.06830309,-0.25455213
4598.3877,0.95246756,1.0,0.99838656,-0.34743068,-0.00092857797,-0.8280946,-0.06821202,-0.25415793
4651.074,0.9520439,1.0,0.9985927,-0.34742722,-0.00087076146,-0.8283651,-0.068122074,-0.25376436
4704.1045,0.9516186,1.0,0.99879515,-0.3474197,-0.00081139524,-0.8286349,-0.06803356,-0.25337258
4757.4785,0.9511907,1.0,0.99899495,-0.3474101,-0.0007495554,-0.8289021,-0.06794457,-0.25298008
4811.191,0.9507626,1.0,0.9991913,-0.34739715,-0.0006861063,-0.829167,-0.06785713,-0.25259006
4865.243,0.9503334,1.0,0.9993845,-0.34738216,-0.000621167,-0.8294306,-0.06776951,-0.2522008
4919.624,0.94990337,1.0,0.99957544,-0.34736398,-0.0005539926,-0.82969105,-0.0676844,-0.25181127
4974.3423,0.949473,1.0,0.9997639,-0.34734395,-0.0004862519,-0.8299508,-0.067598745,-0.25142437
5029.3853,0.94904214,1.0,0.99994844,-0.3473212,-0.00041621644,-0.83020794,-0.06751393,-0.25103676
5084.7534,0.94861144,1.0,1.0001315,-0.34729707,-0.00034540612,-0.8304632,-0.06742869,-0.25065094
5140.449,0.9481808,1.0,1.000311,-0.3472702,-0.00027221162,-0.83071697,-0.067345545,-0.25026584
5196.464,0.9477509,1.0,1.000489,-0.34724134,-0.0001975568,-0.83096874,-0.067262456,-0.24988216
5252.781,0.9473224,1.0,1.0006547,-0.34720877,-0.00012781937,-0.8312087,-0.067178294,-0.24949872
5309.3794,0.9468985,1.0,1.000808,-0.34717068,-6.267149e-05,-0.83143437,-0.06709252,-0.24911419
5366.2666,0.9464772,1.0,1.0009601,-0.34713247,4.83077e-06,-0.831658,-0.06700729,-0.24873155
5423.4395,0.9460591,1.0,1.00111,-0.3470922,7.2899275e-05,-0.8318812,-0.066923305,-0.2483486
5480.9014,0.94564325,1.0,1.0012583,-0.34705108,0.00014192145,-0.8321018,-0.066840634,-0.24796829
5538.6533,0.9452303,1.0,1.0014048,-0.34700885,0.00021192711,-0.832322,-0.0667585,-0.24758908
5596.698,0.9448187,1.0,1.0015496,-0.34696558,0.00028327387,-0.83253956,-0.06667714,-0.24721074
5655.04,0.9444089,1.0,1.0016925,-0.34692028,0.00035617035,-0.8327558,-0.0665959,-0.2468333
5713.6724,0.94400036,1.0,1.0018332,-0.34687456,0.00042963307,-0.8329712,-0.06651424,-0.24645817
5772.5947,0.9435939,1.0,1.0019728,-0.34682757,0.0005042283,-0.83318424,-0.06643401,-0.24608335
5831.8125,0.9431885,1.0,1.0021098,-0.34677908,0.00057927053,-0.83339554,-0.06635474,-0.24571016
5891.3228,0.94278383,1.0,1.0022447,-0.34672943,0.00065636914,-0.83360547,-0.06627552,-0.24533775
