foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
7.559e-04,1.824e-04,2.620e-04,4.236e-04,4.976e-04,8.326e-04,1.564e-06,6.163e-04,2.586e-04
6.953e-04,3.810e-04,3.680e-04,6.279e-04,2.040e-04,5.162e-04,1.823e-05,3.462e-04,2.020e-04
5.181e-04,4.694e-04,4.939e-04,9.121e-04,2.035e-04,1.965e-04,7.766e-05,8.023e-05,1.152e-04
3.898e-04,4.807e-04,6.239e-04,1.071e-03,2.830e-04,2.292e-05,8.851e-05,3.790e-04,5.060e-05
4.249e-04,4.187e-04,7.578e-04,1.071e-03,2.648e-04,1.325e-04,2.081e-05,4.418e-04,1.591e-05
5.450e-04,3.374e-04,8.941e-04,1.062e-03,3.175e-04,2.394e-04,7.636e-05,5.368e-04,1.648e-05
4.469e-04,5.033e-04,1.034e-03,9.950e-04,3.079e-04,3.911e-04,1.577e-05,6.153e-04,1.602e-04
3.635e-04,5.960e-04,1.167e-03,9.544e-04,2.515e-04,4.712e-04,1.134e-05,6.390e-04,2.401e-04
3.023e-04,6.218e-04,1.289e-03,9.477e-04,1.606e-04,4.607e-04,6.001e-07,5.713e-04,2.360e-04
2.477e-04,5.870e-04,1.398e-03,9.339e-04,8.994e-05,4.462e-04,1.204e-06,4.929e-04,2.280e-04
1.972e-04,5.107e-04,1.492e-03,9.095e-04,3.409e-05,4.233e-04,6.559e-06,4.194e-04,2.183e-04
1.497e-04,4.148e-04,1.574e-03,8.789e-04,1.031e-05,3.949e-04,1.129e-05,3.465e-04,2.084e-04
1.030e-04,3.116e-04,1.644e-03,8.437e-04,4.357e-05,3.637e-04,1.685e-05,2.759e-04,1.981e-04
5.603e-05,2.160e-04,1.704e-03,8.042e-04,6.646e-05,3.302e-04,2.047e-05,2.083e-04,1.880e-04
9.179e-06,1.333e-04,1.753e-03,7.618e-04,8.172e-05,2.966e-04,2.623e-05,1.429e-04,1.768e-04
4.029e-05,7.463e-05,1.793e-03,7.162e-04,8.976e-05,2.624e-04,3.092e-05,8.255e-05,1.663e-04
9.108e-05,4.387e-05,1.824e-03,6.709e-04,9.102e-05,2.289e-04,3.462e-05,2.605e-05,1.560e-04
1.457e-04,4.578e-05,1.846e-03,6.221e-04,8.655e-05,1.965e-04,3.897e-05,2.772e-05,1.464e-04
1.992e-04,8.512e-05,1.860e-03,5.483e-04,6.872e-05,1.728e-04,1.782e-05,5.144e-05,1.227e-04
2.440e-04,1.023e-04,1.866e-03,5.002e-04,7.963e-05,1.450e-04,1.517e-05,8.744e-05,1.063e-04
2.902e-04,1.426e-04,1.864e-03,4.609e-04,9.990e-05,1.137e-04,1.909e-05,1.314e-04,9.257e-05
3.378e-04,2.325e-04,1.855e-03,4.077e-04,1.042e-04,4.655e-05,2.583e-05,1.755e-04,7.713e-05
3.520e-04,3.362e-04,1.840e-03,3.265e-04,8.404e-05,9.689e-05,1.663e-05,2.081e-04,4.385e-05
1.671e-04,3.774e-04,1.817e-03,4.417e-04,1.168e-05,4.333e-05,9.050e-06,1.556e-05,8.057e-05
1.775e-04,2.830e-04,1.788e-03,3.957e-04,7.045e-05,6.509e-05,2.282e-08,3.242e-05,8.720e-05
2.064e-04,2.179e-04,1.755e-03,3.298e-04,1.293e-04,8.562e-05,4.227e-06,6.640e-05,8.520e-05
2.391e-04,2.024e-04,1.717e-03,2.643e-04,1.883e-04,1.051e-04,9.449e-06,9.692e-05,8.647e-05
2.763e-04,2.327e-04,1.675e-03,2.001e-04,2.466e-04,1.209e-04,1.304e-05,1.224e-04,8.717e-05
2.623e-04,3.078e-04,1.629e-03,9.835e-05,2.676e-04,1.307e-04,2.240e-05,1.716e-04,6.992e-05
1.981e-04,3.707e-04,1.575e-03,2.263e-05,2.156e-04,1.380e-04,9.506e-05,2.394e-04,2.789e-05
2.347e-04,3.698e-04,1.511e-03,4.121e-05,1.615e-04,1.501e-04,8.786e-05,2.459e-04,1.626e-05
2.202e-04,4.101e-04,1.444e-03,6.344e-05,1.113e-04,1.370e-04,7.429e-05,2.195e-04,9.701e-06
1.252e-04,4.468e-04,1.370e-03,8.551e-05,6.551e-05,8.872e-05,4.894e-05,1.536e-04,3.934e-06
1.670e-04,4.084e-04,1.288e-03,9.557e-05,5.901e-06,9.912e-05,4.348e-05,1.594e-04,6.497e-06
2.115e-04,4.060e-04,1.201e-03,9.128e-05,2.259e-05,9.274e-05,4.241e-05,1.325e-04,1.459e-05
2.455e-04,3.729e-04,1.111e-03,1.037e-04,6.646e-05,1.001e-04,3.817e-05,1.359e-04,2.371e-05
2.810e-04,3.688e-04,1.017e-03,1.171e-04,1.137e-04,1.070e-04,3.198e-05,1.402e-04,3.056e-05
3.195e-04,4.001e-04,9.207e-04,1.303e-04,1.608e-04,1.129e-04,2.853e-05,1.407e-04,3.831e-05
3.612e-04,4.666e-04,8.217e-04,1.410e-04,2.062e-04,1.169e-04,2.229e-05,1.405e-04,4.412e-05
3.461e-04,5.612e-04,7.200e-04,1.455e-04,3.471e-04,7.382e-05,3.444e-05,1.654e-04,4.540e-05
