Time	100GtC	200GtC	500GtC	-100GtC	-200GtC	-500GtC
501	20.8	42.1	112.5	-20.2	-39.6	-92.9
502	20.8	42.1	112.5	-20.2	-39.6	-92.9
503	20.7	42.2	112.5	-20.2	-39.6	-92.9
504	20.7	42.2	112.5	-20.2	-39.6	-92.8
505	20.7	42.2	112.4	-20.1	-39.5	-92.8
506	20.7	42.2	112.4	-20.1	-39.5	-92.8
507	20.7	42.2	112.4	-20.1	-39.5	-92.8
508	20.7	42.2	112.4	-20.1	-39.5	-92.8
509	20.7	42.2	112.3	-20.1	-39.5	-92.8
510	20.7	42.2	112.3	-20.1	-39.5	-92.7
511	20.7	42.2	112.3	-20.1	-39.5	-92.7
512	20.7	42.2	112.3	-20.1	-39.5	-92.7
513	20.7	42.2	112.3	-20.1	-39.5	-92.7
514	20.7	42.2	112.2	-20.1	-39.5	-92.7
515	20.7	42.2	112.2	-20.1	-39.5	-92.7
516	20.7	42.2	112.2	-20.1	-39.5	-92.6
517	20.7	42.2	112.2	-20.1	-39.5	-92.6
518	20.7	42.1	112.1	-20.1	-39.5	-92.6
519	20.6	42.1	112.1	-20.1	-39.5	-92.6
520	20.6	42.1	112.1	-20.1	-39.5	-92.6
521	20.6	42	112.1	-20.1	-39.4	-92.6
522	20.6	42	112.1	-20.1	-39.4	-92.5
523	20.6	42	112.1	-20.1	-39.4	-92.5
524	20.6	42	112	-20.1	-39.4	-92.5
525	20.6	41.9	112	-20.1	-39.4	-92.5
526	20.6	41.9	112	-20.1	-39.4	-92.5
527	20.6	41.9	112	-20.1	-39.4	-92.5
528	20.6	41.9	111.9	-20.1	-39.4	-92.4
529	20.6	41.8	111.9	-20.1	-39.4	-92.4
530	20.6	41.8	111.9	-20.1	-39.4	-92.4
531	20.6	41.8	111.8	-20.1	-39.4	-92.4
532	20.6	41.8	111.8	-20.1	-39.4	-92.4
533	20.6	41.8	111.8	-20.1	-39.4	-92.4
534	20.6	41.8	111.8	-20.1	-39.4	-92.4
535	20.5	41.7	111.8	-20.1	-39.4	-92.4
536	20.5	41.7	111.7	-20.1	-39.4	-92.3
537	20.5	41.7	111.7	-20.1	-39.4	-92.3
538	20.5	41.7	111.7	-20.1	-39.4	-92.3
539	20.5	41.7	111.7	-20.1	-39.4	-92.3
540	20.5	41.7	111.7	-20.1	-39.4	-92.3
541	20.5	41.7	111.6	-20.1	-39.3	-92.3
542	20.5	41.7	111.6	-20.1	-39.3	-92.3
543	20.5	41.7	111.6	-20	-39.3	-92.2
544	20.5	41.7	111.6	-20	-39.3	-92.2
545	20.5	41.7	111.6	-20	-39.3	-92.2
546	20.5	41.7	111.6	-20	-39.3	-92.2
547	20.5	41.7	111.5	-20	-39.3	-92.2
548	20.5	41.7	111.5	-20	-39.3	-92.1
549	20.5	41.7	111.5	-20	-39.3	-92.1
550	20.5	41.7	111.5	-20	-39.3	-92.1
551	20.5	41.7	111.5	-20	-39.3	-92.1
552	20.4	41.7	111.4	-20	-39.3	-92.1
553	20.4	41.7	111.4	-20	-39.3	-92.1
554	20.4	41.7	111.4	-20	-39.3	-92
555	20.4	41.7	111.4	-20	-39.3	-92
556	20.4	41.6	111.4	-20	-39.3	-92
557	20.4	41.6	111.3	-20	-39.3	-92
558	20.4	41.6	111.3	-20	-39.3	-92
559	20.4	41.6	111.3	-20	-39.3	-92
560	20.4	41.6	111.3	-20	-39.3	-92
561	20.4	41.6	111.3	-20	-39.3	-92
562	20.4	41.6	111.2	-20	-39.2	-92
563	20.4	41.6	111.2	-19.9	-39.2	-91.9
564	20.4	41.6	111.2	-19.9	-39.2	-91.9
565	20.4	41.6	111.2	-19.9	-39.2	-91.9
566	20.4	41.6	111.2	-19.9	-39.2	-91.9
567	20.4	41.6	111.1	-19.9	-39.2	-91.9
568	20.4	41.6	111.1	-19.9	-39.2	-91.9
569	20.4	41.6	111.1	-19.9	-39.2	-91.9
570	20.4	41.6	111.1	-19.9	-39.2	-91.9
571	20.4	41.6	111.1	-19.9	-39.2	-91.8
572	20.4	41.6	111	-19.9	-39.2	-91.8
573	20.4	41.5	111	-19.9	-39.2	-91.8
574	20.4	41.5	111	-19.9	-39.2	-91.8
575	20.4	41.5	111	-19.9	-39.2	-91.8
576	20.4	41.5	110.9	-19.9	-39.2	-91.8
577	20.3	41.5	110.9	-19.9	-39.2	-91.8
578	20.3	41.5	110.9	-19.9	-39.2	-91.8
579	20.3	41.5	110.9	-19.9	-39.2	-91.8
580	20.3	41.4	110.9	-19.9	-39.2	-91.8
581	20.3	41.4	110.8	-19.9	-39.2	-91.8
582	20.3	41.4	110.8	-19.9	-39.2	-91.7
583	20.3	41.4	110.8	-19.9	-39.2	-91.7
584	20.3	41.4	110.8	-19.9	-39.2	-91.7
585	20.3	41.4	110.8	-19.9	-39.2	-91.7
586	20.3	41.4	110.8	-19.9	-39.2	-91.7
587	20.3	41.4	110.7	-19.9	-39.2	-91.7
588	20.3	41.4	110.7	-19.9	-39.2	-91.7
589	20.3	41.4	110.7	-19.9	-39.1	-91.7
590	20.3	41.3	110.7	-19.9	-39.1	-91.6
591	20.3	41.3	110.7	-19.8	-39.1	-91.6
592	20.3	41.3	110.7	-19.8	-39.1	-91.6
593	20.3	41.3	110.7	-19.8	-39.1	-91.6
594	20.3	41.3	110.6	-19.8	-39.1	-91.6
595	20.3	41.3	110.6	-19.8	-39.1	-91.6
596	20.3	41.3	110.6	-19.8	-39.1	-91.6
597	20.3	41.3	110.6	-19.8	-39.1	-91.6
598	20.3	41.3	110.6	-19.8	-39.1	-91.5
599	20.3	41.3	110.5	-19.8	-39.1	-91.5
600	20.2	41.2	110.5	-19.8	-39.1	-91.5
601	20.2	41.2	110.5	-19.8	-39.1	-91.5
602	20.2	41.2	110.5	-19.8	-39.1	-91.5
603	20.2	41.2	110.5	-19.8	-39.1	-91.5
604	20.2	41.2	110.5	-19.8	-39.1	-91.5
605	20.2	41.2	110.5	-19.8	-39	-91.5
606	20.2	41.2	110.4	-19.8	-39	-91.5
607	20.2	41.2	110.4	-19.8	-39	-91.5
608	20.2	41.2	110.4	-19.8	-39	-91.4
609	20.2	41.2	110.4	-19.8	-39	-91.4
610	20.2	41.2	110.4	-19.8	-39	-91.4
611	20.2	41.2	110.4	-19.8	-39	-91.4
612	20.2	41.2	110.4	-19.8	-39	-91.4
613	20.2	41.2	110.3	-19.8	-39	-91.3
614	20.2	41.2	110.3	-19.8	-39	-91.3
615	20.2	41.2	110.3	-19.8	-39	-91.3
616	20.2	41.1	110.3	-19.8	-39	-91.3
617	20.2	41.1	110.3	-19.8	-39	-91.3
618	20.2	41.1	110.3	-19.8	-39	-91.3
619	20.2	41.1	110.2	-19.8	-38.9	-91.3
620	20.2	41.1	110.2	-19.7	-38.9	-91.3
621	20.2	41.1	110.2	-19.7	-38.9	-91.2
622	20.2	41.1	110.2	-19.7	-38.9	-91.2
623	20.2	41.1	110.2	-19.7	-38.9	-91.2
624	20.2	41.1	110.2	-19.7	-38.9	-91.2
625	20.2	41.1	110.1	-19.7	-38.9	-91.2
626	20.2	41.1	110.1	-19.7	-38.9	-91.2
627	20.2	41.1	110.1	-19.7	-38.9	-91.2
628	20.2	41.1	110.1	-19.7	-38.9	-91.2
629	20.2	41.1	110.1	-19.7	-38.9	-91.2
630	20.2	41.1	110.1	-19.7	-38.9	-91.2
631	20.2	41.1	110	-19.7	-38.9	-91.2
632	20.2	41.1	110	-19.7	-38.9	-91.2
633	20.2	41.1	110	-19.7	-38.9	-91.2
634	20.2	41.1	110	-19.7	-38.9	-91.1
635	20.2	41	110	-19.7	-38.9	-91.1
636	20.2	41	110	-19.7	-38.9	-91.1
637	20.2	41	109.9	-19.7	-38.9	-91.1
638	20.2	41	109.9	-19.7	-38.9	-91.1
639	20.1	41	109.9	-19.7	-38.9	-91.1
640	20.1	41	109.9	-19.7	-38.9	-91.1
641	20.1	41	109.9	-19.7	-38.8	-91.1
642	20.1	41	109.9	-19.7	-38.8	-91
643	20.2	41	109.9	-19.7	-38.8	-91
644	20.2	41	109.9	-19.7	-38.8	-91
645	20.2	41	109.8	-19.7	-38.8	-91
646	20.1	41	109.8	-19.7	-38.8	-91
647	20.1	41	109.8	-19.7	-38.8	-91
648	20.1	41	109.8	-19.6	-38.8	-91
649	20.1	41	109.8	-19.6	-38.8	-91
650	20.1	41	109.8	-19.6	-38.8	-90.9
651	20.1	41	109.8	-19.6	-38.8	-90.9
652	20.1	41	109.7	-19.6	-38.7	-90.9
653	20.1	41	109.7	-19.6	-38.7	-90.9
654	20.1	41	109.7	-19.6	-38.7	-90.9
655	20.1	41	109.7	-19.6	-38.7	-90.9
656	20.1	41	109.7	-19.6	-38.7	-90.9
657	20.1	41	109.7	-19.6	-38.7	-90.9
658	20.1	41	109.7	-19.6	-38.7	-90.8
659	20.2	41.1	109.7	-19.6	-38.7	-90.8
660	20.2	41.1	109.7	-19.6	-38.7	-90.8
661	20.2	41.1	109.7	-19.6	-38.7	-90.8
662	20.2	41.1	109.6	-19.6	-38.7	-90.8
663	20.2	41.1	109.6	-19.6	-38.7	-90.8
664	20.2	41.1	109.6	-19.6	-38.6	-90.8
665	20.2	41.1	109.6	-19.6	-38.6	-90.8
666	20.2	41.1	109.6	-19.6	-38.6	-90.8
667	20.2	41.1	109.6	-19.6	-38.6	-90.8
668	20.2	41.1	109.6	-19.6	-38.6	-90.8
669	20.2	41.1	109.5	-19.6	-38.6	-90.7
670	20.2	41.1	109.5	-19.6	-38.6	-90.7
671	20.2	41.1	109.5	-19.6	-38.6	-90.7
672	20.2	41.1	109.5	-19.6	-38.6	-90.7
673	20.2	41.1	109.5	-19.6	-38.6	-90.7
674	20.2	41.1	109.5	-19.6	-38.6	-90.7
675	20.2	41	109.5	-19.6	-38.6	-90.7
676	20.2	41	109.5	-19.6	-38.6	-90.7
677	20.2	41	109.4	-19.6	-38.6	-90.6
678	20.2	40.9	109.4	-19.6	-38.6	-90.6
679	20.2	40.9	109.4	-19.6	-38.6	-90.6
680	20.2	40.9	109.4	-19.6	-38.6	-90.6
681	20.2	40.8	109.4	-19.6	-38.6	-90.6
682	20.2	40.8	109.4	-19.6	-38.6	-90.6
683	20.2	40.8	109.4	-19.6	-38.6	-90.6
684	20.2	40.8	109.3	-19.6	-38.6	-90.6
685	20.2	40.8	109.3	-19.6	-38.6	-90.6
686	20.2	40.7	109.3	-19.6	-38.6	-90.6
687	20.1	40.7	109.3	-19.6	-38.6	-90.6
688	20.1	40.7	109.3	-19.6	-38.5	-90.5
689	20.1	40.8	109.3	-19.6	-38.5	-90.5
690	20.1	40.8	109.3	-19.6	-38.5	-90.5
691	20.1	40.8	109.3	-19.6	-38.5	-90.5
692	20.1	40.8	109.3	-19.6	-38.5	-90.5
693	20.1	40.8	109.2	-19.6	-38.5	-90.5
694	20.1	40.9	109.2	-19.6	-38.5	-90.5
695	20.1	40.9	109.2	-19.6	-38.5	-90.5
696	20.1	40.9	109.2	-19.6	-38.5	-90.5
697	20.1	41	109.2	-19.6	-38.5	-90.5
698	20.1	41	109.2	-19.5	-38.5	-90.5
699	20.1	41	109.2	-19.5	-38.5	-90.4
700	20.1	41	109.2	-19.5	-38.4	-90.4
701	20.1	41.1	109.2	-19.5	-38.4	-90.4
702	20.1	41.1	109.2	-19.5	-38.4	-90.4
703	20.1	41.1	109.1	-19.5	-38.4	-90.4
704	20.1	41.1	109.1	-19.5	-38.4	-90.4
705	20.1	41	109.1	-19.5	-38.4	-90.4
706	20.1	41	109.1	-19.5	-38.4	-90.4
707	20.1	41	109.1	-19.5	-38.4	-90.4
708	20.1	41	109.1	-19.5	-38.4	-90.4
709	20.1	41	109.1	-19.5	-38.4	-90.4
710	20.1	40.9	109.1	-19.5	-38.4	-90.4
711	20.1	40.9	109.1	-19.5	-38.4	-90.4
712	20.1	40.9	109	-19.5	-38.4	-90.4
713	20.1	40.8	109	-19.5	-38.4	-90.3
714	20.1	40.8	109	-19.5	-38.4	-90.3
715	20	40.8	109	-19.5	-38.4	-90.3
716	20	40.8	109	-19.5	-38.4	-90.3
717	20	40.7	109	-19.5	-38.4	-90.3
718	20	40.7	109	-19.5	-38.4	-90.3
719	20	40.7	109	-19.5	-38.4	-90.3
720	20	40.7	108.9	-19.5	-38.4	-90.3
721	20	40.7	108.9	-19.5	-38.4	-90.3
722	20	40.7	108.9	-19.5	-38.4	-90.3
723	20	40.7	108.9	-19.5	-38.4	-90.2
724	20	40.7	108.9	-19.5	-38.4	-90.2
725	20	40.7	108.9	-19.5	-38.4	-90.2
726	20	40.8	108.9	-19.5	-38.4	-90.2
727	20	40.8	108.9	-19.5	-38.4	-90.2
728	20	40.8	108.9	-19.5	-38.4	-90.2
729	20	40.8	108.8	-19.5	-38.4	-90.2
730	20	40.8	108.8	-19.5	-38.4	-90.2
731	20	40.9	108.8	-19.5	-38.4	-90.2
732	20	40.9	108.8	-19.5	-38.4	-90.2
733	20	40.9	108.8	-19.5	-38.4	-90.1
734	20	40.9	108.8	-19.5	-38.4	-90.1
735	20	40.9	108.8	-19.5	-38.4	-90.1
736	20	40.9	108.8	-19.5	-38.4	-90.1
737	20	40.9	108.8	-19.5	-38.4	-90.1
738	20	40.9	108.8	-19.5	-38.4	-90.1
739	20	40.9	108.8	-19.5	-38.4	-90.1
740	20	40.9	108.7	-19.5	-38.4	-90.1
741	19.9	40.9	108.7	-19.5	-38.4	-90.1
742	19.9	40.9	108.7	-19.4	-38.4	-90.1
743	19.9	40.8	108.7	-19.5	-38.4	-90.1
744	19.9	40.8	108.7	-19.5	-38.4	-90.1
745	19.9	40.8	108.7	-19.5	-38.4	-90.1
746	19.9	40.8	108.7	-19.5	-38.5	-90.1
747	19.9	40.7	108.7	-19.4	-38.5	-90.1
748	19.9	40.7	108.7	-19.4	-38.5	-90.1
749	19.9	40.7	108.7	-19.4	-38.4	-90.1
750	19.9	40.7	108.6	-19.4	-38.4	-90
751	19.9	40.7	108.6	-19.4	-38.4	-90
752	19.9	40.6	108.6	-19.4	-38.4	-90
753	19.9	40.6	108.6	-19.4	-38.4	-90
754	19.9	40.6	108.6	-19.4	-38.4	-90
755	19.9	40.6	108.6	-19.4	-38.4	-90
756	19.9	40.7	108.6	-19.4	-38.4	-90
757	19.9	40.7	108.6	-19.4	-38.4	-90
758	19.9	40.7	108.6	-19.4	-38.4	-90
759	19.9	40.7	108.6	-19.4	-38.4	-90
760	19.9	40.7	108.5	-19.4	-38.4	-90
761	19.9	40.7	108.5	-19.4	-38.4	-90
762	19.9	40.8	108.5	-19.4	-38.4	-90
763	19.9	40.8	108.5	-19.4	-38.4	-90
764	19.8	40.8	108.5	-19.4	-38.4	-90
765	19.8	40.8	108.5	-19.4	-38.4	-90
766	19.8	40.8	108.5	-19.4	-38.4	-90
767	19.8	40.8	108.4	-19.4	-38.4	-90
768	19.8	40.8	108.4	-19.4	-38.4	-90
769	19.8	40.8	108.4	-19.4	-38.4	-89.9
770	19.8	40.8	108.4	-19.4	-38.4	-89.9
771	19.8	40.8	108.4	-19.4	-38.4	-89.9
772	19.8	40.8	108.4	-19.4	-38.4	-89.9
773	19.8	40.8	108.4	-19.4	-38.4	-89.9
774	19.8	40.7	108.4	-19.4	-38.4	-89.9
775	19.8	40.7	108.4	-19.4	-38.4	-89.9
776	19.8	40.7	108.3	-19.4	-38.4	-89.9
777	19.8	40.7	108.3	-19.4	-38.4	-89.9
778	19.8	40.6	108.3	-19.4	-38.4	-89.9
779	19.8	40.6	108.3	-19.4	-38.4	-89.8
780	19.8	40.6	108.3	-19.4	-38.4	-89.8
781	19.8	40.6	108.3	-19.4	-38.4	-89.8
782	19.8	40.5	108.3	-19.4	-38.4	-89.8
783	19.8	40.5	108.3	-19.4	-38.4	-89.8
784	19.8	40.5	108.3	-19.4	-38.4	-89.8
785	19.8	40.5	108.2	-19.4	-38.4	-89.8
786	19.8	40.5	108.2	-19.4	-38.4	-89.8
787	19.8	40.5	108.2	-19.3	-38.4	-89.8
788	19.8	40.5	108.2	-19.3	-38.4	-89.8
789	19.8	40.5	108.2	-19.3	-38.4	-89.8
790	19.7	40.5	108.2	-19.3	-38.4	-89.8
791	19.7	40.5	108.2	-19.3	-38.4	-89.8
792	19.7	40.5	108.2	-19.3	-38.4	-89.8
793	19.7	40.5	108.2	-19.3	-38.4	-89.8
794	19.7	40.5	108.1	-19.3	-38.4	-89.8
795	19.7	40.6	108.1	-19.3	-38.4	-89.7
796	19.7	40.6	108.1	-19.3	-38.3	-89.7
797	19.7	40.6	108.1	-19.3	-38.3	-89.7
798	19.8	40.6	108.1	-19.3	-38.3	-89.7
799	19.8	40.6	108.1	-19.3	-38.3	-89.7
800	19.8	40.6	108.1	-19.3	-38.3	-89.7
801	19.7	40.6	108.1	-19.3	-38.3	-89.7
802	19.7	40.6	108.1	-19.3	-38.3	-89.7
803	19.7	40.6	108.1	-19.3	-38.3	-89.7
804	19.7	40.6	108	-19.3	-38.3	-89.7
805	19.7	40.6	108	-19.3	-38.3	-89.7
806	19.7	40.6	108	-19.3	-38.3	-89.7
807	19.7	40.5	108	-19.3	-38.3	-89.7
808	19.7	40.5	108	-19.3	-38.3	-89.7
809	19.7	40.5	108	-19.3	-38.3	-89.7
810	19.7	40.5	108	-19.3	-38.3	-89.7
811	19.7	40.4	108	-19.2	-38.3	-89.7
812	19.7	40.4	108	-19.2	-38.3	-89.7
813	19.7	40.4	107.9	-19.2	-38.3	-89.7
814	19.7	40.4	107.9	-19.2	-38.3	-89.7
815	19.7	40.4	107.9	-19.2	-38.3	-89.7
816	19.7	40.3	107.9	-19.2	-38.3	-89.7
817	19.7	40.3	107.9	-19.2	-38.3	-89.7
818	19.7	40.3	107.9	-19.2	-38.3	-89.7
819	19.7	40.3	107.9	-19.2	-38.3	-89.7
820	19.7	40.3	107.9	-19.2	-38.3	-89.7
821	19.7	40.4	107.9	-19.2	-38.3	-89.6
822	19.7	40.4	107.8	-19.2	-38.3	-89.6
823	19.7	40.4	107.8	-19.2	-38.3	-89.6
824	19.7	40.4	107.8	-19.2	-38.3	-89.6
825	19.7	40.4	107.8	-19.2	-38.3	-89.6
826	19.7	40.4	107.8	-19.3	-38.3	-89.6
827	19.7	40.4	107.8	-19.3	-38.3	-89.6
828	19.7	40.4	107.8	-19.3	-38.3	-89.6
829	19.7	40.4	107.8	-19.3	-38.3	-89.6
830	19.7	40.4	107.7	-19.3	-38.3	-89.6
831	19.7	40.4	107.7	-19.2	-38.3	-89.6
832	19.7	40.3	107.7	-19.2	-38.3	-89.6
833	19.7	40.3	107.7	-19.2	-38.3	-89.6
834	19.7	40.3	107.7	-19.2	-38.3	-89.6
835	19.7	40.3	107.7	-19.2	-38.3	-89.6
836	19.7	40.3	107.7	-19.2	-38.3	-89.6
837	19.7	40.3	107.7	-19.2	-38.3	-89.6
838	19.7	40.3	107.6	-19.2	-38.3	-89.5
839	19.7	40.3	107.6	-19.2	-38.3	-89.5
840	19.7	40.3	107.6	-19.2	-38.3	-89.5
841	19.7	40.3	107.6	-19.2	-38.2	-89.5
842	19.7	40.3	107.6	-19.2	-38.2	-89.5
843	19.7	40.3	107.6	-19.2	-38.2	-89.5
844	19.7	40.3	107.6	-19.2	-38.2	-89.5
845	19.7	40.3	107.6	-19.2	-38.2	-89.5
846	19.7	40.3	107.6	-19.2	-38.2	-89.5
847	19.7	40.3	107.6	-19.2	-38.2	-89.5
848	19.7	40.3	107.6	-19.2	-38.2	-89.4
849	19.7	40.3	107.6	-19.2	-38.2	-89.4
850	19.7	40.3	107.6	-19.2	-38.2	-89.4
851	19.7	40.3	107.6	-19.2	-38.2	-89.4
852	19.7	40.3	107.6	-19.2	-38.2	-89.4
853	19.7	40.3	107.5	-19.2	-38.2	-89.4
854	19.7	40.3	107.5	-19.2	-38.2	-89.4
855	19.7	40.3	107.5	-19.2	-38.2	-89.4
856	19.7	40.3	107.5	-19.2	-38.2	-89.4
857	19.7	40.3	107.5	-19.2	-38.2	-89.3
858	19.7	40.3	107.5	-19.2	-38.2	-89.3
859	19.7	40.3	107.5	-19.2	-38.2	-89.3
860	19.7	40.3	107.5	-19.2	-38.2	-89.3
861	19.7	40.3	107.5	-19.2	-38.2	-89.3
862	19.7	40.3	107.5	-19.2	-38.2	-89.3
863	19.7	40.3	107.5	-19.2	-38.2	-89.3
864	19.7	40.2	107.5	-19.2	-38.2	-89.3
865	19.7	40.2	107.5	-19.2	-38.2	-89.3
866	19.7	40.2	107.4	-19.2	-38.2	-89.3
867	19.7	40.2	107.4	-19.2	-38.2	-89.3
868	19.7	40.2	107.4	-19.2	-38.2	-89.3
869	19.7	40.2	107.4	-19.2	-38.2	-89.3
870	19.7	40.2	107.4	-19.2	-38.2	-89.3
871	19.7	40.2	107.4	-19.2	-38.2	-89.3
872	19.7	40.2	107.4	-19.2	-38.2	-89.3
873	19.7	40.2	107.4	-19.2	-38.2	-89.3
874	19.7	40.2	107.4	-19.2	-38.2	-89.2
875	19.7	40.2	107.4	-19.2	-38.2	-89.2
876	19.7	40.2	107.4	-19.2	-38.2	-89.2
877	19.7	40.2	107.4	-19.2	-38.2	-89.2
878	19.7	40.2	107.4	-19.2	-38.2	-89.2
879	19.7	40.2	107.4	-19.1	-38.1	-89.2
880	19.7	40.2	107.4	-19.1	-38.1	-89.2
881	19.7	40.2	107.4	-19.1	-38.1	-89.2
882	19.7	40.2	107.4	-19.1	-38.1	-89.2
883	19.7	40.2	107.4	-19.1	-38.1	-89.2
884	19.7	40.2	107.4	-19.1	-38.1	-89.2
885	19.8	40.2	107.3	-19.1	-38.1	-89.1
886	19.8	40.2	107.3	-19.1	-38.1	-89.1
887	19.8	40.2	107.3	-19.1	-38.1	-89.1
888	19.8	40.2	107.3	-19.1	-38.1	-89.1
889	19.8	40.2	107.3	-19.1	-38.1	-89.1
890	19.8	40.2	107.3	-19.1	-38.1	-89.1
891	19.8	40.2	107.3	-19.1	-38.1	-89.1
892	19.8	40.2	107.3	-19.1	-38.1	-89.1
893	19.8	40.2	107.3	-19.1	-38.1	-89.1
894	19.8	40.2	107.3	-19.1	-38.1	-89.1
895	19.8	40.2	107.3	-19.1	-38.1	-89.1
896	19.8	40.1	107.3	-19.1	-38.1	-89.1
897	19.8	40.1	107.3	-19.1	-38.1	-89.1
898	19.8	40.1	107.3	-19.1	-38.1	-89.1
899	19.8	40.1	107.2	-19.1	-38.1	-89.1
900	19.8	40.1	107.2	-19.1	-38.1	-89.1
901	19.8	40.1	107.2	-19.1	-38.1	-89.1
902	19.8	40.1	107.2	-19.1	-38.1	-89.1
903	19.8	40.1	107.2	-19.1	-38.1	-89.1
904	19.7	40.1	107.2	-19.1	-38.1	-89.1
905	19.7	40.1	107.2	-19.1	-38.1	-89
906	19.7	40.1	107.2	-19.1	-38.1	-89
907	19.7	40.1	107.2	-19.1	-38.1	-89
908	19.7	40.1	107.2	-19.1	-38.1	-89
909	19.7	40.1	107.2	-19.1	-38.1	-89
910	19.7	40.1	107.2	-19.1	-38.1	-89
911	19.7	40.1	107.2	-19.1	-38.1	-89
912	19.7	40.1	107.2	-19.1	-38.1	-89
913	19.8	40.1	107.1	-19.1	-38.1	-89
914	19.8	40.1	107.1	-19.1	-38.1	-89
915	19.8	40.1	107.1	-19.1	-38.1	-89
916	19.8	40.1	107.1	-19.1	-38.1	-89
917	19.8	40.1	107.1	-19.1	-38.1	-89
918	19.8	40.1	107.1	-19.1	-38.1	-89
919	19.8	40.1	107.1	-19.1	-38.1	-89
920	19.8	40.1	107.1	-19.1	-38.1	-89
921	19.8	40.1	107.1	-19.1	-38.1	-89
922	19.8	40.1	107.1	-19.1	-38.1	-89
923	19.7	40.1	107.1	-19.1	-38.1	-89
924	19.7	40	107.1	-19.1	-38.1	-89
925	19.7	40	107.1	-19.1	-38.1	-89
926	19.7	40	107.1	-19.1	-38.1	-89
927	19.7	40	107.1	-19.1	-38.1	-89
928	19.7	40	107.1	-19.1	-38.1	-89
929	19.7	40	107	-19.1	-38.1	-89
930	19.7	40	107	-19.1	-38.1	-88.9
931	19.7	40	107	-19.1	-38.1	-88.9
932	19.7	40	107	-19	-38.1	-88.9
933	19.7	40	107	-19	-38.1	-88.9
934	19.7	40	107	-19	-38.1	-88.9
935	19.7	40	107	-19	-38.1	-88.9
936	19.7	39.9	106.9	-19.1	-38.1	-88.9
937	19.7	39.9	106.9	-19.1	-38.1	-88.9
938	19.7	39.9	106.9	-19.1	-38.1	-88.9
939	19.7	39.9	106.9	-19.1	-38.1	-88.9
940	19.7	39.9	106.9	-19.1	-38.1	-88.9
941	19.7	39.9	106.9	-19	-38.1	-88.9
942	19.7	39.9	106.9	-19.1	-38.1	-88.9
943	19.7	39.9	106.9	-19.1	-38.1	-88.9
944	19.7	39.9	106.8	-19.1	-38.1	-88.9
945	19.7	39.9	106.8	-19.1	-38.1	-88.9
946	19.7	39.9	106.8	-19.1	-38.1	-88.9
947	19.7	39.9	106.8	-19.1	-38.1	-88.9
948	19.7	39.9	106.8	-19.1	-38.1	-88.9
949	19.7	39.9	106.8	-19.1	-38.1	-88.9
950	19.6	39.9	106.8	-19.1	-38.1	-88.9
951	19.6	39.9	106.8	-19.1	-38	-88.9
952	19.6	39.9	106.8	-19	-38	-88.9
953	19.6	39.9	106.8	-19	-38	-88.8
954	19.6	39.9	106.8	-19	-38	-88.8
955	19.6	39.9	106.8	-19	-38	-88.8
956	19.6	39.9	106.8	-19	-38	-88.8
957	19.6	39.9	106.8	-19	-38	-88.8
958	19.6	39.9	106.8	-19	-38	-88.8
959	19.6	39.9	106.8	-19	-38	-88.8
960	19.6	39.9	106.8	-19	-38	-88.8
961	19.6	39.9	106.8	-19	-38	-88.8
962	19.6	39.9	106.7	-19	-38	-88.8
963	19.6	39.9	106.7	-19	-38	-88.8
964	19.6	39.9	106.7	-19	-38	-88.8
965	19.6	39.9	106.7	-19	-38	-88.8
966	19.6	39.9	106.7	-19	-38	-88.8
967	19.6	39.9	106.7	-19	-38	-88.8
968	19.6	39.9	106.7	-19	-38	-88.8
969	19.6	39.9	106.7	-19	-38	-88.8
970	19.6	39.9	106.7	-19	-38	-88.8
971	19.6	39.9	106.7	-19	-38	-88.8
972	19.6	39.9	106.7	-19	-38	-88.8
973	19.6	39.9	106.7	-19	-38	-88.8
974	19.6	39.9	106.7	-19	-38	-88.8
975	19.6	39.9	106.6	-18.9	-38	-88.8
976	19.6	39.9	106.6	-18.9	-38	-88.8
977	19.6	39.9	106.6	-18.9	-38	-88.8
978	19.6	39.9	106.6	-18.9	-38	-88.8
979	19.6	39.9	106.6	-18.9	-38	-88.8
980	19.6	39.9	106.6	-18.9	-38	-88.8
981	19.5	39.9	106.6	-18.9	-38	-88.8
982	19.5	39.9	106.6	-19	-38	-88.8
983	19.5	39.9	106.6	-19	-38	-88.8
984	19.5	39.9	106.6	-19	-38	-88.8
985	19.5	39.9	106.6	-19	-38	-88.8
986	19.5	39.9	106.5	-19	-38	-88.8
987	19.5	39.8	106.5	-19	-38	-88.8
988	19.5	39.8	106.5	-19	-38	-88.8
989	19.5	39.8	106.5	-19	-38	-88.8
990	19.5	39.8	106.5	-19	-38	-88.8
991	19.5	39.8	106.5	-19	-38	-88.8
992	19.5	39.8	106.5	-19	-38	-88.8
993	19.5	39.8	106.5	-19	-38	-88.8
994	19.5	39.8	106.5	-19	-38	-88.8
995	19.5	39.8	106.5	-19	-38	-88.8
996	19.5	39.8	106.5	-19	-38	-88.8
997	19.5	39.8	106.4	-19	-38	-88.8
998	19.5	39.8	106.4	-19	-38	-88.8
999	19.5	39.8	106.4	-19	-38	-88.8
1000	19.5	39.8	106.4	-19	-38	-88.8
