Time	100GtC	200GtC	500GtC	-100GtC	-200GtC	-500GtC
644	12.5	24.5	55.4	-12.3	-24.9	-68.7
645	12.5	24.5	55.4	-12.3	-24.9	-68.7
646	12.5	24.5	55.4	-12.3	-24.9	-68.7
647	12.5	24.5	55.4	-12.3	-24.9	-68.6
648	12.5	24.4	55.4	-12.3	-24.9	-68.6
649	12.5	24.4	55.4	-12.3	-24.9	-68.6
650	12.5	24.4	55.3	-12.3	-24.9	-68.6
651	12.5	24.4	55.3	-12.3	-24.9	-68.6
652	12.5	24.4	55.3	-12.3	-24.9	-68.6
653	12.4	24.3	55.3	-12.3	-24.9	-68.6
654	12.4	24.3	55.3	-12.3	-24.9	-68.6
655	12.4	24.3	55.3	-12.2	-24.9	-68.6
656	12.4	24.2	55.3	-12.2	-24.9	-68.6
657	12.4	24.2	55.2	-12.2	-24.9	-68.6
658	12.4	24.2	55.2	-12.2	-24.9	-68.6
659	12.4	24.1	55.2	-12.2	-24.9	-68.6
660	12.4	24	55.2	-12.2	-24.9	-68.5
661	12.3	24	55.2	-12.2	-24.9	-68.5
662	12.3	23.9	55.2	-12.2	-24.9	-68.5
663	12.3	23.9	55.1	-12.2	-24.9	-68.5
664	12.3	23.9	55.1	-12.2	-25	-68.5
665	12.3	23.8	55.1	-12.2	-25	-68.5
666	12.3	23.8	55.1	-12.2	-25	-68.4
667	12.3	23.8	55.1	-12.2	-25	-68.4
668	12.3	23.8	55.1	-12.2	-24.9	-68.4
669	12.3	23.8	55.1	-12.2	-24.9	-68.4
670	12.2	23.8	55	-12.2	-24.9	-68.4
671	12.2	23.8	55	-12.2	-24.9	-68.4
672	12.2	23.8	55	-12.2	-24.9	-68.4
673	12.2	23.8	55	-12.2	-24.9	-68.4
674	12.2	23.9	55	-12.1	-24.9	-68.4
675	12.2	23.9	55	-12.1	-24.9	-68.4
676	12.2	23.9	55	-12.1	-24.9	-68.4
677	12.2	24	55	-12.1	-24.9	-68.3
678	12.2	24	55	-12.1	-24.9	-68.3
679	12.1	24.1	54.9	-12.1	-24.9	-68.3
680	12.1	24.1	54.9	-12.1	-24.9	-68.3
681	12.1	24.2	54.9	-12.1	-24.9	-68.3
682	12.1	24.2	54.9	-12.1	-24.9	-68.3
683	12.1	24.2	54.9	-12.1	-24.9	-68.3
684	12.1	24.3	54.9	-12.1	-24.9	-68.3
685	12.1	24.3	54.9	-12.1	-24.8	-68.3
686	12.1	24.3	54.9	-12.1	-24.8	-68.2
687	12.1	24.3	54.9	-12.1	-24.8	-68.2
688	12.1	24.3	54.9	-12.1	-24.8	-68.2
689	12.1	24.3	54.9	-12.1	-24.8	-68.2
690	12.1	24.2	54.8	-12.1	-24.8	-68.2
691	12.1	24.2	54.8	-12.1	-24.8	-68.2
692	12.1	24.1	54.8	-12	-24.8	-68.2
693	12.2	24.1	54.8	-12	-24.8	-68.1
694	12.2	24	54.8	-12	-24.8	-68.1
695	12.2	23.9	54.8	-12	-24.8	-68.1
696	12.2	23.8	54.8	-12	-24.8	-68.1
697	12.2	23.7	54.8	-12	-24.8	-68.1
698	12.2	23.7	54.8	-12	-24.8	-68
699	12.2	23.6	54.7	-12	-24.8	-68.1
700	12.2	23.5	54.7	-12	-24.8	-68.1
701	12.1	23.5	54.7	-12.1	-24.8	-68.1
702	12.1	23.5	54.7	-12	-24.8	-68
703	12.1	23.4	54.7	-12	-24.8	-68
704	12.1	23.4	54.6	-12	-24.8	-68
705	12.1	23.4	54.6	-12	-24.8	-68
706	12.1	23.5	54.6	-12	-24.8	-68
707	12.1	23.5	54.6	-12	-24.8	-67.9
708	12.1	23.5	54.6	-12	-24.8	-67.9
709	12.1	23.6	54.6	-12	-24.8	-67.9
710	12.1	23.6	54.6	-12	-24.8	-67.9
711	12.1	23.7	54.6	-12	-24.7	-67.9
712	12.1	23.7	54.6	-12	-24.7	-67.9
713	12.1	23.7	54.6	-12	-24.7	-67.9
714	12.1	23.8	54.6	-12	-24.7	-67.8
715	12.1	23.8	54.5	-12	-24.7	-67.8
716	12.1	23.8	54.5	-12	-24.7	-67.8
717	12.1	23.9	54.5	-12	-24.7	-67.8
718	12.1	23.9	54.5	-12	-24.6	-67.8
719	12.2	23.9	54.5	-12	-24.6	-67.8
720	12.2	23.9	54.5	-12	-24.6	-67.8
721	12.2	23.9	54.5	-12	-24.6	-67.8
722	12.2	23.9	54.5	-12	-24.6	-67.8
723	12.2	23.9	54.5	-12	-24.6	-67.8
724	12.2	23.8	54.5	-12	-24.6	-67.8
725	12.2	23.8	54.4	-12	-24.6	-67.8
726	12.2	23.7	54.4	-12	-24.6	-67.8
727	12.2	23.7	54.4	-11.9	-24.5	-67.7
728	12.2	23.6	54.4	-11.9	-24.5	-67.7
729	12.2	23.6	54.4	-11.9	-24.5	-67.7
730	12.2	23.5	54.4	-11.9	-24.4	-67.7
731	12.2	23.4	54.4	-11.9	-24.4	-67.7
732	12.2	23.4	54.4	-11.9	-24.4	-67.7
733	12.2	23.3	54.4	-11.9	-24.4	-67.7
734	12.2	23.3	54.3	-11.9	-24.4	-67.7
735	12.2	23.3	54.3	-11.9	-24.4	-67.7
736	12.2	23.2	54.3	-11.9	-24.4	-67.7
737	12.2	23.2	54.3	-11.9	-24.4	-67.7
738	12.2	23.2	54.3	-11.9	-24.3	-67.7
739	12.2	23.2	54.3	-11.9	-24.3	-67.7
740	12.2	23.2	54.2	-11.9	-24.3	-67.6
741	12.2	23.3	54.2	-11.9	-24.3	-67.6
742	12.2	23.3	54.2	-11.9	-24.3	-67.6
743	12.2	23.3	54.2	-11.9	-24.2	-67.6
744	12.2	23.3	54.2	-11.9	-24.2	-67.5
745	12.2	23.4	54.2	-11.8	-24.2	-67.5
746	12.2	23.4	54.2	-11.8	-24.2	-67.5
747	12.2	23.5	54.2	-11.8	-24.2	-67.5
748	12.2	23.5	54.1	-11.9	-24.2	-67.5
749	12.2	23.5	54.1	-11.9	-24.2	-67.5
750	12.2	23.5	54.1	-11.9	-24.2	-67.5
751	12.2	23.5	54.1	-11.9	-24.2	-67.4
752	12.2	23.6	54.1	-11.9	-24.1	-67.4
753	12.2	23.6	54.1	-11.9	-24.1	-67.4
754	12.2	23.6	54.1	-11.9	-24.1	-67.4
755	12.3	23.5	54.1	-11.9	-24.1	-67.4
756	12.3	23.5	54.1	-11.9	-24.1	-67.4
757	12.3	23.5	54	-11.9	-24.1	-67.4
758	12.3	23.4	54	-11.9	-24.1	-67.3
759	12.3	23.4	54	-11.9	-24.1	-67.3
760	12.3	23.3	54	-11.9	-24.1	-67.3
761	12.3	23.3	54	-11.9	-24.1	-67.3
762	12.3	23.2	54	-11.9	-24.1	-67.3
763	12.3	23.2	54	-11.9	-24.1	-67.2
764	12.3	23.2	54	-11.9	-24	-67.2
765	12.3	23.1	54	-11.8	-24	-67.2
766	12.3	23.1	54	-11.8	-24	-67.2
767	12.3	23.1	54	-11.8	-24	-67.2
768	12.3	23.1	54	-11.8	-24	-67.2
769	12.3	23.1	54	-11.8	-24	-67.2
770	12.3	23.1	54	-11.8	-24	-67.2
771	12.3	23.1	54	-11.8	-24	-67.1
772	12.3	23.1	54	-11.8	-24	-67.1
773	12.3	23.1	54	-11.8	-24	-67.2
774	12.3	23.1	54	-11.8	-24	-67.2
775	12.3	23.1	54	-11.8	-24	-67.1
776	12.3	23.2	54	-11.8	-24	-67.1
777	12.3	23.2	54	-11.8	-24	-67.1
778	12.4	23.3	53.9	-11.8	-23.9	-67.1
779	12.4	23.3	53.9	-11.8	-23.9	-67.1
780	12.4	23.3	53.9	-11.8	-23.9	-67.1
781	12.4	23.4	53.9	-11.8	-23.9	-67.1
782	12.4	23.4	53.9	-11.8	-23.9	-67.1
783	12.4	23.5	53.9	-11.8	-23.9	-67
784	12.4	23.5	53.9	-11.8	-23.9	-67
785	12.4	23.5	53.9	-11.8	-23.9	-67
786	12.4	23.5	53.9	-11.8	-23.9	-67
787	12.4	23.5	53.9	-11.8	-23.9	-67
788	12.4	23.5	53.9	-11.8	-23.9	-67
789	12.4	23.5	53.9	-11.8	-23.9	-67
790	12.4	23.5	53.9	-11.8	-23.9	-67
791	12.4	23.5	53.9	-11.8	-23.9	-67
792	12.4	23.4	53.9	-11.8	-23.9	-66.9
793	12.4	23.4	53.9	-11.8	-23.9	-66.9
794	12.4	23.3	53.9	-11.8	-23.9	-66.9
795	12.4	23.3	53.9	-11.8	-23.9	-66.9
796	12.4	23.2	53.9	-11.8	-23.9	-66.9
797	12.4	23.2	53.9	-11.8	-23.9	-66.9
798	12.3	23.1	53.9	-11.8	-23.9	-66.9
799	12.3	23.1	53.8	-11.8	-23.9	-66.9
800	12.3	23.1	53.8	-11.8	-23.9	-66.9
801	12.3	23.1	53.9	-11.8	-23.9	-66.8
802	12.3	23.1	53.8	-11.8	-23.9	-66.8
803	12.3	23.1	53.8	-11.8	-23.9	-66.8
804	12.3	23.1	53.8	-11.8	-23.9	-66.8
805	12.3	23.1	53.8	-11.8	-23.9	-66.8
806	12.3	23.1	53.8	-11.8	-23.9	-66.8
807	12.3	23.2	53.9	-11.8	-23.9	-66.7
808	12.3	23.2	53.8	-11.8	-23.9	-66.7
809	12.3	23.3	53.8	-11.8	-23.8	-66.7
810	12.3	23.3	53.8	-11.8	-23.8	-66.7
811	12.4	23.3	53.8	-11.8	-23.8	-66.7
812	12.4	23.4	53.8	-11.8	-23.8	-66.6
813	12.4	23.4	53.8	-11.8	-23.9	-66.6
814	12.4	23.4	53.8	-11.8	-23.8	-66.6
815	12.4	23.5	53.8	-11.8	-23.8	-66.6
816	12.4	23.5	53.8	-11.8	-23.8	-66.6
817	12.4	23.5	53.8	-11.8	-23.8	-66.6
818	12.4	23.5	53.8	-11.8	-23.8	-66.6
819	12.4	23.5	53.8	-11.8	-23.8	-66.5
820	12.4	23.5	53.8	-11.8	-23.8	-66.5
821	12.4	23.5	53.8	-11.8	-23.8	-66.5
822	12.4	23.4	53.8	-11.8	-23.8	-66.5
823	12.4	23.4	53.8	-11.8	-23.8	-66.5
824	12.4	23.4	53.8	-11.8	-23.9	-66.5
825	12.4	23.4	53.8	-11.8	-23.9	-66.5
826	12.4	23.3	53.8	-11.7	-23.8	-66.5
827	12.4	23.3	53.8	-11.7	-23.8	-66.5
828	12.4	23.3	53.8	-11.7	-23.8	-66.5
829	12.4	23.3	53.8	-11.7	-23.8	-66.5
830	12.4	23.3	53.8	-11.7	-23.8	-66.4
831	12.4	23.3	53.8	-11.7	-23.8	-66.4
832	12.4	23.3	53.8	-11.7	-23.8	-66.4
833	12.4	23.4	53.8	-11.7	-23.8	-66.4
834	12.4	23.4	53.8	-11.7	-23.8	-66.4
835	12.4	23.4	53.8	-11.7	-23.8	-66.4
836	12.4	23.4	53.8	-11.7	-23.8	-66.4
837	12.4	23.4	53.9	-11.7	-23.8	-66.4
838	12.4	23.4	53.8	-11.7	-23.8	-66.4
839	12.3	23.4	53.8	-11.7	-23.8	-66.4
840	12.3	23.4	53.8	-11.7	-23.8	-66.4
841	12.3	23.4	53.8	-11.8	-23.8	-66.4
842	12.3	23.3	53.8	-11.8	-23.8	-66.4
843	12.3	23.3	53.8	-11.8	-23.8	-66.4
844	12.3	23.3	53.8	-11.8	-23.8	-66.4
845	12.3	23.3	53.7	-11.8	-23.8	-66.4
846	12.3	23.3	53.7	-11.8	-23.8	-66.4
847	12.3	23.3	53.7	-11.8	-23.8	-66.4
848	12.3	23.3	53.7	-11.8	-23.8	-66.4
849	12.2	23.3	53.7	-11.8	-23.8	-66.4
850	12.2	23.3	53.7	-11.8	-23.8	-66.4
851	12.2	23.3	53.7	-11.8	-23.8	-66.4
852	12.2	23.3	53.7	-11.8	-23.8	-66.4
853	12.2	23.3	53.7	-11.8	-23.8	-66.4
854	12.2	23.3	53.7	-11.8	-23.8	-66.4
855	12.2	23.3	53.7	-11.8	-23.8	-66.4
856	12.2	23.3	53.6	-11.8	-23.9	-66.4
857	12.2	23.3	53.6	-11.8	-23.9	-66.4
858	12.2	23.2	53.6	-11.7	-23.9	-66.4
859	12.2	23.2	53.6	-11.7	-23.9	-66.4
860	12.1	23.2	53.6	-11.7	-23.9	-66.4
861	12.2	23.3	53.6	-11.7	-23.9	-66.4
862	12.2	23.3	53.6	-11.7	-23.9	-66.4
863	12.2	23.3	53.6	-11.7	-23.9	-66.4
864	12.1	23.3	53.6	-11.7	-23.8	-66.4
865	12.1	23.3	53.6	-11.7	-23.8	-66.4
866	12.1	23.3	53.6	-11.7	-23.8	-66.4
867	12.1	23.3	53.6	-11.7	-23.8	-66.4
868	12.1	23.3	53.6	-11.7	-23.8	-66.4
869	12.1	23.2	53.6	-11.6	-23.8	-66.4
870	12.1	23.2	53.6	-11.6	-23.8	-66.4
871	12.1	23.2	53.6	-11.6	-23.8	-66.4
872	12.1	23.2	53.6	-11.6	-23.8	-66.4
873	12.1	23.2	53.6	-11.6	-23.8	-66.4
874	12.1	23.2	53.6	-11.6	-23.8	-66.4
875	12.1	23.2	53.6	-11.6	-23.8	-66.4
876	12.1	23.2	53.6	-11.6	-23.8	-66.4
877	12	23.2	53.5	-11.7	-23.8	-66.4
878	12	23.2	53.5	-11.7	-23.8	-66.4
879	12	23.2	53.5	-11.7	-23.8	-66.4
880	12	23.2	53.4	-11.7	-23.8	-66.4
881	11.9	23.2	53.4	-11.7	-23.9	-66.4
882	11.9	23.2	53.4	-11.7	-23.9	-66.4
883	11.9	23.2	53.4	-11.7	-23.9	-66.4
884	11.9	23.2	53.4	-11.7	-23.9	-66.4
885	11.9	23.2	53.4	-11.7	-23.9	-66.4
886	11.9	23.2	53.3	-11.7	-23.9	-66.4
887	11.8	23.2	53.3	-11.7	-23.9	-66.4
888	11.8	23.2	53.3	-11.7	-23.9	-66.4
889	11.8	23.2	53.3	-11.7	-23.9	-66.4
890	11.8	23.2	53.3	-11.7	-23.9	-66.4
891	11.8	23.2	53.3	-11.7	-23.9	-66.4
892	11.8	23.2	53.3	-11.7	-23.8	-66.4
893	11.8	23.2	53.3	-11.7	-23.8	-66.4
894	11.8	23.2	53.3	-11.7	-23.8	-66.4
895	11.7	23.2	53.3	-11.7	-23.8	-66.4
896	11.7	23.2	53.2	-11.7	-23.8	-66.4
897	11.7	23.2	53.2	-11.7	-23.8	-66.4
898	11.7	23.2	53.2	-11.7	-23.8	-66.4
899	11.7	23.2	53.2	-11.7	-23.8	-66.4
900	11.7	23.2	53.2	-11.7	-23.8	-66.4
901	11.7	23.2	53.2	-11.7	-23.8	-66.3
902	11.7	23.2	53.2	-11.7	-23.8	-66.3
903	11.7	23.2	53.2	-11.7	-23.8	-66.3
904	11.7	23.2	53.2	-11.7	-23.8	-66.3
905	11.7	23.2	53.2	-11.7	-23.8	-66.3
906	11.7	23.2	53.2	-11.7	-23.8	-66.3
907	11.7	23.2	53.2	-11.7	-23.8	-66.3
908	11.7	23.2	53.2	-11.7	-23.8	-66.3
909	11.7	23.2	53.2	-11.7	-23.8	-66.3
910	11.7	23.2	53.2	-11.6	-23.7	-66.3
911	11.7	23.2	53.2	-11.6	-23.7	-66.3
912	11.7	23.2	53.1	-11.6	-23.7	-66.2
913	11.7	23.2	53.1	-11.6	-23.7	-66.2
914	11.7	23.2	53.1	-11.6	-23.7	-66.2
915	11.7	23.2	53.1	-11.7	-23.7	-66.2
916	11.7	23.2	53.1	-11.7	-23.7	-66.2
917	11.7	23.2	53.1	-11.6	-23.7	-66.2
918	11.6	23.2	53	-11.6	-23.7	-66.2
919	11.6	23.2	53	-11.6	-23.8	-66.2
920	11.6	23.2	53	-11.6	-23.8	-66.2
921	11.6	23.2	53	-11.6	-23.8	-66.2
922	11.6	23.2	53	-11.6	-23.8	-66.2
923	11.6	23.2	53	-11.6	-23.8	-66.2
924	11.6	23.2	53	-11.6	-23.7	-66.2
925	11.6	23.2	53	-11.6	-23.7	-66.2
926	11.6	23.2	53	-11.6	-23.7	-66.2
927	11.6	23.2	53	-11.6	-23.7	-66.2
928	11.6	23.2	53	-11.6	-23.7	-66.2
929	11.6	23.2	53	-11.6	-23.7	-66.2
930	11.6	23.2	53	-11.6	-23.7	-66.2
931	11.6	23.2	53	-11.6	-23.7	-66.1
932	11.6	23.2	53	-11.6	-23.7	-66.2
933	11.6	23.2	53	-11.6	-23.7	-66.2
934	11.6	23.2	53	-11.6	-23.7	-66.2
935	11.6	23.3	53	-11.6	-23.7	-66.1
936	11.6	23.3	53	-11.6	-23.7	-66.1
937	11.6	23.3	53.1	-11.6	-23.7	-66.1
938	11.6	23.3	53.1	-11.6	-23.7	-66.1
939	11.7	23.3	53.1	-11.6	-23.7	-66.1
940	11.7	23.3	53.1	-11.6	-23.7	-66.1
941	11.7	23.3	53.1	-11.6	-23.7	-66.1
942	11.6	23.3	53.1	-11.6	-23.7	-66.1
943	11.6	23.3	53.1	-11.6	-23.7	-66.1
944	11.6	23.3	53.1	-11.6	-23.7	-66.1
945	11.7	23.4	53.1	-11.6	-23.7	-66.1
946	11.7	23.4	53.1	-11.5	-23.7	-66.1
947	11.7	23.4	53.1	-11.5	-23.7	-66.1
948	11.7	23.4	53.1	-11.5	-23.7	-66.1
949	11.7	23.4	53.1	-11.5	-23.7	-66.1
950	11.7	23.4	53.1	-11.5	-23.7	-66.1
951	11.7	23.3	53.1	-11.5	-23.7	-66.1
952	11.7	23.3	53.1	-11.6	-23.7	-66
953	11.7	23.3	53.1	-11.6	-23.7	-66.1
954	11.7	23.3	53.1	-11.5	-23.7	-66
955	11.7	23.3	53.1	-11.5	-23.8	-66
956	11.7	23.3	53.1	-11.5	-23.8	-66
957	11.7	23.3	53	-11.5	-23.8	-66
958	11.7	23.3	53	-11.6	-23.8	-66
959	11.7	23.2	53	-11.6	-23.8	-66
960	11.7	23.2	53	-11.6	-23.8	-66
961	11.7	23.2	53	-11.6	-23.8	-66
962	11.7	23.2	53	-11.6	-23.8	-66
963	11.7	23.2	53	-11.6	-23.8	-66
964	11.7	23.2	53	-11.6	-23.8	-66
965	11.7	23.2	53	-11.6	-23.8	-66
966	11.7	23.1	53	-11.6	-23.8	-66
967	11.7	23.1	53	-11.6	-23.8	-66
968	11.7	23.1	53	-11.6	-23.8	-65.9
969	11.7	23.1	53	-11.6	-23.8	-65.9
970	11.7	23.1	53	-11.6	-23.8	-65.9
971	11.7	23.1	53	-11.6	-23.8	-65.9
972	11.7	23.1	52.9	-11.6	-23.8	-65.9
973	11.7	23.1	53	-11.6	-23.8	-65.9
974	11.8	23.1	53	-11.6	-23.8	-65.9
975	11.8	23	53	-11.7	-23.8	-65.9
976	11.8	23	53	-11.7	-23.8	-65.9
977	11.8	23	52.9	-11.7	-23.8	-65.9
978	11.8	23	53	-11.7	-23.8	-65.9
979	11.8	23	53	-11.7	-23.8	-65.8
980	11.8	23	53	-11.7	-23.8	-65.8
981	11.8	23	53	-11.6	-23.8	-65.8
982	11.8	23	52.9	-11.6	-23.8	-65.8
983	11.8	23	52.9	-11.6	-23.8	-65.8
984	11.8	23	52.9	-11.6	-23.7	-65.7
985	11.8	23.1	52.9	-11.6	-23.7	-65.7
986	11.8	23.1	53	-11.6	-23.7	-65.7
987	11.8	23.1	53	-11.6	-23.7	-65.7
988	11.8	23.1	53	-11.6	-23.7	-65.7
989	11.8	23.1	53	-11.6	-23.7	-65.7
990	11.8	23.1	52.9	-11.6	-23.7	-65.7
991	11.8	23.1	53	-11.6	-23.7	-65.7
992	11.8	23.1	53	-11.6	-23.7	-65.6
993	11.9	23.1	53	-11.6	-23.7	-65.6
994	11.9	23.1	53	-11.6	-23.7	-65.6
995	11.9	23.1	53	-11.6	-23.7	-65.6
996	11.9	23.1	53	-11.6	-23.7	-65.6
997	11.9	23.1	53	-11.5	-23.7	-65.6
998	11.9	23.2	53	-11.5	-23.7	-65.6
999	11.9	23.2	53	-11.5	-23.7	-65.6
1000	11.9	23.2	53	-11.5	-23.7	-65.6
