foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
1.079e-04,3.551e-03,5.937e-04,7.160e-05,9.154e-04,1.126e-04,5.478e-06,8.023e-05,1.096e-04
3.183e-04,4.466e-03,5.825e-04,1.525e-04,5.921e-04,1.705e-05,4.521e-06,1.568e-04,3.365e-05
3.433e-04,3.484e-03,5.520e-04,5.189e-05,4.508e-04,5.558e-05,5.783e-05,7.015e-05,1.416e-04
1.574e-04,2.554e-03,5.131e-04,1.578e-04,4.232e-06,3.952e-05,2.316e-05,9.775e-05,1.619e-04
3.459e-04,3.768e-03,4.743e-04,1.019e-04,3.712e-04,3.603e-05,8.647e-07,3.016e-05,1.257e-04
3.128e-04,3.243e-03,4.265e-04,4.065e-04,3.021e-04,2.784e-05,2.229e-05,2.247e-05,1.316e-04
2.018e-04,3.083e-03,3.721e-04,6.745e-04,1.168e-04,1.061e-05,3.538e-05,1.659e-04,1.302e-04
5.128e-04,3.988e-03,3.151e-04,5.793e-04,2.649e-04,1.985e-05,1.805e-05,7.600e-05,1.300e-04
4.796e-04,3.778e-03,2.545e-04,8.997e-04,1.854e-05,2.232e-04,2.035e-05,4.870e-04,1.697e-05
5.560e-04,4.024e-03,1.889e-04,1.040e-03,3.369e-04,3.806e-04,2.132e-05,7.305e-04,1.453e-04
6.982e-04,4.408e-03,1.205e-04,8.992e-04,2.608e-04,3.098e-04,1.025e-05,5.590e-04,1.309e-04
7.199e-04,4.336e-03,5.239e-05,8.279e-04,1.823e-04,2.418e-04,4.099e-06,4.155e-04,1.023e-04
7.061e-04,4.146e-03,1.478e-05,7.777e-04,1.047e-04,1.763e-04,9.781e-07,2.882e-04,7.163e-05
6.844e-04,3.945e-03,8.047e-05,7.358e-04,2.801e-05,1.113e-04,3.471e-06,1.712e-04,4.245e-05
6.621e-04,3.763e-03,1.443e-04,6.987e-04,4.649e-05,5.093e-05,3.331e-06,6.634e-05,1.571e-05
6.394e-04,3.611e-03,2.058e-04,6.624e-04,1.174e-04,9.030e-06,6.238e-06,3.022e-05,9.149e-06
6.168e-04,3.491e-03,2.649e-04,6.290e-04,1.852e-04,6.357e-05,6.087e-06,1.159e-04,3.085e-05
5.983e-04,3.408e-03,3.213e-04,5.961e-04,2.503e-04,1.156e-04,7.137e-06,1.937e-04,5.144e-05
5.800e-04,3.359e-03,3.749e-04,5.637e-04,3.107e-04,1.639e-04,7.815e-06,2.594e-04,6.922e-05
5.610e-04,3.343e-03,4.255e-04,5.334e-04,3.676e-04,2.093e-04,9.414e-06,3.178e-04,8.468e-05
5.453e-04,3.361e-03,4.731e-04,5.025e-04,4.210e-04,2.508e-04,8.413e-06,3.675e-04,9.984e-05
5.286e-04,3.409e-03,5.178e-04,4.733e-04,4.719e-04,2.880e-04,9.268e-06,4.084e-04,1.123e-04
5.062e-04,3.488e-03,5.596e-04,4.466e-04,4.520e-04,2.776e-04,1.096e-05,3.595e-04,1.067e-04
4.166e-04,3.597e-03,5.972e-04,4.215e-04,1.523e-04,1.338e-04,2.475e-05,4.184e-04,3.527e-05
4.314e-04,3.699e-03,6.216e-04,3.895e-04,9.531e-05,9.561e-05,2.637e-05,3.435e-04,2.374e-05
3.945e-04,3.780e-03,6.430e-04,3.608e-04,4.047e-05,1.048e-04,3.662e-05,2.541e-04,8.583e-06
3.402e-04,3.830e-03,6.645e-04,3.711e-04,2.873e-05,1.363e-04,5.117e-05,2.029e-04,3.791e-05
3.493e-04,3.814e-03,6.828e-04,3.395e-04,4.053e-06,1.026e-04,5.049e-05,1.556e-04,3.031e-05
3.521e-04,3.802e-03,6.986e-04,3.134e-04,3.338e-05,7.170e-05,4.994e-05,1.168e-04,2.106e-05
3.514e-04,3.804e-03,7.118e-04,2.900e-04,3.988e-05,5.049e-05,5.507e-06,1.096e-04,1.863e-05
3.524e-04,3.813e-03,7.224e-04,2.647e-04,6.288e-05,2.420e-05,3.966e-06,8.124e-05,2.415e-05
3.548e-04,3.846e-03,7.308e-04,2.400e-04,8.500e-05,1.192e-06,4.607e-06,5.448e-05,2.888e-05
3.582e-04,3.896e-03,7.367e-04,2.144e-04,1.063e-04,2.337e-05,4.077e-06,3.296e-05,3.171e-05
3.608e-04,3.966e-03,7.405e-04,1.895e-04,1.263e-04,4.600e-05,5.665e-06,1.478e-05,3.503e-05
3.666e-04,4.049e-03,7.421e-04,1.658e-04,1.456e-04,6.399e-05,5.446e-06,1.013e-06,3.801e-05
3.679e-04,4.153e-03,7.418e-04,1.385e-04,1.659e-04,7.971e-05,5.532e-07,5.960e-07,3.557e-05
3.418e-04,4.244e-03,7.393e-04,5.088e-05,2.263e-04,5.563e-05,8.314e-05,1.305e-04,8.374e-06
2.694e-04,3.952e-03,7.318e-04,9.796e-05,2.022e-04,2.122e-05,6.270e-05,1.599e-04,2.345e-05
2.588e-04,3.922e-03,7.169e-04,1.067e-04,1.757e-04,8.574e-05,4.336e-05,1.752e-04,4.438e-05
2.728e-04,3.997e-03,6.950e-04,7.549e-05,1.971e-04,7.825e-05,2.506e-05,1.571e-04,3.839e-05
2.563e-04,3.954e-03,6.704e-04,6.307e-05,2.115e-04,6.719e-05,1.623e-05,1.377e-04,3.819e-05
2.400e-04,3.902e-03,6.438e-04,5.427e-05,2.245e-04,5.041e-05,1.421e-05,1.113e-04,4.239e-05
2.311e-04,3.887e-03,6.159e-04,4.193e-05,2.375e-04,3.456e-05,1.398e-05,8.738e-05,4.293e-05
2.236e-04,3.891e-03,5.867e-04,2.792e-05,2.506e-04,1.854e-05,1.416e-05,6.425e-05,4.537e-05
2.176e-04,3.908e-03,5.565e-04,1.545e-05,2.624e-04,4.172e-06,1.287e-05,4.393e-05,4.536e-05
2.115e-04,3.934e-03,5.253e-04,1.781e-06,2.747e-04,8.717e-06,1.264e-05,2.670e-05,4.579e-05
2.066e-04,3.972e-03,4.932e-04,9.600e-06,2.845e-04,2.296e-05,1.201e-05,1.085e-05,4.654e-05
2.011e-04,4.018e-03,4.605e-04,2.323e-05,2.951e-04,3.318e-05,1.104e-05,3.219e-06,4.655e-05
1.974e-04,4.070e-03,4.272e-04,3.593e-05,3.043e-04,4.351e-05,1.144e-05,1.591e-05,4.601e-05
1.901e-04,4.132e-03,3.935e-04,4.991e-05,3.078e-04,5.013e-05,1.095e-05,1.341e-05,4.560e-05
1.487e-04,4.189e-03,3.587e-04,8.342e-05,2.276e-04,4.172e-07,2.287e-05,1.157e-04,3.533e-05
1.285e-04,4.099e-03,3.158e-04,7.881e-05,2.514e-04,8.821e-06,2.127e-05,1.007e-04,4.017e-05
1.196e-04,4.054e-03,2.728e-04,8.336e-05,2.738e-04,1.192e-05,1.644e-05,9.054e-05,4.952e-05
1.252e-04,4.016e-03,2.291e-04,8.912e-05,2.850e-04,1.445e-06,1.034e-05,9.990e-05,8.158e-05
9.787e-05,3.934e-03,1.816e-04,8.618e-05,3.036e-04,7.153e-06,1.047e-05,8.655e-05,8.398e-05
8.190e-05,3.904e-03,1.344e-04,8.762e-05,3.215e-04,1.618e-05,1.030e-05,7.355e-05,8.398e-05
6.998e-05,3.892e-03,8.786e-05,9.187e-05,3.394e-04,2.404e-05,9.654e-06,5.990e-05,8.278e-05
5.984e-05,3.888e-03,4.190e-05,9.719e-05,3.557e-04,3.251e-05,9.522e-06,4.876e-05,8.087e-05
4.935e-05,3.893e-03,3.219e-06,1.025e-04,3.706e-04,3.986e-05,9.847e-06,3.839e-05,7.997e-05
4.041e-05,3.902e-03,4.745e-05,1.085e-04,3.850e-04,4.621e-05,8.545e-06,2.849e-05,7.917e-05
3.159e-05,3.919e-03,9.060e-05,1.138e-04,3.976e-04,5.469e-05,9.081e-06,2.104e-05,7.752e-05
2.158e-05,3.940e-03,1.327e-04,1.202e-04,4.094e-04,5.929e-05,8.610e-06,1.335e-05,7.601e-05
1.311e-05,3.963e-03,1.734e-04,1.257e-04,4.199e-04,6.443e-05,7.823e-06,7.868e-06,7.328e-05
6.199e-06,3.991e-03,2.128e-04,1.325e-04,4.290e-04,7.057e-05,7.887e-06,3.695e-06,7.254e-05
2.265e-06,4.027e-03,2.507e-04,1.393e-04,4.376e-04,7.431e-05,7.882e-06,7.153e-07,6.926e-05
9.894e-06,4.063e-03,2.870e-04,1.458e-04,4.448e-04,7.969e-05,6.556e-06,3.994e-06,6.855e-05
1.669e-05,4.104e-03,3.216e-04,1.529e-04,4.507e-04,8.337e-05,6.922e-06,4.709e-06,6.531e-05
