kplusy,lambd_haty,muy,nuAT_haty,nuUO_haty,nuLO_haty,nuLF_haty,etaAT_haty,etaOC_haty
228.15038,0.99062365,0.12377144,0.8669756,-0.30278262,-0.0009488191,-0.7835335,-0.035526022,-0.20418797
234.05702,0.995223,0.12600817,0.8609294,-0.29941386,-0.000929293,-0.7781954,-0.036002308,-0.2034841
240.49208,0.9983781,0.12825096,0.8556827,-0.2963651,-0.0009112607,-0.7734457,-0.036201432,-0.20303072
247.35954,1.0006715,0.1305332,0.85100585,-0.29352972,-0.00095677073,-0.7689015,-0.036456093,-0.20249565
254.84705,1.0027617,0.13291271,0.8472527,-0.29075196,-0.0009687587,-0.7648778,-0.036681518,-0.20203018
262.6789,1.003892,0.13531715,0.8437496,-0.2881209,-0.00095887086,-0.7610465,-0.03667444,-0.2017111
270.84753,1.0046786,0.13775001,0.840793,-0.28562722,-0.00092629134,-0.7575358,-0.03685923,-0.20147263
279.443,1.0052835,0.14025615,0.8385854,-0.28326532,-0.0008807152,-0.75436014,-0.0372663,-0.20129587
288.28754,1.00541,0.14278853,0.8364394,-0.28100142,-0.000852362,-0.75126934,-0.037494555,-0.20119412
297.41586,1.0054336,0.14534627,0.8347549,-0.27908313,-0.00082189473,-0.7487713,-0.03804958,-0.20128095
306.82065,1.0052978,0.14794253,0.83340013,-0.27742144,-0.0007910754,-0.7466999,-0.038808554,-0.20151655
316.42175,1.0049814,0.15057434,0.83204144,-0.27578074,-0.00077110226,-0.74462503,-0.039468154,-0.20176493
326.19482,1.004614,0.153237,0.8306916,-0.27415845,-0.0007579166,-0.7425594,-0.040091053,-0.20201187
336.13327,1.0042355,0.15593286,0.82935405,-0.27255076,-0.0007480129,-0.7405051,-0.04069671,-0.20225386
346.23505,1.0038568,0.15866484,0.8280269,-0.27095357,-0.00074276584,-0.73846024,-0.041291133,-0.20249043
356.5009,1.0034788,0.16143662,0.82670796,-0.26936606,-0.0007380105,-0.73642457,-0.041878924,-0.20272224
366.93182,1.0031021,0.16425142,0.82539606,-0.2677845,-0.0007361721,-0.7343933,-0.042459443,-0.20294826
377.52914,1.0027285,0.16711114,0.8240901,-0.26620916,-0.00073511223,-0.73236716,-0.0430353,-0.20316996
388.2939,1.0023547,0.17001803,0.82278836,-0.26463827,-0.00073499116,-0.73034406,-0.0436064,-0.20338662
