foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
1.253e-03,5.849e-03,5.098e-04,2.985e-04,6.657e-04,1.141e-04,2.929e-05,2.030e-04,8.328e-05
4.077e-05,3.086e-03,4.022e-04,1.039e-06,4.919e-04,7.692e-05,1.095e-05,9.233e-05,4.731e-05
2.000e-04,3.020e-03,3.358e-04,5.983e-06,6.205e-05,7.778e-06,2.239e-06,7.498e-05,1.056e-04
1.917e-04,4.277e-03,3.036e-04,6.038e-04,3.372e-04,1.851e-05,1.507e-05,1.102e-04,6.869e-05
3.799e-04,4.824e-03,2.931e-04,1.111e-03,1.102e-03,1.217e-04,5.328e-05,3.183e-04,4.558e-05
2.939e-04,3.432e-03,2.984e-04,7.630e-04,7.821e-04,4.464e-05,4.822e-05,1.296e-04,3.338e-06
4.011e-04,3.462e-03,3.150e-04,6.586e-04,4.098e-04,1.100e-05,4.875e-05,3.791e-05,5.943e-05
1.417e-04,4.055e-03,3.400e-04,8.493e-04,3.842e-04,1.588e-04,3.109e-05,1.868e-04,1.617e-05
1.862e-04,4.262e-03,3.731e-04,1.233e-03,9.713e-04,5.122e-04,1.594e-05,5.852e-04,1.958e-04
3.036e-04,3.358e-03,4.138e-04,9.172e-04,8.795e-04,3.643e-04,2.132e-05,3.456e-04,1.615e-04
4.284e-04,3.242e-03,4.539e-04,7.726e-04,8.007e-04,2.785e-04,2.511e-05,2.129e-04,1.321e-04
4.424e-04,3.347e-03,4.936e-04,6.854e-04,7.235e-04,2.119e-04,2.801e-05,1.146e-04,1.051e-04
4.238e-04,3.492e-03,5.319e-04,6.184e-04,6.474e-04,1.520e-04,3.228e-05,3.171e-05,7.980e-05
3.957e-04,3.613e-03,5.685e-04,5.618e-04,5.749e-04,9.686e-05,3.674e-05,4.065e-05,5.953e-05
3.682e-04,3.688e-03,6.027e-04,5.065e-04,5.049e-04,4.426e-05,4.256e-05,1.070e-04,3.925e-05
2.528e-04,3.709e-03,6.341e-04,4.689e-04,4.947e-04,7.361e-05,6.113e-05,7.117e-05,7.632e-05
1.813e-04,3.741e-03,6.632e-04,4.417e-04,4.776e-04,1.299e-04,2.561e-05,3.368e-05,2.452e-04
2.067e-04,3.726e-03,6.845e-04,3.729e-04,4.567e-04,8.115e-05,3.263e-05,1.010e-04,2.496e-04
2.099e-04,3.704e-03,7.017e-04,3.115e-04,4.448e-04,3.345e-05,2.622e-05,1.565e-04,2.368e-04
2.052e-04,3.649e-03,7.153e-04,2.546e-04,4.397e-04,8.494e-06,1.972e-05,2.025e-04,2.293e-04
1.037e-04,3.549e-03,7.257e-04,1.855e-04,4.676e-04,6.656e-05,4.161e-07,1.072e-04,2.182e-04
3.922e-05,3.568e-03,7.339e-04,1.277e-04,4.850e-04,1.022e-04,1.550e-05,6.533e-05,2.104e-04
3.362e-05,3.648e-03,7.394e-04,8.206e-05,4.823e-04,6.616e-05,2.048e-05,1.079e-04,2.027e-04
2.623e-05,3.689e-03,7.417e-04,3.795e-05,4.851e-04,3.307e-05,2.446e-05,1.433e-04,1.951e-04
1.764e-05,3.691e-03,7.409e-04,5.815e-06,4.915e-04,2.548e-06,3.015e-05,1.725e-04,1.903e-04
3.660e-05,3.653e-03,7.371e-04,7.040e-05,4.969e-04,5.186e-06,1.710e-05,1.565e-04,2.022e-04
1.014e-04,3.658e-03,7.307e-04,1.329e-04,4.861e-04,7.972e-06,1.021e-06,1.270e-04,2.165e-04
1.026e-04,3.736e-03,7.217e-04,1.578e-04,4.629e-04,3.178e-05,3.599e-06,1.514e-04,2.069e-04
1.123e-04,3.783e-03,7.101e-04,1.965e-04,4.305e-04,3.994e-05,6.928e-06,1.640e-04,1.862e-04
1.388e-04,3.831e-03,6.958e-04,2.577e-04,3.677e-04,4.455e-06,6.264e-06,1.580e-04,1.316e-04
1.637e-04,3.953e-03,6.789e-04,2.571e-04,3.171e-04,2.371e-05,1.019e-05,1.670e-04,1.211e-04
1.779e-04,4.014e-03,6.596e-04,2.628e-04,2.699e-04,4.223e-05,1.464e-05,1.743e-04,1.130e-04
