kplusy,lambd_haty
6391.288,0.90907973
6452.0605,0.90876245
6513.09,0.90844876
6574.369,0.9081374
6635.9014,0.90782887
6697.6836,0.9075239
6759.7197,0.90722084
6821.996,0.90692097
6884.5205,0.906625
6947.2905,0.9063305
7010.3013,0.9060382
7073.553,0.90574986
7137.045,0.90546274
7200.7715,0.90517896
7264.7363,0.9048973
7328.931,0.904619
7393.353,0.90434253
7458.0044,0.9040687
7522.886,0.9037974
7587.993,0.9035276
7653.3306,0.90326095
7718.89,0.90299654
7784.672,0.90273404
7850.664,0.9024745
7916.8765,0.9022165
7983.3022,0.90196097
8049.939,0.9017069
8116.787,0.9014559
8183.8496,0.90120643
8251.121,0.9009593
8318.591,0.90071374
8386.266,0.9004711
8454.154,0.9002295
8522.23,0.8999903
8590.503,0.8997529
8658.968,0.8995182
8727.628,0.8992851
8796.484,0.8990527
8865.532,0.8988224
8934.757,0.8985955
9004.179,0.8983691
9073.771,0.89814466
9143.558,0.8979222
9213.513,0.89769953
9283.623,0.8974782
9353.841,0.8972615
9424.186,0.89704776
9494.6455,0.8968405
9565.226,0.8966349
9635.924,0.89643407
9706.752,0.89623654
9777.696,0.8960432
9848.781,0.89585364
9919.998,0.8956664
9991.35,0.8954822
10062.843,0.8953009
10134.469,0.8951217
10206.235,0.8949441
10278.131,0.89476913
10350.161,0.8945965
10422.325,0.894425
10494.623,0.894255
10567.056,0.89408654
10639.538,0.893911
10712.008,0.89373064
10784.441,0.8935578
10856.888,0.8933951
