kx,MATx,MUOx,MLOx,MLFx,MLFeqx,TATx,TOCx,taux
6210.377,746.82434,1335.5186,37352.53,288.80115,227.23123,1.1375865,0.92500055,0.9394941
6270.37,746.58624,1335.2405,37353.164,288.6927,227.22162,1.1371404,0.9264653,0.9403949
6330.6265,746.3492,1334.9614,37353.797,288.58493,227.21223,1.1366924,0.9279168,0.9412823
6391.1436,746.11285,1334.6813,37354.43,288.47787,227.20305,1.1362429,0.92935526,0.9421565
6451.9146,745.87744,1334.4001,37355.062,288.37146,227.19409,1.1357917,0.9307807,0.94301766
6512.9414,745.6429,1334.118,37355.7,288.26575,227.18532,1.1353385,0.9321932,0.943866
6574.2207,745.4091,1333.835,37356.33,288.16064,227.17676,1.1348839,0.9335929,0.94470173
6635.751,745.17615,1333.551,37356.957,288.0562,227.16838,1.1344275,0.9349798,0.945525
6697.539,744.944,1333.2662,37357.586,287.95242,227.1602,1.1339691,0.936354,0.94633603
6759.5684,744.7125,1332.9806,37358.215,287.84924,227.15219,1.1335089,0.93771553,0.947135
6821.846,744.48193,1332.6942,37358.844,287.74667,227.14438,1.1330467,0.93906456,0.94792205
6884.371,744.2521,1332.407,37359.47,287.64468,227.13673,1.1325829,0.9404011,0.9486974
6947.1387,744.02295,1332.119,37360.098,287.54327,227.12927,1.1321172,0.9417252,0.94946116
7010.1523,743.7946,1331.8303,37360.723,287.44244,227.12196,1.1316495,0.943037,0.9502136
7073.405,743.56714,1331.5409,37361.348,287.3422,227.11484,1.1311799,0.94433653,0.95095485
7136.8936,743.3402,1331.2509,37361.973,287.24246,227.10786,1.1307086,0.9456239,0.9516851
7200.6245,743.1141,1330.9603,37362.594,287.14328,227.10106,1.1302352,0.9468991,0.9524044
7264.5825,742.8887,1330.669,37363.215,287.04468,227.09439,1.1297599,0.9481623,0.953113
7328.7744,742.66394,1330.377,37363.84,286.94656,227.0879,1.1292827,0.94941354,0.95381105
7393.195,742.4399,1330.0845,37364.46,286.84897,227.08156,1.1288035,0.95065284,0.9544987
7457.847,742.21655,1329.7913,37365.082,286.75186,227.07533,1.1283222,0.9518803,0.9551761
7522.7285,741.99384,1329.4977,37365.7,286.65527,227.06927,1.1278392,0.953096,0.95584345
7587.8403,741.77185,1329.2035,37366.316,286.5592,227.06334,1.1273541,0.9542999,0.9565009
7653.179,741.5505,1328.9089,37366.938,286.4636,227.05754,1.126867,0.95549226,0.95714855
7718.7373,741.32983,1328.6139,37367.555,286.36844,227.05188,1.126378,0.956673,0.95778656
7784.5137,741.1098,1328.3182,37368.17,286.27377,227.04636,1.125887,0.9578423,0.95841503
7850.5083,740.8904,1328.0222,37368.79,286.17953,227.04094,1.125394,0.9590001,0.95903414
7916.718,740.6716,1327.7257,37369.402,286.0858,227.03566,1.124899,0.96014655,0.9596441
7983.1436,740.4534,1327.4291,37370.02,285.99243,227.03049,1.1244019,0.9612817,0.9602449
8049.779,740.23584,1327.1318,37370.633,285.89954,227.02544,1.1239028,0.9624056,0.96083677
8116.629,740.0189,1326.8344,37371.246,285.80707,227.02051,1.1234016,0.9635183,0.9614198
8183.6943,739.80255,1326.5364,37371.86,285.71506,227.01567,1.1228985,0.96461993,0.96199423
8250.958,739.58673,1326.2383,37372.473,285.6234,227.01097,1.1223933,0.96571046,0.96256006
8318.432,739.3715,1325.9398,37373.082,285.53217,227.00636,1.1218859,0.96679,0.9631175
8386.115,739.157,1325.6409,37373.688,285.44135,227.00186,1.1213764,0.9678586,0.9636666
8453.993,738.94293,1325.3418,37374.293,285.3509,226.99747,1.1208649,0.96891636,0.9642076
8522.066,738.72943,1325.0425,37374.902,285.26083,226.99318,1.1203514,0.96996325,0.96474046
8590.334,738.5165,1324.7429,37375.504,285.17114,226.98897,1.1198359,0.9709994,0.9652654
8658.802,738.30414,1324.443,37376.105,285.08185,226.98488,1.1193181,0.9720249,0.9657825
8727.467,738.0923,1324.143,37376.71,284.99286,226.98087,1.1187984,0.97303975,0.96629196
8796.323,737.88104,1323.8427,37377.312,284.9043,226.97694,1.1182766,0.974044,0.96679384
8865.363,737.67035,1323.5422,37377.914,284.8161,226.97311,1.1177528,0.9750378,0.9672882
8934.598,737.46014,1323.2416,37378.51,284.72824,226.96938,1.1172268,0.9760211,0.9677752
9004.008,737.2504,1322.9408,37379.113,284.6407,226.96571,1.1166989,0.97699404,0.968255
9073.61,737.0414,1322.6399,37379.71,284.55353,226.96213,1.1161687,0.9779566,0.9687276
9143.392,736.83276,1322.339,37380.31,284.46667,226.95865,1.1156367,0.9789089,0.96919316
9213.347,736.6246,1322.0377,37380.91,284.38016,226.95523,1.1151026,0.97985095,0.9696518
9283.451,736.417,1321.7365,37381.504,284.29398,226.9519,1.1145662,0.9807828,0.9701036
9353.681,736.2099,1321.435,37382.098,284.2081,226.94864,1.1140279,0.9817046,0.97054875
9424.018,736.0033,1321.1337,37382.695,284.12253,226.94545,1.1134875,0.9826163,0.9709872
9494.48,735.7971,1320.832,37383.29,284.03726,226.94234,1.112945,0.983518,0.97141916
9565.061,735.5915,1320.5304,37383.883,283.95233,226.93929,1.1124004,0.98440975,0.9718447
9635.761,735.3863,1320.2286,37384.477,283.86768,226.93631,1.1118538,0.9852916,0.9722639
9706.576,735.1816,1319.927,37385.066,283.78336,226.93341,1.1113052,0.9861636,0.9726768
9777.53,734.97736,1319.6252,37385.66,283.6993,226.93056,1.1107544,0.98702586,0.9730836
9848.608,734.7736,1319.3235,37386.25,283.61557,226.92778,1.1102017,0.9878783,0.97348434
9919.827,734.5703,1319.0219,37386.84,283.53207,226.92508,1.1096469,0.98872113,0.9738791
9991.187,734.36743,1318.7201,37387.43,283.44888,226.92242,1.10909,0.9895543,0.974268
10062.674,734.16504,1318.4183,37388.016,283.36597,226.91983,1.108531,0.9903779,0.9746511
10134.302,733.9631,1318.1167,37388.6,283.28333,226.9173,1.1079699,0.991192,0.9750285
10206.0625,733.76166,1317.815,37389.19,283.20096,226.91483,1.1074067,0.9919966,0.97540027
10277.959,733.5606,1317.5132,37389.777,283.11884,226.91241,1.1068417,0.9927918,0.97576654
10349.989,733.36005,1317.2115,37390.363,283.03702,226.91003,1.1062746,0.9935776,0.9761273
10422.153,733.15985,1316.9099,37390.945,282.9554,226.90773,1.1057054,0.99435407,0.97648275
10494.453,732.9601,1316.6083,37391.527,282.87408,226.90549,1.1051342,0.9951213,0.97683287
10566.885,732.76074,1316.307,37392.113,282.793,226.90327,1.1045611,0.9958793,0.9771778
10639.375,732.5618,1316.0056,37392.695,282.71213,226.90111,1.1039858,0.9966281,0.9775176
10711.833,732.36334,1315.7043,37393.277,282.63153,226.89902,1.1034086,0.9973678,0.97785234
10784.275,732.1653,1315.4032,37393.855,282.55115,226.89696,1.1028293,0.99809843,0.9781821
