con,Omega,Theta,ygross,ynet,inv,Eind,carbontax,Abatement,Dam,Emissions
1981.6722,0.003054083,0.0012775363,2666.9841,2658.839,673.76984,0.0,215.92122,3.4071689,8.145191,0.03524224
1999.9636,0.0030516884,0.0012480695,2691.4832,2683.2695,679.9571,0.0,214.84435,3.3591576,8.213568,0.034440946
2018.3247,0.0030492845,0.0012192626,2716.0796,2707.7974,686.1712,0.0,213.7728,3.3116143,8.2821,0.033657834
2036.7603,0.0030468728,0.0011910987,2740.773,2732.4224,692.4078,0.0,212.70659,3.2645314,8.350787,0.032892514
2055.264,0.0030444537,0.0011635624,2765.56,2757.1404,698.6685,0.0,211.6457,3.2179017,8.41962,0.032144625
2073.839,0.003042025,0.0011366442,2790.4424,2781.9536,704.95215,0.0,210.59012,3.1717398,8.488595,0.031413745
2092.4841,0.0030395892,0.0011103264,2815.4177,2806.86,711.2596,0.0,209.53983,3.1260326,8.557713,0.030699482
2111.1956,0.0030371451,0.0010845982,2840.4854,2831.8584,717.5913,0.0,208.49475,3.0807853,8.626966,0.03000147
2129.979,0.0030346906,0.0010594471,2865.6484,2856.9521,723.9463,0.0,207.45488,3.0360029,8.696358,0.029319309
2148.8276,0.0030322284,0.0010348605,2890.9001,2882.1345,730.3243,0.0,206.42018,2.9916782,8.765869,0.028652666
2167.7434,0.003029756,0.0010108242,2916.2444,2907.409,736.72675,0.0,205.39067,2.9478106,8.835509,0.028001158
2186.7275,0.003027276,0.0009873285,2941.679,2932.774,743.15076,0.0,204.36627,2.9044037,8.905274,0.027364487
2205.7776,0.0030247867,0.0009643615,2967.202,2958.2266,749.59644,0.0,203.347,2.8614554,8.975154,0.026742304
2224.8918,0.0030222882,0.0009419113,2992.815,2983.7698,756.0673,0.0,202.33278,2.8189662,9.04515,0.026134232
2244.0742,0.0030197806,0.0009199652,3018.5164,3009.4011,762.55835,0.0,201.3236,2.77693,9.115257,0.025539985
2263.3196,0.0030172644,0.00089851464,3044.304,3035.119,769.07214,0.0,200.31947,2.7353518,9.185471,0.02495924
2282.6287,0.0030147387,0.00087754807,3070.1787,3060.923,775.60815,0.0,199.32034,2.6942294,9.255787,0.024391735
2302.001,0.0030122036,0.0008570555,3096.1392,3086.8132,782.16675,0.0,198.32623,2.653563,9.326201,0.0238371
2321.4355,0.0030096595,0.0008370245,3122.1836,3112.7869,788.74567,0.0,197.33708,2.613344,9.3967085,0.02329513
2340.9316,0.0030071058,0.00081744883,3148.3113,3138.844,795.3464,0.0,196.35292,2.5735834,9.467304,0.022765465
2360.4895,0.0030045423,0.0007983144,3174.5227,3164.9846,801.96857,0.0,195.3736,2.5342672,9.537987,0.02224785
2380.1096,0.0030019702,0.00077961426,3200.8167,3191.208,808.6105,0.0,194.3992,2.4954023,9.608757,0.021741994
2399.7908,0.0029993886,0.000761335,3227.1956,3217.5159,815.2756,0.0,193.42953,2.456977,9.679613,0.0212476
2419.5317,0.0029967974,0.0007434725,3253.6555,3243.905,821.9616,0.0,192.46478,2.4190035,9.750546,0.020764455
2439.3323,0.002994197,0.00072601426,3280.1956,3270.374,828.6671,0.0,191.50476,2.3814685,9.821551,0.020292297
2459.1895,0.0029915872,0.00070895377,3306.813,3296.9202,835.3935,0.0,190.54968,2.3443775,9.892619,0.019830907
2479.1055,0.0029889673,0.00069228135,3333.5098,3323.5461,842.1398,0.0,189.5993,2.3077266,9.963752,0.019379998
2499.0789,0.002986339,0.00067598734,3360.2844,3350.2498,848.90576,0.0,188.65363,2.2715096,10.034948,0.01893933
2519.1104,0.0029837003,0.00066006643,3387.136,3377.0298,855.6903,0.0,187.7127,2.235735,10.106199,0.018508695
2539.1963,0.0029810518,0.0006445062,3414.0637,3403.8862,862.49615,0.0,186.77649,2.200385,10.177501,0.018087855
2559.3381,0.0029783936,0.0006293028,3441.067,3430.818,869.321,0.0,185.84499,2.165473,10.248851,0.017676596
2579.5361,0.0029757263,0.00061444554,3468.1467,3457.8267,876.1659,0.0,184.91803,2.1309874,10.320256,0.017274654
2599.7883,0.0029730492,0.0005999271,3495.2983,3484.9072,883.0281,0.0,183.99573,2.0969243,10.391695,0.016881868
2620.0928,0.002970362,0.0005857411,3522.5242,3512.061,889.9112,0.0,183.07803,2.063287,10.463173,0.01649801
