kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
223.00183,850.0,1237.0,37236.0,531.0,1.1,0.27,0.0
228.06155,854.57336,1240.2255,37236.4,533.56464,1.1494261,0.27571872,0.014888048
233.73886,859.20874,1243.5013,37236.8,536.1703,1.191336,0.28173855,0.029554427
239.8845,863.91046,1246.8282,37237.215,538.8171,1.2276931,0.28800568,0.044002473
246.40208,868.6803,1250.2068,37237.633,541.50507,1.2599629,0.29448012,0.058235407
253.21317,873.5186,1253.6378,37238.06,544.2346,1.2892382,0.3011323,0.072256446
260.3376,878.42444,1257.1218,37238.5,547.00616,1.3163326,0.30794033,0.08606875
267.8918,883.3973,1260.6597,37238.945,549.8199,1.3418498,0.31488815,0.09967542
275.76257,888.43787,1264.2521,37239.4,552.6759,1.3662385,0.3219639,0.11307949
283.8798,893.5455,1267.8994,37239.863,555.57446,1.3898329,0.32915896,0.126284
292.3333,898.7182,1271.6025,37240.336,558.51575,1.4128804,0.336467,0.13929194
301.11868,903.9556,1275.3619,37240.816,561.49963,1.4355632,0.34388348,0.15210623
310.1647,909.25714,1279.1781,37241.31,564.5262,1.4580156,0.35140514,0.16472971
319.52676,914.6209,1283.0518,37241.81,567.59534,1.4803364,0.35902968,0.17716527
329.19214,920.0462,1286.9833,37242.32,570.70703,1.5025971,0.3667555,0.1894157
339.10696,925.53174,1290.973,37242.84,573.86096,1.5248495,0.37458143,0.20148373
349.26556,931.07574,1295.0217,37243.37,577.0569,1.5471307,0.3825068,0.21337211
359.6619,936.6765,1299.1296,37243.91,580.2945,1.5694658,0.39053103,0.22508347
370.27698,942.33203,1303.297,37244.46,583.5734,1.5918716,0.3986539,0.23662049
381.1011,948.0404,1307.5244,37245.023,586.893,1.6143585,0.40687516,0.24798572
392.13034,953.7996,1311.8119,37245.594,590.25287,1.6369321,0.41519472,0.25918174
403.36322,959.60754,1316.1598,37246.176,593.6523,1.6595944,0.42361248,0.2702111
414.80154,965.4623,1320.5684,37246.773,597.0906,1.6823444,0.4321284,0.28107625
426.45178,971.36194,1325.0376,37247.375,600.567,1.7051793,0.44074237,0.29177964
438.3001,977.3047,1329.5675,37247.99,604.0808,1.7280953,0.44945434,0.3023237
450.34036,983.28864,1334.1583,37248.617,607.631,1.7510878,0.45826417,0.31271076
462.58386,989.3118,1338.8099,37249.254,611.2168,1.7741511,0.46717173,0.32294315
