con,Omega,ygross,ynet,inv,Eind,scc,carbontax,Dam,Emissions
77.16466,0.0028556,105.17594,104.8756,27.71095,36.845238,19.695875,550.0,0.3003404,39.445236
79.540955,0.0031179856,108.61998,108.2813,28.740349,37.477425,20.156734,547.25684,0.3386755,40.018307
82.06598,0.0033622475,112.198746,111.82151,29.755533,38.127377,20.679043,544.5275,0.37723997,40.610485
84.7179,0.0035915354,115.89724,115.48099,30.763094,38.788563,21.250076,541.8116,0.41624907,41.21521
87.453674,0.003808786,119.70386,119.24793,31.794254,39.4561,21.858221,539.1093,0.4559264,41.827576
90.26661,0.004016618,123.61997,123.123436,32.85683,40.12943,22.502144,536.4205,0.49653417,42.446983
93.200584,0.004217303,127.64918,127.11085,33.910263,40.80886,23.191233,533.7451,0.53833526,43.07372
96.23616,0.004412777,131.77902,131.19751,34.961357,41.48953,23.916216,531.08307,0.58151144,43.702885
99.2799,0.0046046693,136.00056,135.37433,36.094425,42.16786,24.654106,528.4342,0.6262376,44.330894
102.440605,0.004794336,140.33527,139.66243,37.221836,42.849842,25.43563,525.79865,0.6728143,44.96369
105.68713,0.004982887,144.77135,144.04997,38.362835,43.53125,26.251507,523.1762,0.7213792,45.59704
109.015945,0.0051712464,149.30255,148.53047,39.514534,44.209328,27.097813,520.5669,0.7720802,46.228146
112.381905,0.0053601647,153.92386,153.09879,40.71689,44.88232,27.962557,517.9706,0.8250572,46.855236
115.83164,0.005550251,158.64638,157.76585,41.934208,45.55272,28.859402,515.3871,0.8805272,47.480778
119.3709,0.005741994,163.46721,162.52858,43.15768,46.21938,29.788204,512.81665,0.93862766,48.103596
122.98098,0.0059357877,168.3807,167.38123,44.400257,46.879955,30.742638,510.25897,0.99947214,48.72133
126.6719,0.00613195,173.38571,172.32253,45.650616,47.533974,31.724817,507.71402,1.0631925,49.333477
130.43736,0.006330731,178.47874,177.34886,46.9115,48.17984,32.73205,505.18176,1.129901,49.93843
134.27374,0.0065323235,183.65791,182.4582,48.184452,48.816994,33.762848,502.66214,1.199713,50.5356
138.16011,0.006736878,188.9224,187.64966,49.48955,49.444668,34.8151,500.15515,1.272747,51.124195
142.12178,0.006944503,194.27565,192.9265,50.80473,50.06367,35.894947,497.66055,1.3491478,51.70501
146.16054,0.007155276,199.7189,198.28984,52.12932,50.674046,37.00196,495.1785,1.4290438,52.278065
150.27328,0.00736925,205.25185,203.73927,53.465977,51.275333,38.134644,492.70874,1.5125521,52.84288
154.4292,0.0075864615,210.87357,209.27377,54.844593,51.86713,39.290035,490.2514,1.5997843,53.399033
158.64268,0.0078069293,216.58282,214.89198,56.249287,52.44872,40.468422,487.80627,1.6908468,53.94579
162.92386,0.008030656,222.38014,220.59428,57.670433,53.020294,41.67054,485.37332,1.7858584,54.48333
167.27281,0.0082576405,228.2659,226.38097,59.10815,53.581467,42.896587,482.95248,1.8849379,55.011234
171.69028,0.008487858,234.2409,232.2527,60.56243,54.13252,44.146954,480.5438,1.9882035,55.529774
176.16776,0.008721291,240.3059,238.2101,62.04234,54.673122,45.418568,478.147,2.0957775,56.03861
180.70296,0.008957905,246.46371,244.25589,63.55294,55.20396,46.710773,475.76218,2.2077985,56.5384
185.28917,0.009197667,252.71455,250.39017,65.101,55.724754,48.020897,473.38937,2.3243845,57.028854
189.93753,0.009440534,259.05682,256.6112,66.67367,56.235073,49.35115,471.02832,2.4456348,57.509518
194.6534,0.0096864635,265.4953,262.92358,68.270195,56.735687,50.70634,468.67902,2.5717106,57.981155
199.44958,0.009935413,272.03513,269.33234,69.882774,57.227486,52.092144,466.3415,2.7027812,58.444633
204.34589,0.010187333,278.6765,275.83755,71.49166,57.710377,53.51702,464.01566,2.8389707,58.89985
209.29579,0.010442181,285.40305,282.42282,73.12702,58.180702,54.96025,461.7013,2.98023,59.34313
214.30682,0.010699908,292.2192,289.0925,74.78567,58.639297,56.425186,459.39856,3.1267188,59.775295
219.3835,0.01096046,299.12802,295.84943,76.46594,59.08681,57.913986,457.10733,3.2785807,60.196976
