kx,MATx,MUOx,MLOx,MLFx,MLFeqx,TATx,TOCx,taux
5566.6606,1826.4619,2523.051,37585.402,701.2168,227.25114,4.6996627,2.6856468,0.93765134
5620.531,1827.6956,2528.7815,37588.99,701.7695,227.24107,4.7077355,2.6995234,0.9385796
5674.617,1828.8854,2534.4585,37592.586,702.305,227.23123,4.7157106,2.71336,0.9394941
5728.9263,1830.0315,2540.0818,37596.2,702.8236,227.22162,4.7235885,2.7271562,0.9403949
5783.4653,1831.1344,2545.6511,37599.83,703.32526,227.21223,4.7313695,2.7409115,0.9412823
5838.1685,1832.1946,2551.1665,37603.465,703.8103,227.20305,4.739055,2.7546258,0.9421565
5892.989,1833.2122,2556.6274,37607.12,704.2786,227.19409,4.7466455,2.7682986,0.94301766
5947.975,1834.1877,2562.0342,37610.79,704.7306,227.18532,4.7541413,2.7819295,0.943866
6003.163,1835.1213,2567.3865,37614.473,705.1661,227.17676,4.761543,2.795518,0.94470173
6058.5703,1836.0135,2572.6843,37618.168,705.58545,227.16838,4.768851,2.809064,0.945525
6114.211,1836.8647,2577.9277,37621.875,705.9887,227.1602,4.7760663,2.8225667,0.94633603
6170.0737,1837.6753,2583.1165,37625.594,706.37604,227.15219,4.7831893,2.8360264,0.947135
6226.1665,1838.4459,2588.2505,37629.33,706.7475,227.14438,4.790221,2.8494425,0.94792205
6282.489,1839.1765,2593.329,37633.074,707.1033,227.13673,4.797163,2.8628144,0.9486974
6339.0376,1839.8679,2598.353,37636.836,707.4435,227.12927,4.804014,2.876142,0.94946116
6395.8115,1840.5204,2603.322,37640.605,707.7683,227.12196,4.810776,2.889425,0.9502136
6452.816,1841.134,2608.2358,37644.387,708.0779,227.11484,4.8174496,2.9026632,0.95095485
6510.0425,1841.7097,2613.0945,37648.18,708.3724,227.10786,4.8240347,2.9158561,0.9516851
6567.49,1842.2476,2617.8984,37651.984,708.65186,227.10106,4.830532,2.9290035,0.9524044
6625.157,1842.7483,2622.6467,37655.805,708.9165,227.09439,4.8369436,2.942105,0.953113
6683.036,1843.212,2627.34,37659.633,709.1664,227.0879,4.843269,2.9551604,0.95381105
6741.1304,1843.6392,2631.9783,37663.477,709.40186,227.08156,4.849508,2.9681695,0.9544987
6799.344,1844.0302,2636.5613,37667.33,709.6228,227.07533,4.8556623,2.9811318,0.9551761
6857.703,1844.3855,2641.0894,37671.19,709.8296,227.06927,4.861733,2.9940474,0.95584345
6916.241,1844.7056,2645.5625,37675.066,710.0222,227.06334,4.867721,3.0069158,0.9565009
6974.969,1844.9906,2649.9802,37678.953,710.2009,227.05754,4.8736258,3.0197368,0.95714855
7033.898,1845.2412,2654.343,37682.855,710.3658,227.05188,4.8794484,3.03251,0.95778656
7093.0264,1845.4575,2658.651,37686.766,710.51697,227.04636,4.8851895,3.0452354,0.95841503
7152.354,1845.6401,2662.9036,37690.68,710.6546,227.04094,4.8908496,3.0579126,0.95903414
7211.883,1845.7894,2667.1013,37694.605,710.7789,227.03566,4.8964295,3.0705416,0.9596441
7271.952,1845.906,2671.2444,37698.543,710.88995,227.03049,4.9019294,3.083122,0.9602449
7332.5684,1845.9902,2675.3328,37702.492,710.98785,227.02544,4.907351,3.0956535,0.96083677
7393.5435,1846.0425,2679.3665,37706.45,711.0729,227.02051,4.912694,3.1081362,0.9614198
7454.7954,1846.0635,2683.3455,37710.414,711.1451,227.01567,4.91796,3.1205695,0.96199423
7516.279,1846.0535,2687.2703,37714.395,711.2048,227.01097,4.923149,3.1329534,0.96256006
7577.979,1846.013,2691.1406,37718.38,711.2519,227.00636,4.928262,3.1452878,0.9631175
7639.832,1845.9421,2694.9568,37722.38,711.28687,227.00186,4.9333,3.1575725,0.9636666
7701.786,1845.8413,2698.7188,37726.383,711.30963,226.99747,4.9382634,3.1698072,0.9642076
7763.9023,1845.711,2702.4268,37730.4,711.3204,226.99318,4.9431524,3.1819918,0.96474046
7826.2017,1845.5516,2706.081,37734.426,711.31934,226.98897,4.947968,3.1941261,0.9652654
7888.691,1845.3636,2709.6816,37738.457,711.3066,226.98488,4.9527106,3.2062101,0.9657825
7951.371,1845.1473,2713.2288,37742.5,711.2822,226.98087,4.9573812,3.2182436,0.96629196
8014.2437,1844.9031,2716.7222,37746.547,711.2466,226.97694,4.9619794,3.2302263,0.96679384
8077.3,1844.6312,2720.1626,37750.6,711.19965,226.97311,4.966507,3.2421582,0.9672882
8140.5454,1844.332,2723.5498,37754.668,711.14166,226.96938,4.970964,3.254039,0.9677752
8203.976,1844.0061,2726.884,37758.742,711.07263,226.96571,4.9753513,3.2658687,0.968255
8267.59,1843.6539,2730.166,37762.824,710.9928,226.96213,4.9796696,3.277647,0.9687276
8331.39,1843.2755,2733.3953,37766.914,710.90234,226.95865,4.983919,3.2893739,0.96919316
8395.328,1842.8718,2736.5723,37771.01,710.8013,226.95523,4.988101,3.3010492,0.9696518
8459.372,1842.4426,2739.697,37775.117,710.6898,226.9519,4.992215,3.312673,0.9701036
8523.577,1841.9882,2742.7698,37779.227,710.5682,226.94864,4.996262,3.3242452,0.97054875
8587.933,1841.5095,2745.7908,37783.35,710.43634,226.94545,5.000243,3.3357654,0.9709872
8652.454,1841.0065,2748.7603,37787.48,710.29456,226.94234,5.0041585,3.3472335,0.97141916
8717.153,1840.4799,2751.6782,37791.613,710.14294,226.93929,5.0080085,3.3586497,0.9718447
8782.024,1839.9297,2754.5452,37795.758,709.9817,226.93631,5.011794,3.3700137,0.9722639
8847.05,1839.3564,2757.3613,37799.902,709.81085,226.93341,5.015516,3.3813255,0.9726768
8912.246,1838.7605,2760.1267,37804.06,709.6307,226.93056,5.019174,3.392585,0.9730836
8977.593,1838.1421,2762.8418,37808.22,709.44116,226.92778,5.0227695,3.4037921,0.97348434
9043.11,1837.5017,2765.5063,37812.39,709.24255,226.92508,5.026303,3.4149468,0.9738791
9108.791,1836.8398,2768.1213,37816.562,709.0349,226.92242,5.0297747,3.426049,0.974268
9174.617,1836.1565,2770.6863,37820.742,708.8184,226.91983,5.0331855,3.4370987,0.9746511
9240.595,1835.4523,2773.202,37824.934,708.5932,226.9173,5.0365357,3.4480958,0.9750285
9306.732,1834.7277,2775.6685,37829.125,708.35944,226.91483,5.0398264,3.4590402,0.97540027
9372.998,1833.9825,2778.086,37833.324,708.1171,226.91241,5.043057,3.4699318,0.97576654
9439.331,1833.2177,2780.4546,37837.53,707.8666,226.91003,5.046229,3.4807706,0.9761273
9505.77,1832.433,2782.775,37841.742,707.6077,226.90773,5.049343,3.4915566,0.97648275
9572.336,1831.629,2785.0469,37845.96,707.34094,226.90549,5.0523996,3.5022898,0.97683287
9639.039,1830.8063,2787.271,37850.184,707.06616,226.90327,5.0553985,3.51297,0.9771778
9705.886,1829.9648,2789.4475,37854.41,706.7835,226.90111,5.0583405,3.5235972,0.9775176
9772.867,1829.1052,2791.5767,37858.64,706.4933,226.89902,5.061227,3.5341716,0.97785234
9839.832,1828.2277,2793.6587,37862.875,706.19543,226.89696,5.0640574,3.544693,0.9781821
