kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
223.00183,854.0,1041.0,37403.0,637.0,1.1,0.27,0.0
228.29124,856.7066,1045.0457,37403.645,640.3639,1.1532677,0.27571872,0.014888048
234.04468,859.67316,1049.074,37404.3,643.63666,1.1962478,0.28176504,0.029554427
240.20677,862.87006,1053.0947,37404.973,646.8409,1.2318096,0.28806582,0.044002473
246.75085,866.27155,1057.1167,37405.656,649.99567,1.2620602,0.2945682,0.058235407
253.65724,869.8557,1061.1473,37406.35,653.1172,1.2885429,0.30123425,0.072256446
260.90445,873.60364,1065.1931,37407.062,656.2189,1.3123845,0.3080368,0.08606875
268.48068,877.49915,1069.2594,37407.79,659.3122,1.3344051,0.31495675,0.09967542
276.37094,881.5283,1073.3512,37408.523,662.4066,1.3551985,0.32198074,0.11307949
284.56046,885.679,1077.4724,37409.273,665.5102,1.3751931,0.32909963,0.126284
293.03607,889.94073,1081.627,37410.04,668.6295,1.3946953,0.3363072,0.13929194
301.78598,894.3043,1085.8177,37410.816,671.77014,1.4139224,0.3435995,0.15210623
310.8033,898.7617,1090.0474,37411.61,674.9366,1.4330268,0.35097402,0.16472971
320.0909,903.30585,1094.3184,37412.414,678.13257,1.4521136,0.35842937,0.17716527
329.6381,907.9306,1098.6326,37413.234,681.36115,1.4712536,0.36596486,0.1894157
339.44165,912.6307,1102.9917,37414.07,684.62463,1.4904935,0.3735803,0.20148373
349.49338,917.40106,1107.3972,37414.918,687.9249,1.5098624,0.38127583,0.21337211
359.80087,922.2375,1111.8503,37415.777,691.26355,1.5293767,0.3890518,0.22508347
370.35516,927.13617,1116.3522,37416.656,694.6416,1.5490443,0.39690864,0.23662049
381.14963,932.09357,1120.9036,37417.55,698.0598,1.568867,0.40484685,0.24798572
392.17853,937.1065,1125.5052,37418.457,701.5187,1.5888424,0.41286695,0.25918174
403.437,942.1719,1130.1577,37419.38,705.0185,1.6089655,0.42096943,0.2702111
414.9218,947.287,1134.8616,37420.32,708.5594,1.6292294,0.42915472,0.28107625
426.63028,952.4492,1139.617,37421.273,712.14124,1.649626,0.43742323,0.29177964
438.56088,957.65625,1144.4243,37422.242,715.7636,1.670147,0.4457753,0.3023237
450.71252,962.90576,1149.2837,37423.227,719.4264,1.6907834,0.45421124,0.31271076
463.08405,968.1957,1154.1952,37424.227,723.1289,1.7115263,0.4627312,0.32294315
475.67532,973.52386,1159.1588,37425.242,726.87067,1.7323674,0.4713354,0.33302325
488.48685,978.8885,1164.1743,37426.277,730.651,1.7532978,0.48002392,0.34295326
501.519,984.2878,1169.2417,37427.33,734.46924,1.7743096,0.48879677,0.35273546
514.77246,989.72003,1174.3606,37428.395,738.3245,1.7953947,0.49765396,0.36237198
528.2488,995.18353,1179.5309,37429.477,742.2161,1.8165454,0.5065954,0.37186503
541.9496,1000.67676,1184.7521,37430.582,746.1431,1.8377548,0.51562095,0.38121676
555.8773,1006.1982,1190.0239,37431.7,750.1046,1.8590163,0.52473044,0.39042926
570.03406,1011.7464,1195.3458,37432.832,754.09973,1.8803234,0.5339237,0.3995046
584.4218,1017.31995,1200.7175,37433.98,758.12756,1.9016701,0.5432004,0.40844482
599.0431,1022.9174,1206.1385,37435.145,762.18713,1.9230503,0.5525602,0.41725194
613.86743,1028.5375,1211.608,37436.332,766.27747,1.9444584,0.5620029,0.42592794
628.88367,1034.1788,1217.1256,37437.535,770.3977,1.965889,0.571528,0.43447477
644.1006,1039.8397,1222.6908,37438.754,774.5468,1.9873374,0.58113515,0.44289434
659.52374,1045.5187,1228.3029,37439.996,778.7237,2.0087981,0.5908239,0.45118856
675.1581,1051.2144,1233.9608,37441.254,782.9274,2.030266,0.60059375,0.4593593
691.0086,1056.9254,1239.6644,37442.53,787.157,2.0517366,0.6104442,0.46740842
707.0786,1062.6505,1245.4127,37443.824,791.4113,2.073205,0.6203747,0.47533768
723.3695,1068.3887,1251.2048,37445.137,795.68945,2.0946667,0.6303847,0.48314893
739.8823,1074.1387,1257.0402,37446.47,799.99036,2.1161175,0.6404736,0.49084383
756.6206,1079.8993,1262.9177,37447.82,804.3129,2.1375532,0.6506408,0.49842417
773.58856,1085.6694,1268.8369,37449.19,808.65625,2.1589704,0.66088563,0.5058917
790.7922,1091.448,1274.7966,37450.586,813.0194,2.1803656,0.6712074,0.513248
808.23456,1097.2338,1280.7963,37451.996,817.4013,2.201735,0.6816055,0.5204948
825.913,1103.0259,1286.8348,37453.426,821.80096,2.2230752,0.6920792,0.5276337
843.8273,1108.8232,1292.9114,37454.875,826.2174,2.244383,0.7026278,0.53466636
861.976,1114.625,1299.0251,37456.344,830.6498,2.2656555,0.71325046,0.54159427
880.3629,1120.4298,1305.175,37457.836,835.097,2.2868898,0.7239465,0.54841906
898.99146,1126.2367,1311.3604,37459.348,839.5582,2.308083,0.73471516,0.5551423
917.8646,1132.0447,1317.58,37460.875,844.03253,2.3292325,0.74555564,0.5617654
936.968,1137.8529,1323.833,37462.43,848.519,2.350335,0.75646716,0.5682899
956.29675,1143.6602,1330.1185,37464.0,853.0166,2.3713884,0.7674489,0.5747172
975.8581,1149.4655,1336.4354,37465.594,857.5246,2.3923903,0.7785,0.58104885
995.6572,1155.2677,1342.783,37467.207,862.0419,2.413338,0.78961974,0.58728623
1015.698,1161.066,1349.16,37468.844,866.56775,2.434229,0.8008072,0.59343076
1035.9889,1166.8595,1355.5656,37470.5,871.10126,2.455061,0.8120614,0.59948385
1056.5338,1172.6471,1361.9985,37472.18,875.6416,2.4758315,0.8233817,0.60544676
1077.336,1178.4281,1368.4584,37473.875,880.18774,2.4965389,0.8347671,0.6113209
1098.3779,1184.2015,1374.9436,37475.598,884.73895,2.5171807,0.84621674,0.6171076
1119.6626,1189.9664,1381.4534,37477.336,889.29443,2.537755,0.8577297,0.62280816
1141.1937,1195.722,1387.9867,37479.098,893.85333,2.5582602,0.8693051,0.6284238
1162.9767,1201.4675,1394.5425,37480.883,898.41473,2.578694,0.880942,0.63395584
1185.0143,1207.2018,1401.1198,37482.688,902.97797,2.599055,0.8926395,0.6394055
1207.3044,1212.9242,1407.7174,37484.516,907.54205,2.6193414,0.9043967,0.6447741
1229.8485,1218.6338,1414.3346,37486.363,912.1063,2.6395512,0.9162127,0.65006274
1252.6553,1224.3298,1420.9701,37488.227,916.67,2.6596828,0.92808646,0.65527266
1275.7264,1230.0115,1427.6232,37490.117,921.23224,2.679735,0.94001716,0.66040504
1299.0712,1235.6781,1434.2925,37492.027,925.79236,2.699706,0.95200384,0.665461
1322.6908,1241.3289,1440.9772,37493.96,930.3496,2.719595,0.9640455,0.6704416
1346.5876,1246.963,1447.6761,37495.914,934.90314,2.7394001,0.9761413,0.6753481
1370.7621,1252.5802,1454.3885,37497.89,939.45233,2.75912,0.98829013,0.6801815
1395.2036,1258.1793,1461.1132,37499.89,943.99646,2.778754,1.0004911,0.68494296
1419.8851,1263.7598,1467.8491,37501.91,948.53485,2.7983007,1.0127434,0.6896336
1444.8141,1269.3207,1474.5953,37503.957,953.0668,2.8177588,1.0250459,0.6942544
1469.9989,1274.8615,1481.3508,37506.02,957.59155,2.8371272,1.0373976,0.6988064
1495.4425,1280.3811,1488.1147,37508.105,962.1085,2.8564048,1.0497978,0.70329064
