kx,MATx,MUOx,MLOx,MLFx,MLFeqx,TATx,TOCx,taux
5616.337,1065.2096,1812.6943,37470.4,414.08844,227.31665,2.6655533,1.8698595,0.93177974
5673.804,1064.1399,1812.4313,37472.22,413.61426,227.3051,2.6643891,1.8753418,0.9327954
5731.5415,1063.0825,1812.1495,37474.04,413.14655,227.29381,2.6632452,1.8807783,0.9337959
5789.551,1062.0376,1811.8501,37475.855,412.68503,227.28276,2.6621203,1.8861696,0.93478155
5847.826,1061.0046,1811.5332,37477.67,412.22958,227.27197,2.661014,1.8915159,0.9357525
5906.3726,1059.9834,1811.1993,37479.49,411.7801,227.26144,2.6599255,1.8968177,0.93670905
5965.1797,1058.9735,1810.849,37481.3,411.33636,227.25114,2.6588538,1.9020755,0.93765134
6024.2515,1057.9749,1810.4825,37483.113,410.89825,227.24107,2.6577988,1.9072897,0.9385796
6083.586,1056.9872,1810.1006,37484.926,410.46564,227.23123,2.6567593,1.9124608,0.9394941
6143.175,1056.0101,1809.7034,37486.734,410.0384,227.22162,2.6557353,1.9175891,0.9403949
6203.028,1055.0433,1809.2916,37488.54,409.6164,227.21223,2.654726,1.9226749,0.9412823
6263.1396,1054.0867,1808.8656,37490.348,409.19946,227.20305,2.6537306,1.9277188,0.9421565
6323.498,1053.1399,1808.4257,37492.152,408.78754,227.19409,2.6527488,1.932721,0.94301766
6384.115,1052.2029,1807.9723,37493.957,408.3805,227.18532,2.65178,1.937682,0.943866
6444.984,1051.275,1807.506,37495.76,407.97818,227.17676,2.6508234,1.9426022,0.94470173
6506.0977,1050.3564,1807.0269,37497.566,407.58044,227.16838,2.6498785,1.9474818,0.945525
6567.461,1049.4468,1806.5354,37499.367,407.18726,227.1602,2.6489449,1.9523213,0.94633603
6629.062,1048.5459,1806.032,37501.168,406.79846,227.15219,2.6480222,1.957121,0.947135
6690.9097,1047.6537,1805.517,37502.97,406.41394,227.14438,2.6471095,1.9618813,0.94792205
6752.998,1046.7697,1804.9906,37504.766,406.03363,227.13673,2.6462069,1.9666024,0.9486974
6815.323,1045.8938,1804.4534,37506.562,405.6574,227.12927,2.6453135,1.9712849,0.94946116
6877.888,1045.0259,1803.9054,37508.36,405.28522,227.12196,2.644429,1.9759289,0.9502136
6940.69,1044.1658,1803.347,37510.152,404.91687,227.11484,2.643553,1.9805349,0.95095485
7003.7305,1043.3131,1802.7787,37511.945,404.55234,227.10786,2.642685,1.9851031,0.9516851
7067.0015,1042.4679,1802.2007,37513.734,404.19156,227.10106,2.6418245,1.9896339,0.9524044
7130.5063,1041.63,1801.6132,37515.523,403.8344,227.09439,2.6409714,1.9941275,0.953113
7194.236,1040.7993,1801.0167,37517.312,403.48077,227.0879,2.640125,1.9985843,0.95381105
7258.1914,1039.9753,1800.4113,37519.098,403.13058,227.08156,2.639285,2.0030046,0.9544987
7322.3774,1039.1581,1799.7971,37520.883,402.78378,227.07533,2.6384516,2.0073886,0.9551761
7386.7925,1038.3475,1799.1746,37522.668,402.4403,227.06927,2.6376238,2.0117366,0.95584345
7451.434,1037.5433,1798.544,37524.45,402.1,227.06334,2.636801,2.016049,0.9565009
7516.296,1036.7455,1797.9055,37526.23,401.76285,227.05754,2.6359832,2.020326,0.95714855
7581.3755,1035.9537,1797.2594,37528.008,401.42877,227.05188,2.6351702,2.0245678,0.95778656
7646.671,1035.168,1796.606,37529.785,401.09772,227.04636,2.6343615,2.028775,0.95841503
7712.1772,1034.388,1795.9453,37531.56,400.76956,227.04094,2.6335568,2.0329475,0.95903414
7777.9014,1033.6136,1795.2778,37533.33,400.44427,227.03566,2.632756,2.0370858,0.9596441
7843.8403,1032.8451,1794.6036,37535.098,400.12173,227.03049,2.6319585,2.04119,0.9602449
7909.9834,1032.0819,1793.9229,37536.867,399.80194,227.02544,2.631164,2.0452602,0.96083677
7976.334,1031.3241,1793.2358,37538.633,399.4848,227.02051,2.6303725,2.049297,0.9614198
8042.899,1030.5715,1792.5428,37540.395,399.1703,227.01567,2.6295834,2.0533006,0.96199423
8109.6636,1029.8242,1791.8438,37542.156,398.85828,227.01097,2.6287966,2.0572712,0.96256006
8176.6255,1029.0819,1791.139,37543.914,398.5488,227.00636,2.628012,2.061209,0.9631175
8243.8,1028.3445,1790.4286,37545.67,398.24176,227.00186,2.6272292,2.0651143,0.9636666
8311.167,1027.6118,1789.7129,37547.43,397.9371,226.99747,2.626448,2.0689871,0.9642076
8378.722,1026.8838,1788.9921,37549.184,397.6347,226.99318,2.6256683,2.072828,0.96474046
8446.464,1026.1604,1788.2661,37550.934,397.33463,226.98897,2.6248896,2.076637,0.9652654
8514.405,1025.4414,1787.5353,37552.684,397.03674,226.98488,2.6241117,2.0804145,0.9657825
8582.532,1024.7268,1786.7998,37554.434,396.74103,226.98087,2.6233346,2.0841606,0.96629196
8650.851,1024.0166,1786.0596,37556.18,396.44745,226.97694,2.6225579,2.0878754,0.96679384
8719.3545,1023.31055,1785.3153,37557.926,396.1559,226.97311,2.6217816,2.0915594,0.9672882
8788.037,1022.6085,1784.5667,37559.668,395.86646,226.96938,2.621005,2.0952127,0.9677752
8856.902,1021.91064,1783.814,37561.414,395.57895,226.96571,2.6202288,2.0988355,0.968255
8925.945,1021.21674,1783.0574,37563.152,395.29343,226.96213,2.619452,2.102428,0.9687276
8995.169,1020.52655,1782.2969,37564.89,395.00977,226.95865,2.618675,2.1059902,0.96919316
9064.568,1019.8402,1781.5327,37566.63,394.7279,226.95523,2.617897,2.1095226,0.9696518
9134.131,1019.15765,1780.765,37568.363,394.44794,226.9519,2.6171184,2.1130252,0.9701036
9203.87,1018.4785,1779.9939,37570.094,394.16968,226.94864,2.6163387,2.1164985,0.97054875
9273.775,1017.8031,1779.2194,37571.83,393.89322,226.94545,2.615558,2.1199424,0.9709872
9343.846,1017.1311,1778.4417,37573.555,393.6184,226.94234,2.6147757,2.1233573,0.97141916
9414.084,1016.46246,1777.661,37575.28,393.34528,226.93929,2.613992,2.126743,0.9718447
9484.492,1015.7971,1776.8772,37577.008,393.07376,226.93631,2.6132066,2.1301003,0.9722639
9555.049,1015.1351,1776.0906,37578.727,392.80383,226.93341,2.6124196,2.1334288,0.9726768
9625.773,1014.4763,1775.3014,37580.45,392.53552,226.93056,2.6116307,2.136729,0.9730836
9696.638,1013.8207,1774.5094,37582.164,392.2687,226.92778,2.6108398,2.140001,0.97348434
9767.66,1013.1681,1773.715,37583.883,392.0034,226.92508,2.6100469,2.1432452,0.9738791
9838.842,1012.51855,1772.9181,37585.59,391.73953,226.92242,2.6092517,2.1464615,0.974268
9910.16,1011.87195,1772.1188,37587.3,391.47714,226.91983,2.6084542,2.14965,0.9746511
9981.628,1011.2295,1771.3173,37589.004,391.21613,226.9173,2.607654,2.1528113,0.9750285
10053.234,1010.59125,1770.5135,37590.71,390.95657,226.91483,2.6068525,2.155945,0.97540027
10124.993,1009.957,1769.7079,37592.41,390.69852,226.91241,2.6060503,2.159052,0.97576654
10196.885,1009.32635,1768.9004,37594.113,390.442,226.91003,2.6052475,2.1621318,0.9761273
10268.919,1008.6993,1768.0911,37595.81,390.18695,226.90773,2.6044443,2.1651847,0.97648275
10341.084,1008.0759,1767.2802,37597.508,389.9334,226.90549,2.6036406,2.1682112,0.97683287
10413.381,1007.45605,1766.4675,37599.203,389.6814,226.90327,2.6028366,2.1712112,0.9771778
10485.814,1006.83954,1765.6534,37600.895,389.43088,226.90111,2.6020324,2.174185,0.9775176
10558.37,1006.2263,1764.838,37602.586,389.18185,226.89902,2.6012278,2.1771328,0.97785234
10631.047,1005.61633,1764.0211,37604.273,388.93427,226.89696,2.6004226,2.180055,0.9781821
