kx,MATx,MUOx,MLOx,MLFx,TATx,TOCx,taux
223.00183,850.0,1237.0,37236.0,531.0,1.1,0.27,0.0
227.98958,852.2077,1240.2255,37236.4,533.56464,1.1494261,0.27571872,0.014888048
233.436,854.5812,1243.452,37236.8,536.02527,1.1890677,0.28173855,0.029554427
239.27533,857.1024,1246.6835,37237.215,538.4019,1.2215785,0.28799003,0.044002473
245.47925,859.75464,1249.9225,37237.633,540.71136,1.2489167,0.29442245,0.058235407
252.0361,862.5218,1253.1719,37238.06,542.96783,1.2725241,0.30099893,0.072256446
258.93262,865.3889,1256.4337,37238.496,545.1835,1.2934583,0.30769274,0.08606875
266.1557,868.34216,1259.7101,37238.938,547.36816,1.312492,0.31448466,0.09967542
273.69235,871.3688,1263.0024,37239.39,549.5301,1.3301871,0.32136092,0.11307949
281.53033,874.4569,1266.312,37239.85,551.6758,1.3469493,0.32831174,0.126284
289.6839,877.5985,1269.64,37240.32,553.8106,1.3630694,0.33533016,0.13929194
298.15094,880.78467,1272.9873,37240.8,555.93884,1.3787562,0.34241128,0.15210623
306.91626,884.00555,1276.3545,37241.285,558.06384,1.3941557,0.3495517,0.16472971
315.96133,887.25116,1279.742,37241.777,560.18805,1.4093682,0.35674903,0.17716527
325.27335,890.51306,1283.1499,37242.277,562.313,1.4244584,0.36400157,0.1894157
334.84366,893.7842,1286.5786,37242.79,564.4396,1.4394667,0.37130812,0.20148373
344.66614,897.05804,1290.0278,37243.31,566.56836,1.4544166,0.37866774,0.21337211
354.75052,900.33057,1293.4973,37243.836,568.6992,1.46932,0.38607964,0.22508347
365.08694,903.5956,1296.9869,37244.375,570.8319,1.4841815,0.39354315,0.23662049
375.6692,906.8475,1300.4961,37244.918,572.96576,1.4989995,0.40105766,0.24798572
386.49142,910.08124,1304.0243,37245.473,575.09985,1.5137672,0.40862247,0.25918174
397.5492,913.292,1307.5709,37246.035,577.2331,1.5284756,0.4162369,0.2702111
408.83972,916.47534,1311.1351,37246.61,579.36414,1.5431137,0.42390025,0.28107625
420.36023,919.62726,1314.7161,37247.188,581.49146,1.5576696,0.43161163,0.29177964
432.1094,922.74365,1318.3131,37247.78,583.6135,1.5721312,0.43937016,0.3023237
444.08643,925.82104,1321.925,37248.38,585.7287,1.5864855,0.44717488,0.31271076
456.27942,928.8554,1325.551,37248.984,587.8352,1.6007208,0.45502472,0.32294315
468.68555,931.84344,1329.19,37249.6,589.93115,1.6148244,0.46291858,0.33302325
481.3065,934.78235,1332.8405,37250.23,592.01465,1.6287847,0.4708552,0.34295326
494.1445,937.66925,1336.5017,37250.863,594.08405,1.6425905,0.47883335,0.35273546
