foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_TOCplus
9.763e-05,2.725e-04,4.796e-04,9.137e-05,3.300e-04,2.481e-04,1.693e-05,1.386e-06
1.873e-04,4.911e-05,2.485e-04,8.167e-05,1.269e-04,7.653e-05,5.305e-06,2.803e-05
3.934e-06,1.988e-04,1.081e-04,4.905e-05,4.405e-05,1.730e-04,2.317e-05,1.429e-05
4.888e-06,5.720e-04,2.098e-05,1.344e-04,1.943e-04,1.836e-05,3.363e-05,2.834e-05
1.709e-04,6.990e-04,3.356e-05,2.363e-04,3.250e-04,1.492e-04,2.448e-05,3.551e-05
6.747e-05,4.873e-04,8.041e-05,1.373e-04,2.379e-04,5.943e-05,1.511e-05,4.867e-05
9.155e-05,5.271e-04,8.786e-05,8.845e-05,2.502e-04,6.658e-05,4.606e-05,1.064e-05
7.033e-06,7.541e-04,6.640e-05,1.328e-04,2.772e-04,9.626e-05,2.784e-05,4.788e-05
1.982e-04,7.796e-04,5.460e-05,1.455e-04,2.962e-04,2.108e-04,1.380e-05,1.490e-05
1.466e-05,5.999e-04,5.490e-05,1.253e-04,2.645e-04,1.068e-04,4.032e-05,8.464e-06
4.220e-05,5.703e-04,3.415e-05,1.227e-04,2.340e-04,1.057e-04,2.372e-05,1.951e-05
6.747e-05,7.889e-04,4.232e-06,1.126e-04,2.634e-04,9.948e-05,2.702e-05,9.224e-06
1.239e-04,7.837e-04,1.156e-05,8.770e-05,3.368e-04,1.382e-04,4.356e-05,3.372e-05
5.007e-05,6.764e-04,1.121e-05,9.296e-05,3.318e-04,1.476e-04,4.354e-05,5.484e-06
8.523e-05,6.583e-04,1.901e-05,1.573e-04,2.539e-04,2.545e-05,3.457e-05,3.789e-05
8.082e-05,7.329e-04,2.843e-05,1.237e-04,2.598e-04,6.747e-05,1.884e-05,3.019e-05
5.734e-05,7.491e-04,4.137e-05,9.871e-05,2.842e-04,1.184e-04,1.773e-05,3.083e-05
4.137e-05,7.319e-04,6.020e-05,1.323e-04,2.769e-04,1.320e-04,1.788e-06,2.211e-05
3.612e-05,6.776e-04,8.142e-05,1.546e-04,2.756e-04,1.345e-04,1.703e-05,1.302e-05
1.299e-05,6.874e-04,1.051e-04,1.327e-04,3.206e-04,1.259e-04,1.527e-05,1.866e-05
5.782e-05,7.691e-04,1.319e-04,1.725e-04,3.142e-04,1.624e-04,2.293e-05,4.898e-05
1.247e-04,8.156e-04,1.457e-04,1.309e-04,2.444e-04,1.429e-04,6.706e-06,1.623e-05
5.305e-05,7.486e-04,1.478e-04,8.303e-05,9.155e-05,4.172e-06,4.174e-05,5.551e-05
6.652e-05,6.983e-04,1.445e-04,1.343e-04,1.733e-04,2.211e-05,1.466e-05,2.909e-05
7.820e-05,6.971e-04,1.417e-04,1.970e-04,2.126e-04,9.125e-05,2.243e-05,5.335e-06
9.739e-05,7.322e-04,1.394e-04,2.312e-04,2.299e-04,1.496e-04,4.001e-05,4.953e-05
7.677e-05,7.484e-04,1.365e-04,2.166e-04,2.729e-04,1.633e-04,2.335e-05,3.026e-05
6.247e-05,7.544e-04,1.336e-04,2.092e-04,3.048e-04,1.720e-04,7.778e-06,1.101e-05
