kplusy,lambd_haty,muy,nuAT_haty,nuUO_haty,nuLO_haty,nuLF_haty,etaAT_haty,etaOC_haty
228.4884,0.98391336,0.11444747,0.73030466,-0.4181223,-0.0017541274,-0.6105348,-0.035489883,-0.19819261
234.31561,0.9905575,0.11641864,0.7276087,-0.41619873,-0.0017289585,-0.6078944,-0.036383696,-0.19812116
240.5446,0.9960937,0.1184566,0.7253637,-0.41426176,-0.0017424263,-0.60563385,-0.036777515,-0.19786407
247.13303,1.0004646,0.12059715,0.72340083,-0.41224673,-0.0017361585,-0.60334694,-0.03683964,-0.19784573
254.09012,1.0043418,0.12276587,0.7217303,-0.41029766,-0.0017019259,-0.6010797,-0.036901757,-0.19806191
261.39038,1.0073961,0.124890834,0.7204796,-0.40867096,-0.0016759709,-0.5992608,-0.037048526,-0.19827609
269.0061,1.009703,0.12700768,0.7195816,-0.40730783,-0.0016504778,-0.59781086,-0.037272036,-0.19850166
276.9339,1.0115978,0.12913638,0.7189823,-0.40617558,-0.0016366336,-0.5966494,-0.03752408,-0.19877595
285.1667,1.0130842,0.13130286,0.7186549,-0.40524778,-0.0016273679,-0.5957441,-0.03780551,-0.1991063
293.69687,1.0142109,0.13351564,0.7185557,-0.40448102,-0.0016239537,-0.5950441,-0.03811016,-0.19948097
302.51688,1.015013,0.13578571,0.7186633,-0.40385944,-0.0016272934,-0.5945305,-0.038436793,-0.19990483
311.6181,1.0155246,0.13812068,0.718954,-0.40336433,-0.0016340977,-0.5941802,-0.03878279,-0.20037514
320.9916,1.0157497,0.14052552,0.7193989,-0.40301627,-0.001645972,-0.59399563,-0.039156415,-0.20087878
330.62955,1.015746,0.14300422,0.7199802,-0.40277267,-0.0016593449,-0.5939395,-0.039547935,-0.20141783
340.52582,1.0155977,0.14555936,0.720686,-0.4025591,-0.0016718833,-0.59395725,-0.0399397,-0.20200315
350.67523,1.0153258,0.1481928,0.7215021,-0.40237293,-0.0016824501,-0.5940395,-0.040331975,-0.20262896
361.07156,1.0149214,0.15090558,0.7224028,-0.4022349,-0.0016906289,-0.59418964,-0.04073181,-0.20327912
371.7086,1.0143653,0.15369771,0.72337455,-0.40219527,-0.0016996628,-0.5944379,-0.04115108,-0.20393911
382.58145,1.0137222,0.15656921,0.7244108,-0.40219834,-0.0017071953,-0.59474343,-0.041577175,-0.20461644
393.68655,1.013009,0.15951997,0.7255031,-0.40223944,-0.0017140005,-0.5951003,-0.042008147,-0.20531012
405.02084,1.0122414,0.16255061,0.726643,-0.40231332,-0.0017202515,-0.595502,-0.042443365,-0.20601696
416.58167,1.0114324,0.16566056,0.7278251,-0.40241608,-0.0017243885,-0.59594303,-0.042881455,-0.20673428
428.36746,1.0105926,0.16885068,0.7290428,-0.40254462,-0.0017276956,-0.59641945,-0.043321867,-0.20745946
440.3765,1.0097318,0.17212056,0.73029155,-0.40269455,-0.0017295144,-0.59692603,-0.043763548,-0.20819317
452.60733,1.0088571,0.17547071,0.73156726,-0.402866,-0.0017306888,-0.59746116,-0.04420642,-0.20893233
465.05954,1.0079758,0.17890128,0.7328669,-0.40305552,-0.0017303778,-0.5980214,-0.044649612,-0.2096768
477.73254,1.0070925,0.18241253,0.73418725,-0.40326172,-0.0017284341,-0.59860504,-0.045092974,-0.21042356
490.62668,1.006213,0.18600486,0.7355257,-0.40348318,-0.0017259549,-0.59921014,-0.045535363,-0.2111736
503.74225,1.0053389,0.18967886,0.7368808,-0.40371922,-0.0017227493,-0.59983474,-0.04597744,-0.21192515
517.0768,1.004474,0.19341516,0.7382507,-0.40403214,-0.001739949,-0.60050505,-0.046420988,-0.21272255
530.63055,1.0036235,0.19722936,0.7396323,-0.4043674,-0.0017598793,-0.601196,-0.04686342,-0.21352777
544.40515,1.0027895,0.20112526,0.7410235,-0.40471298,-0.0017786203,-0.60190177,-0.04730386,-0.21433197
558.40155,1.001971,0.20510331,0.74242574,-0.4050696,-0.001796186,-0.60262203,-0.047742274,-0.21513562
572.6204,1.0011715,0.20916398,0.7438357,-0.40543756,-0.0018133717,-0.6033564,-0.048178647,-0.21593843
587.06366,1.0003904,0.21330759,0.7452539,-0.40581486,-0.0018288782,-0.60410434,-0.04861248,-0.21673954
601.7275,0.99959874,0.21752472,0.7467133,-0.4062472,-0.0018414725,-0.6049205,-0.04904663,-0.21756238
616.60974,0.99881214,0.22181481,0.7482052,-0.40672016,-0.0018525897,-0.60579115,-0.049483635,-0.21840821
631.71216,0.99805194,0.22618632,0.74970007,-0.40720162,-0.0018633083,-0.6066711,-0.04991712,-0.21925165
647.03674,0.9973167,0.23064029,0.75119644,-0.40769076,-0.0018726215,-0.60756004,-0.05034708,-0.22009148
662.58563,0.9966059,0.23517674,0.7526965,-0.4081879,-0.0018818565,-0.6084583,-0.050773915,-0.22092852
678.3613,0.9959191,0.23979662,0.7541994,-0.40869427,-0.0018902458,-0.6093665,-0.051197167,-0.2217621
694.3658,0.99525434,0.24449979,0.7557054,-0.40920782,-0.0018976228,-0.6102843,-0.05161694,-0.2225917
710.60144,0.9946107,0.24928729,0.7572151,-0.40973085,-0.0019052178,-0.61121225,-0.052033495,-0.2234192
727.06976,0.9939878,0.25415948,0.75872886,-0.41026232,-0.001911574,-0.61214954,-0.05244637,-0.2242417
743.7736,0.99338454,0.2591162,0.7602465,-0.4108028,-0.001917515,-0.6130973,-0.05285635,-0.22506139
760.71497,0.9928,0.26415795,0.761768,-0.41135174,-0.0019221026,-0.61405516,-0.053262077,-0.22587694
777.8955,0.9922335,0.2692853,0.76329386,-0.41191033,-0.0019266065,-0.6150226,-0.053664584,-0.22668843
795.318,0.9916842,0.27449787,0.7648239,-0.41247708,-0.0019304873,-0.6160004,-0.054063894,-0.22749576
812.9766,0.9911365,0.2797923,0.7663558,-0.4130561,-0.0019351933,-0.6169864,-0.054460127,-0.22830394
830.8634,0.9905866,0.28516346,0.76788473,-0.41364834,-0.001942113,-0.6179753,-0.054855134,-0.22911608
848.9821,0.99006194,0.2906154,0.7694115,-0.41424656,-0.0019485028,-0.61896986,-0.055245154,-0.2299227
867.33624,0.989562,0.2961472,0.770936,-0.41484994,-0.0019543143,-0.6199704,-0.05563048,-0.23072375
885.9274,0.98908335,0.30175972,0.77246034,-0.4154614,-0.0019602897,-0.62097657,-0.05601192,-0.23151961
